"","x"
"259","Dm_00018741-RA"
"260","Dm_00018687-RA"
"261","Dm_00017935-RA"
"262","Dm_00018766-RA"
"263","Dm_00018716-RA"
"264","Dm_00014752-RA"
"265","Dm_00018775-RA"
"266","Dm_00016877-RA"
"267","Dm_00018787-RA"
"268","Dm_00017178-RA"
"269","Dm_00018856-RA"
"270","Dm_00017483-RA"
"271","Dm_00019050-RA"
"272","Dm_00014877-RA"
"273","Dm_00014123-RA"
"274","Dm_00013827-RA"
"275","Dm_00014977-RA"
"276","Dm_00014821-RA"
"277","Dm_00014772-RA"
"278","Dm_00013803-RA"
"279","Dm_00013707-RA"
"280","Dm_00013899-RA"
"281","Dm_00014801-RA"
"282","Dm_00007615-RA"
"283","Dm_00012947-RA"
"284","Dm_00012390-RA"
"285","Dm_00012428-RA"
"286","Dm_00012732-RA"
"287","Dm_00012995-RA"
"288","Dm_00013758-RA"
"289","Dm_00011593-RA"
"290","Dm_00013835-RA"
"291","Dm_00012553-RA"
"292","Dm_00013017-RA"
"293","Dm_00013141-RA"
"294","Dm_00012957-RA"
"295","Dm_00000500-RA"
"296","Dm_00000510-RA"
"297","Dm_00001037-RA"
"298","Dm_00001036-RA"
"299","Dm_00001065-RA"
"300","Dm_00001057-RA"
"301","Dm_00000968-RA"
"302","Dm_00000781-RA"
"303","Dm_00000811-RA"
"304","Dm_00000925-RA"
"305","Dm_00000924-RA"
"306","Dm_00000932-RA"
"307","Dm_00000934-RA"
"308","Dm_00000355-RA"
"309","Dm_00000365-RA"
"310","Dm_00000386-RA"
"311","Dm_00000086-RA"
"312","Dm_00000083-RA"
"313","Dm_00000084-RA"
"314","Dm_00000118-RA"
"315","Dm_00000119-RA"
"316","Dm_00000137-RA"
"317","Dm_00000148-RA"
"318","Dm_00000140-RA"
"319","Dm_00000859-RA"
"320","Dm_00000587-RA"
"321","Dm_00000616-RA"
"322","Dm_00001154-RA"
"323","Dm_00000170-RA"
"324","Dm_00000182-RA"
"325","Dm_00000192-RA"
"326","Dm_00000218-RA"
"327","Dm_00000230-RA"
"328","Dm_00000238-RA"
"329","Dm_00001111-RA"
"330","Dm_00001119-RA"
"331","Dm_00001275-RA"
"332","Dm_00001180-RA"
"333","Dm_00001205-RA"
"334","Dm_00000047-RA"
"335","Dm_00001098-RA"
"336","Dm_00000683-RA"
"337","Dm_00000698-RA"
"338","Dm_00000701-RA"
"339","Dm_00000868-RA"
"340","Dm_00000901-RA"
"341","Dm_00000902-RA"
"342","Dm_00000908-RA"
"343","Dm_00000425-RA"
"344","Dm_00000424-RA"
"345","Dm_00000436-RA"
"346","Dm_00001254-RA"
"347","Dm_00000627-RA"
"348","Dm_00000275-RA"
"349","Dm_00000273-RA"
"350","Dm_00000316-RA"
"351","Dm_00000538-RA"
"352","Dm_00020381-RA"
"353","Dm_00020512-RA"
"354","Dm_00019650-RA"
"355","Dm_00019119-RA"
"356","Dm_00019693-RA"
"357","Dm_00019243-RA"
"358","Dm_00020111-RA"
"359","Dm_00019557-RA"
"360","Dm_00018921-RA"
"361","Dm_00004561-RA"
"362","Dm_00004565-RA"
"363","Dm_00003436-RA"
"364","Dm_00003995-RA"
"365","Dm_00003765-RA"
"366","Dm_00003767-RA"
"367","Dm_00004705-RA"
"368","Dm_00004964-RA"
"369","Dm_00004039-RA"
"370","Dm_00004445-RA"
"371","Dm_00004813-RA"
"372","Dm_00004815-RA"
"373","Dm_00004372-RA"
"374","Dm_00002870-RA"
"375","Dm_00004186-RA"
"376","Dm_00004492-RA"
"377","Dm_00005141-RA"
"378","Dm_00007763-RA"
"379","Dm_00007762-RA"
"380","Dm_00010814-RA"
"381","Dm_00012587-RA"
"382","Dm_00012478-RA"
"383","Dm_00013008-RA"
"384","Dm_00013069-RA"
"385","Dm_00013070-RA"
"386","Dm_00010079-RA"
"387","Dm_00011932-RA"
"388","Dm_00012156-RA"
"389","Dm_00013144-RA"
"390","Dm_00010869-RA"
"391","Dm_00009806-RA"
"392","Dm_00013028-RA"
"393","Dm_00013628-RA"
"394","Dm_00013629-RA"
"395","Dm_00013627-RA"
"396","Dm_00014355-RA"
"397","Dm_00014025-RA"
"398","Dm_00014723-RA"
"399","Dm_00014707-RA"
"400","Dm_00015945-RA"
"401","Dm_00015941-RA"
"402","Dm_00014887-RA"
"403","Dm_00015730-RA"
"404","Dm_00015786-RA"
"405","Dm_00014904-RA"
"406","Dm_00013345-RA"
"407","Dm_00014263-RA"
"408","Dm_00018860-RA"
"409","Dm_00019232-RA"
"410","Dm_00019248-RA"
"411","Dm_00016130-RA"
"412","Dm_00019275-RA"
"413","Dm_00019218-RA"
"414","Dm_00019221-RA"
"415","Dm_00018022-RA"
"416","Dm_00018131-RA"
"417","Dm_00018011-RA"
"418","Dm_00017908-RA"
"419","Dm_00017137-RA"
"420","Dm_00018007-RA"
"421","Dm_00008118-RA"
"422","Dm_00006229-RA"
"423","Dm_00007294-RA"
"424","Dm_00007110-RA"
"425","Dm_00007114-RA"
"426","Dm_00006908-RA"
"427","Dm_00006657-RA"
"428","Dm_00008173-RA"
"429","Dm_00007505-RA"
"430","Dm_00007828-RA"
"431","Dm_00009812-RA"
"432","Dm_00010227-RA"
"433","Dm_00009899-RA"
"434","Dm_00010878-RA"
"435","Dm_00009239-RA"
"436","Dm_00010708-RA"
"437","Dm_00011136-RA"
"438","Dm_00010991-RA"
"439","Dm_00010968-RA"
"440","Dm_00009817-RA"
"441","Dm_00015606-RA"
"442","Dm_00015607-RA"
"443","Dm_00014901-RA"
"444","Dm_00015747-RA"
"445","Dm_00015748-RA"
"446","Dm_00013653-RA"
"447","Dm_00019462-RA"
"448","Dm_00018430-RA"
"449","Dm_00017881-RA"
"450","Dm_00017880-RA"
"451","Dm_00017798-RA"
"452","Dm_00017869-RA"
"453","Dm_00016097-RA"
"454","Dm_00017721-RA"
"455","Dm_00016386-RA"
"456","Dm_00018049-RA"
"457","Dm_00017595-RA"
"458","Dm_00017916-RA"
"459","Dm_00008053-RA"
"460","Dm_00007578-RA"
"461","Dm_00008483-RA"
"462","Dm_00008624-RA"
"463","Dm_00008631-RA"
"464","Dm_00008632-RA"
"465","Dm_00008043-RA"
"466","Dm_00008768-RA"
"467","Dm_00006762-RA"
"468","Dm_00007469-RA"
"469","Dm_00007470-RA"
"470","Dm_00008239-RA"
"471","Dm_00008041-RA"
"472","Dm_00008373-RA"
"473","Dm_00008567-RA"
"474","Dm_00006549-RA"
"475","Dm_00017465-RA"
"476","Dm_00017502-RA"
"477","Dm_00017513-RA"
"478","Dm_00017518-RA"
"479","Dm_00012207-RA"
"480","Dm_00017359-RA"
"481","Dm_00010013-RA"
"482","Dm_00008306-RA"
"483","Dm_00009004-RA"
"484","Dm_00010104-RA"
"485","Dm_00009512-RA"
"486","Dm_00009515-RA"
"487","Dm_00015307-RA"
"488","Dm_00015626-RA"
"489","Dm_00015198-RA"
"490","Dm_00014916-RA"
"491","Dm_00015850-RA"
"492","Dm_00016302-RA"
"493","Dm_00016319-RA"
"494","Dm_00019935-RA"
"495","Dm_00017336-RA"
"496","Dm_00020001-RA"
"497","Dm_00020039-RA"
"498","Dm_00020374-RA"
"499","Dm_00019984-RA"
"500","Dm_00020003-RA"
"501","Dm_00020083-RA"
"502","Dm_00020028-RA"
"503","Dm_00003667-RA"
"504","Dm_00003631-RA"
"505","Dm_00003645-RA"
"506","Dm_00003298-RA"
"507","Dm_00003308-RA"
"508","Dm_00003303-RA"
"509","Dm_00003572-RA"
"510","Dm_00003092-RA"
"511","Dm_00003624-RA"
"512","Dm_00003324-RA"
"513","Dm_00003331-RA"
"514","Dm_00002956-RA"
"515","Dm_00003278-RA"
"516","Dm_00003272-RA"
"517","Dm_00003251-RA"
"518","Dm_00003250-RA"
"519","Dm_00003915-RA"
"520","Dm_00002531-RA"
"521","Dm_00003406-RA"
"522","Dm_00003184-RA"
"523","Dm_00002913-RA"
"524","Dm_00002914-RA"
"525","Dm_00003215-RA"
"526","Dm_00003599-RA"
"527","Dm_00020801-RA"
"528","Dm_00020800-RA"
"529","Dm_00020851-RA"
"530","Dm_00019918-RA"
"531","Dm_00012955-RA"
"532","Dm_00012964-RA"
"533","Dm_00013133-RA"
"534","Dm_00012011-RA"
"535","Dm_00012806-RA"
"536","Dm_00011115-RA"
"537","Dm_00013200-RA"
"538","Dm_00014218-RA"
"539","Dm_00013854-RA"
"540","Dm_00013735-RA"
"541","Dm_00012289-RA"
"542","Dm_00012448-RA"
"543","Dm_00014379-RA"
"544","Dm_00015481-RA"
"545","Dm_00014508-RA"
"546","Dm_00014427-RA"
"547","Dm_00013883-RA"
"548","Dm_00014609-RA"
"549","Dm_00014606-RA"
"550","Dm_00015066-RA"
"551","Dm_00014597-RA"
"552","Dm_00014262-RA"
"553","Dm_00014806-RA"
"554","Dm_00014568-RA"
"555","Dm_00011109-RA"
"556","Dm_00011319-RA"
"557","Dm_00008913-RA"
"558","Dm_00011385-RA"
"559","Dm_00010727-RA"
"560","Dm_00011980-RA"
"561","Dm_00011519-RA"
"562","Dm_00012101-RA"
"563","Dm_00012431-RA"
"564","Dm_00012234-RA"
"565","Dm_00002942-RA"
"566","Dm_00002929-RA"
"567","Dm_00002621-RA"
"568","Dm_00002638-RA"
"569","Dm_00002431-RA"
"570","Dm_00002706-RA"
"571","Dm_00002657-RA"
"572","Dm_00003237-RA"
"573","Dm_00002668-RA"
"574","Dm_00002667-RA"
"575","Dm_00002664-RA"
"576","Dm_00002688-RA"
"577","Dm_00003204-RA"
"578","Dm_00002190-RA"
"579","Dm_00002198-RA"
"580","Dm_00002200-RA"
"581","Dm_00002858-RA"
"582","Dm_00002542-RA"
"583","Dm_00002268-RA"
"584","Dm_00003037-RA"
"585","Dm_00003041-RA"
"586","Dm_00002764-RA"
"587","Dm_00002736-RA"
"588","Dm_00002787-RA"
"589","Dm_00002785-RA"
"590","Dm_00002793-RA"
"591","Dm_00002994-RA"
"592","Dm_00002597-RA"
"593","Dm_00018448-RA"
"594","Dm_00018809-RA"
"595","Dm_00020048-RA"
"596","Dm_00005568-RA"
"597","Dm_00005061-RA"
"598","Dm_00005829-RA"
"599","Dm_00004259-RA"
"600","Dm_00005918-RA"
"601","Dm_00005943-RA"
"602","Dm_00006187-RA"
"603","Dm_00004850-RA"
"604","Dm_00005840-RA"
"605","Dm_00005742-RA"
"606","Dm_00005491-RA"
"607","Dm_00010992-RA"
"608","Dm_00009218-RA"
"609","Dm_00009615-RA"
"610","Dm_00008018-RA"
"611","Dm_00010056-RA"
"612","Dm_00008602-RA"
"613","Dm_00016951-RA"
"614","Dm_00015868-RA"
"615","Dm_00015648-RA"
"616","Dm_00015970-RA"
"617","Dm_00015715-RA"
"618","Dm_00015735-RA"
"619","Dm_00010003-RA"
"620","Dm_00009196-RA"
"621","Dm_00009286-RA"
"622","Dm_00009441-RA"
"623","Dm_00008358-RA"
"624","Dm_00008699-RA"
"625","Dm_00009781-RA"
"626","Dm_00009783-RA"
"627","Dm_00008228-RA"
"628","Dm_00008234-RA"
"629","Dm_00008229-RA"
"630","Dm_00008225-RA"
"631","Dm_00008879-RA"
"632","Dm_00017708-RA"
"633","Dm_00020735-RA"
"634","Dm_00006255-RA"
"635","Dm_00006260-RA"
"636","Dm_00006159-RA"
"637","Dm_00005692-RA"
"638","Dm_00005273-RA"
"639","Dm_00005724-RA"
"640","Dm_00005876-RA"
"641","Dm_00005927-RA"
"642","Dm_00004747-RA"
"643","Dm_00005151-RA"
"644","Dm_00005540-RA"
"645","Dm_00018986-RA"
"646","Dm_00017544-RA"
"647","Dm_00007720-RA"
"648","Dm_00005857-RA"
"649","Dm_00006115-RA"
"650","Dm_00005991-RA"
"651","Dm_00007025-RA"
"652","Dm_00006624-RA"
"653","Dm_00008138-RA"
"654","Dm_00008141-RA"
"655","Dm_00007186-RA"
"656","Dm_00006714-RA"
"657","Dm_00007732-RA"
"658","Dm_00017999-RA"
"659","Dm_00017998-RA"
"660","Dm_00018343-RA"
"661","Dm_00018298-RA"
"662","Dm_00016800-RA"
"663","Dm_00018529-RA"
"664","Dm_00019183-RA"
"665","Dm_00016090-RA"
"666","Dm_00018184-RA"
"667","Dm_00016050-RA"
"668","Dm_00015911-RA"
"669","Dm_00016286-RA"
"670","Dm_00016203-RA"
"671","Dm_00016176-RA"
"672","Dm_00012165-RA"
"673","Dm_00016164-RA"
"674","Dm_00010946-RA"
"675","Dm_00010948-RA"
"676","Dm_00011281-RA"
"677","Dm_00010796-RA"
"678","Dm_00010797-RA"
"679","Dm_00010795-RA"
"680","Dm_00009656-RA"
"681","Dm_00011086-RA"
"682","Dm_00010319-RA"
"683","Dm_00009264-RA"
"684","Dm_00008658-RA"
"685","Dm_00005116-RA"
"686","Dm_00005122-RA"
"687","Dm_00005123-RA"
"688","Dm_00005495-RA"
"689","Dm_00005392-RA"
"690","Dm_00004345-RA"
"691","Dm_00004209-RA"
"692","Dm_00004210-RA"
"693","Dm_00004587-RA"
"694","Dm_00004650-RA"
"695","Dm_00004521-RA"
"696","Dm_00004529-RA"
"697","Dm_00004537-RA"
"698","Dm_00005169-RA"
"699","Dm_00005042-RA"
"700","Dm_00017523-RA"
"701","Dm_00019670-RA"
"702","Dm_00019608-RA"
"703","Dm_00019553-RA"
"704","Dm_00018477-RA"
"705","Dm_00019366-RA"
"706","Dm_00013480-RA"
"707","Dm_00013481-RA"
"708","Dm_00015872-RA"
"709","Dm_00015764-RA"
"710","Dm_00015619-RA"
"711","Dm_00014378-RA"
"712","Dm_00015375-RA"
"713","Dm_00013873-RA"
"714","Dm_00014624-RA"
"715","Dm_00013018-RA"
"716","Dm_00013111-RA"
"717","Dm_00013568-RA"
"718","Dm_00014088-RA"
"719","Dm_00013570-RA"
"720","Dm_00010400-RA"
"721","Dm_00012470-RA"
"722","Dm_00011211-RA"
"723","Dm_00010478-RA"
"724","Dm_00013363-RA"
"725","Dm_00012414-RA"
"726","Dm_00012412-RA"
"727","Dm_00012299-RA"
"728","Dm_00013030-RA"
"729","Dm_00013442-RA"
"730","Dm_00011624-RA"
"731","Dm_00010299-RA"
"732","Dm_00013922-RA"
"733","Dm_00013760-RA"
"734","Dm_00013855-RA"
"735","Dm_00013950-RA"
"736","Dm_00010960-RA"
"737","Dm_00013373-RA"
"738","Dm_00013091-RA"
"739","Dm_00013794-RA"
"740","Dm_00012609-RA"
"741","Dm_00011660-RA"
"742","Dm_00010967-RA"
"743","Dm_00012627-RA"
"744","Dm_00013479-RA"
"745","Dm_00013572-RA"
"746","Dm_00014056-RA"
"747","Dm_00020375-RA"
"748","Dm_00020544-RA"
"749","Dm_00008221-RA"
"750","Dm_00005974-RA"
"751","Dm_00009458-RA"
"752","Dm_00009892-RA"
"753","Dm_00009897-RA"
"754","Dm_00009363-RA"
"755","Dm_00008803-RA"
"756","Dm_00008814-RA"
"757","Dm_00006932-RA"
"758","Dm_00006819-RA"
"759","Dm_00007521-RA"
"760","Dm_00017248-RA"
"761","Dm_00015692-RA"
"762","Dm_00016020-RA"
"763","Dm_00015832-RA"
"764","Dm_00017638-RA"
"765","Dm_00015858-RA"
"766","Dm_00018376-RA"
"767","Dm_00018507-RA"
"768","Dm_00018629-RA"
"769","Dm_00016316-RA"
"770","Dm_00016201-RA"
"771","Dm_00017323-RA"
"772","Dm_00018569-RA"
"773","Dm_00018445-RA"
"774","Dm_00018160-RA"
"775","Dm_00016802-RA"
"776","Dm_00018273-RA"
"777","Dm_00006774-RA"
"778","Dm_00006063-RA"
"779","Dm_00007091-RA"
"780","Dm_00007080-RA"
"781","Dm_00006956-RA"
"782","Dm_00006960-RA"
"783","Dm_00007457-RA"
"784","Dm_00007459-RA"
"785","Dm_00006816-RA"
"786","Dm_00009246-RA"
"787","Dm_00007873-RA"
"788","Dm_00007871-RA"
"789","Dm_00008747-RA"
"790","Dm_00008197-RA"
"791","Dm_00008988-RA"
"792","Dm_00008972-RA"
"793","Dm_00005945-RA"
"794","Dm_00019310-RA"
