"gene_ID","AT_gene_id","annotation"
"Dm_00006728-RA","AT4G16390.1","| Symbols: SVR7 | suppressor of variegation 7 | chr4:9257985-9260093 FORWARD LENGTH=702"
"Dm_00006226-RA","AT2G30080.1","| Symbols: ATZIP6, ZIP6 |  | chr2:12838730-12840112 REVERSE LENGTH=341"
"Dm_00006394-RA","AT4G18820.1","| Symbols: no symbol available | no full name available | chr4:10330371-10334090 FORWARD LENGTH=1097"
"Dm_00006393-RA","AT1G53400.1","| Symbols: no symbol available | no full name available | chr1:19925009-19926400 FORWARD LENGTH=114"
"Dm_00005025-RA","AT2G39220.1","| Symbols: pPLAIIIa, PLA IIB, PLP6 | PATATIN-like protein 6 | chr2:16375055-16376663 REVERSE LENGTH=499"
"Dm_00006176-RA","AT1G11360.4","| Symbols: no symbol available | no full name available | chr1:3822171-3822899 REVERSE LENGTH=242"
"Dm_00005667-RA","AT1G32200.2","| Symbols: ACT1, ATS1 | ACYLTRANSFERASE 1 | chr1:11602223-11605001 REVERSE LENGTH=459"
"Dm_00005781-RA","AT1G80380.2","| Symbols: GLYK | glycerate kinase | chr1:30217332-30219784 FORWARD LENGTH=456"
"Dm_00005780-RA","AT1G80350.1","| Symbols: AAA1, FTR, KTN1, ERH3, ATKTN1, KATANIN, FRA2, LUE1, BOT1, FRC4, FRC2 | BOTERO 1, FRAGILE FIBER 2, KATANIN 1, ECTOPIC ROOT HAIR 3, FURCA4, FURCA2, FAT ROOT | chr1:30205499-30208050 REVERSE LENGTH=523"
"Dm_00006917-RA","AT1G67180.7","| Symbols: STUbL2 | SUMO-targeted ubiquitin E3 ligase 2 | chr1:25130438-25132169 FORWARD LENGTH=371"
"Dm_00006918-RA","AT3G07210.1","| Symbols: no symbol available | no full name available | chr3:2293000-2295119 REVERSE LENGTH=547"
"Dm_00006919-RA","AT4G13040.8","| Symbols: APD1 | Apetala 2 family protein involved in SA mediated disease defense 1 | chr4:7614267-7615310 FORWARD LENGTH=196"
"Dm_00006916-RA","AT3G25110.1","| Symbols: FaTA, AtFaTA, FATA1 | fatA acyl-ACP thioesterase 1, fatA acyl-ACP thioesterase | chr3:9146589-9148273 REVERSE LENGTH=362"
"Dm_00006371-RA","AT1G06520.1","| Symbols: sn-2-GPAT1, ATGPAT1, GPAT1 | GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1 | chr1:1994170-1996067 REVERSE LENGTH=585"
"Dm_00006840-RA","AT1G78170.1","| Symbols: no symbol available | no full name available | chr1:29414160-29414941 FORWARD LENGTH=221"
"Dm_00006190-RA","AT1G22870.1","| Symbols: SCYL2A |  | chr1:8089501-8094173 FORWARD LENGTH=913"
"Dm_00004894-RA","AT5G37360.1","| Symbols: no symbol available | no full name available | chr5:14805437-14808113 REVERSE LENGTH=309"
"Dm_00006523-RA","AT3G62470.1","| Symbols: no symbol available | no full name available | chr3:23106600-23108399 REVERSE LENGTH=599"
"Dm_00006569-RA","AT4G18810.1","| Symbols: no symbol available | no full name available | chr4:10322622-10325735 REVERSE LENGTH=596"
"Dm_00006568-RA","AT4G18810.1","| Symbols: no symbol available | no full name available | chr4:10322622-10325735 REVERSE LENGTH=596"
"Dm_00006567-RA","AT5G13930.1","| Symbols: ATCHS, CHS, TT4 | TRANSPARENT TESTA 4, CHALCONE SYNTHASE | chr5:4488762-4490035 FORWARD LENGTH=395"
"Dm_00005803-RA","AT3G55460.1","| Symbols: SCL30, At-SCL30 | SC35-like splicing factor 30 | chr3:20561024-20563502 FORWARD LENGTH=262"
"Dm_00006304-RA","AT1G27450.4","| Symbols: APT1, ATAPT1 | ARABIDOPSIS THALIANA ADENINE PHOSPHORIBOSYLTRANSFERASE 1, adenine phosphoribosyl transferase 1 | chr1:9532421-9533807 FORWARD LENGTH=183"
"Dm_00021116-RA","AT1G48910.1","| Symbols: YUC10 | YUCCA 10 | chr1:18091681-18093774 FORWARD LENGTH=383"
"Dm_00020974-RA","AT3G18070.7","| Symbols: BGLU43 | beta glucosidase 43 | chr3:6188329-6189947 FORWARD LENGTH=312"
"Dm_00021082-RA","AT5G13180.1","| Symbols: VNI2, NAC083, ANAC083 | VND-interacting 2, NAC domain containing protein 83 | chr5:4196643-4197577 FORWARD LENGTH=252"
"Dm_00021020-RA","AT5G23860.2","| Symbols: TUB8 | tubulin beta 8 | chr5:8042962-8044528 FORWARD LENGTH=449"
"Dm_00021115-RA","AT2G01170.1","| Symbols: AtGABP, GABP, BAT1 | GABA permease, bidirectional amino acid transporter 1 | chr2:102364-104462 REVERSE LENGTH=516"
"Dm_00021055-RA","AT4G13700.1","| Symbols: ATPAP23, PAP23 | purple acid phosphatase 23 | chr4:7957072-7958919 REVERSE LENGTH=458"
"Dm_00021068-RA","AT1G63800.1","| Symbols: UBC5 | ubiquitin-conjugating enzyme 5 | chr1:23667888-23669003 REVERSE LENGTH=185"
"Dm_00021109-RA","AT2G20635.1","| Symbols: no symbol available | no full name available | chr2:8900410-8903384 FORWARD LENGTH=525"
"Dm_00011710-RA","AT5G23940.1","| Symbols: EMB3009, DCR, PEL3 | EMBRYO DEFECTIVE 3009, DEFECTIVE IN CUTICULAR RIDGES, PERMEABLE LEAVES3 | chr5:8076616-8079677 REVERSE LENGTH=484"
"Dm_00010738-RA","AT5G10480.1","| Symbols: PEP, PAS2, PEPINO | PEPINO, PASTICCINO 2 | chr5:3298047-3300048 REVERSE LENGTH=221"
"Dm_00011029-RA","AT2G46915.1","| Symbols: no symbol available | no full name available | chr2:19274018-19277707 REVERSE LENGTH=708"
"Dm_00011706-RA","AT5G13260.1","| Symbols: no symbol available | no full name available | chr5:4243164-4246677 FORWARD LENGTH=537"
"Dm_00011073-RA","AT3G42170.1","| Symbols: DAYSLEEPER | DAYSLEEPER | chr3:14321838-14323928 FORWARD LENGTH=696"
"Dm_00009907-RA","AT2G47900.2","| Symbols: AtTLP3, TLP3 | tubby like protein 3 | chr2:19611196-19612766 REVERSE LENGTH=406"
"Dm_00011942-RA","AT1G78060.1","| Symbols: no symbol available | no full name available | chr1:29349796-29352868 REVERSE LENGTH=767"
"Dm_00009380-RA","AT3G23200.1","| Symbols: CASPL5B3 | CASP-like protein 5B3 | chr3:8281659-8282603 FORWARD LENGTH=152"
"Dm_00011567-RA","AT2G03220.1","| Symbols: FT1, MUR2, ATFT1, FUT1, ATFUT1 | ARABIDOPSIS THALIANA FUCOSYLTRANSFERASE 1, MURUS 2, fucosyltransferase 1 | chr2:970401-972353 REVERSE LENGTH=558"
"Dm_00011565-RA","AT1G14020.1","| Symbols: RRT4 | RG-I rhamnosyltransferase 4 | chr1:4802930-4805111 FORWARD LENGTH=499"
"Dm_00011833-RA","AT1G77690.1","| Symbols: LAX3 | like AUX1 3 | chr1:29201232-29203317 REVERSE LENGTH=470"
"Dm_00009490-RA","AT2G40400.3","| Symbols: BPG3, RER5 | RETICULATA-RELATED 5, Brz-insensitive-pale green 3 | chr2:16869363-16872005 FORWARD LENGTH=651"
"Dm_00011452-RA","AT5G06390.1","| Symbols: FLA17 | FASCICLIN-like arabinogalactan protein 17 precursor | chr5:1952939-1955047 FORWARD LENGTH=458"
"Dm_00012071-RA","AT1G70230.1","| Symbols: AXY4, TBL27 | TRICHOME BIREFRINGENCE-LIKE 27, ALTERED XYLOGLUCAN 4 | chr1:26450389-26451724 FORWARD LENGTH=416"
"Dm_00011726-RA","AT1G09380.1","| Symbols: UMAMIT25 | Usually multiple acids move in and out Transporters 25 | chr1:3026351-3029322 REVERSE LENGTH=374"
"Dm_00011466-RA","AT1G10760.3","| Symbols: GWD, GWD1, SOP1, SOP, SEX1 | STARCH EXCESS 1 | chr1:3581210-3590043 REVERSE LENGTH=1399"
"Dm_00008668-RA","AT3G54790.3","| Symbols: PUB3 | Plant U-box 3 | chr3:20281830-20284363 REVERSE LENGTH=760"
"Dm_00009116-RA","AT3G53540.1","| Symbols: TRM19 | TON1 Recruiting Motif 19 | chr3:19846805-19850670 REVERSE LENGTH=924"
"Dm_00009115-RA","AT3G53540.2","| Symbols: TRM19 | TON1 Recruiting Motif 19 | chr3:19846805-19849977 REVERSE LENGTH=955"
"Dm_00012445-RA","AT1G10870.1","| Symbols: AGD4, VAL3 | VAN3-like protein3, ARF-GAP domain 4 | chr1:3616905-3623612 REVERSE LENGTH=775"
"Dm_00010932-RA","AT2G47240.3","| Symbols: LACS1, CER8 | LONG-CHAIN ACYL-COA SYNTHASE 1, ECERIFERUM 8 | chr2:19393835-19397616 FORWARD LENGTH=660"
"Dm_00011945-RA","AT1G70580.4","| Symbols: GGT2, AOAT2 | GLUTAMATE:GLYOXYLATE AMINOTRANSFERASE 2, alanine-2-oxoglutarate aminotransferase 2 | chr1:26613222-26615845 FORWARD LENGTH=481"
"Dm_00010863-RA","AT1G56190.2","| Symbols: PGKp2, cPGK2, PGK2 |  | chr1:21028622-21030454 FORWARD LENGTH=405"
"Dm_00010861-RA","AT5G52970.2","| Symbols: no symbol available | no full name available | chr5:21479620-21481018 FORWARD LENGTH=223"
"Dm_00011031-RA","AT2G45290.2","| Symbols: TKL2 | transketolase 2 | chr2:18672737-18675589 FORWARD LENGTH=741"
"Dm_00011394-RA","AT4G28760.2","| Symbols: TRM20 | TON1 Recruiting Motif 20 | chr4:14208640-14211811 FORWARD LENGTH=924"
"Dm_00011643-RA","AT1G03100.1","| Symbols: no symbol available | no full name available | chr1:744026-746407 REVERSE LENGTH=793"
"Dm_00010279-RA","AT2G20210.1","| Symbols: no symbol available | no full name available | chr2:8721606-8725042 REVERSE LENGTH=604"
"Dm_00009731-RA","AT3G09470.2","| Symbols: AtUNC93 | At Uncoordinated protein 93 | chr3:2911668-2914410 REVERSE LENGTH=437"
"Dm_00011580-RA","AT3G01980.4","| Symbols: no symbol available | no full name available | chr3:327747-328833 REVERSE LENGTH=266"
"Dm_00010230-RA","AT2G24370.1","| Symbols: no symbol available | no full name available | chr2:10369979-10373063 REVERSE LENGTH=788"
"Dm_00011546-RA","AT5G41460.1","| Symbols: no symbol available | no full name available | chr5:16589724-16592197 REVERSE LENGTH=524"
"Dm_00011545-RA","AT4G23490.1","| Symbols: no symbol available | no full name available | chr4:12251580-12253973 REVERSE LENGTH=526"
"Dm_00010673-RA","AT1G06490.2","| Symbols: atgsl7, gsl07, ATGSL07, GSL07, GSL7, CalS7 | glucan synthase-like 7, callose synthase 7, Arabidopsis thaliana glucan synthase-like 7 | chr1:1978762-1989046 FORWARD LENGTH=1933"
"Dm_00012194-RA","AT4G00210.1","| Symbols: LBD31 | LOB domain-containing protein 31 | chr4:85693-86888 REVERSE LENGTH=220"
"Dm_00014827-RA","AT5G37930.1","| Symbols: no symbol available | no full name available | chr5:15102239-15103651 REVERSE LENGTH=349"
"Dm_00015680-RA","AT2G41190.1","| Symbols: no symbol available | no full name available | chr2:17167561-17170145 REVERSE LENGTH=536"
"Dm_00014995-RA","AT5G62680.1","| Symbols: GTR2, AtNPF2.11, NPF2.11 | GLUCOSINOLATE TRANSPORTER-2, NRT1/ PTR family 2.11 | chr5:25165430-25167822 REVERSE LENGTH=616"
"Dm_00014996-RA","AT3G47950.2","| Symbols: AHA4, HA4 | H(+)-ATPase 4 | chr3:17693015-17697801 FORWARD LENGTH=960"
"Dm_00014374-RA","AT5G47010.1","| Symbols: UPF1, LBA1, ATUPF1 | UP-FRAMESHIFT1, LOW-LEVEL BETA-AMYLASE 1 | chr5:19072009-19078856 FORWARD LENGTH=1254"
"Dm_00011652-RA","AT5G38660.1","| Symbols: APE1 | ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT | chr5:15473285-15475497 REVERSE LENGTH=286"
"Dm_00014939-RA","AT5G60970.1","| Symbols: TCP5 | ""TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 5"" | chr5:24535570-24536652 REVERSE LENGTH=360"
"Dm_00015465-RA","AT2G43945.1","| Symbols: no symbol available | no full name available | chr2:18197995-18199988 REVERSE LENGTH=289"
"Dm_00014316-RA","AT1G75540.1","| Symbols: AtBBX21, STH2, LHUS, BBX21 | B BOX 21, B-box domain protein 21, long hypocotyl under shade, salt tolerance homolog2 | chr1:28366059-28367398 FORWARD LENGTH=331"
"Dm_00015676-RA","AT1G03670.1","| Symbols: no symbol available | no full name available | chr1:914222-916222 REVERSE LENGTH=616"
"Dm_00013870-RA","AT5G40950.1","| Symbols: PRPL27, RPL27 | ribosomal protein large subunit 27 | chr5:16410866-16411845 FORWARD LENGTH=198"
"Dm_00015478-RA","AT3G03770.3","| Symbols: no symbol available | no full name available | chr3:945303-948436 REVERSE LENGTH=802"
"Dm_00015479-RA","AT5G04900.1","| Symbols: NOL | NYC1-like | chr5:1434826-1437194 FORWARD LENGTH=348"
"Dm_00014587-RA","AT5G07920.3","| Symbols: ATDGK1, DGK1 | diacylglycerol kinase1, DIACYLGLYCEROL KINASE 1 | chr5:2525197-2528396 REVERSE LENGTH=728"
"Dm_00015695-RA","AT3G10420.2","| Symbols: SPD1 | SEEDLING PLASTID DEVELOPMENT 1 | chr3:3239307-3242274 FORWARD LENGTH=684"
"Dm_00015207-RA","AT5G45620.1","| Symbols: no symbol available | no full name available | chr5:18501590-18503868 FORWARD LENGTH=386"
"Dm_00014129-RA","AT1G51080.1","| Symbols: no symbol available | no full name available | chr1:18929883-18930740 REVERSE LENGTH=285"
"Dm_00014455-RA","AT2G14170.1","| Symbols: ALDH6B2, MMSD | aldehyde dehydrogenase  6B2 | chr2:5977727-5981899 REVERSE LENGTH=607"
"Dm_00015542-RA","AT3G16730.1","| Symbols: CAP-H2, HEB2 | hypersensitive to excess boron 2 | chr3:5695633-5698863 REVERSE LENGTH=683"
"Dm_00013745-RA","AT3G15260.2","| Symbols: no symbol available | no full name available | chr3:5138842-5140242 FORWARD LENGTH=289"
"Dm_00015530-RA","AT4G05160.1","| Symbols: no symbol available | no full name available | chr4:2664451-2666547 FORWARD LENGTH=544"
"Dm_00015239-RA","AT3G22440.1","| Symbols: no symbol available | no full name available | chr3:7959854-7961886 FORWARD LENGTH=532"
"Dm_00015583-RA","AT1G19660.2","| Symbols: BBD2, AtBBD2 | bifunctional nuclease in basal defense response 2 | chr1:6800361-6802240 REVERSE LENGTH=329"
"Dm_00015456-RA","AT1G63500.1","| Symbols: BSK7 | brassinosteroid-signaling kinase 7 | chr1:23556015-23558403 FORWARD LENGTH=487"
"Dm_00015457-RA","AT5G12250.1","| Symbols: TUB6 | beta-6 tubulin | chr5:3961317-3962971 REVERSE LENGTH=449"
"Dm_00005593-RA","AT2G42760.1","| Symbols: no symbol available | no full name available | chr2:17796382-17797185 REVERSE LENGTH=267"
"Dm_00005944-RA","AT2G23390.2","| Symbols: no symbol available | no full name available | chr2:9961333-9963476 REVERSE LENGTH=328"
"Dm_00005957-RA","AT5G06470.1","| Symbols: no symbol available | no full name available | chr5:1974659-1975378 REVERSE LENGTH=239"
"Dm_00005376-RA","AT5G55970.2","| Symbols: DDR1 | Drought-Responsive RING Protein 1 | chr5:22668019-22669312 FORWARD LENGTH=343"
"Dm_00005190-RA","AT1G05060.1","| Symbols: no symbol available | no full name available | chr1:1451255-1452858 REVERSE LENGTH=253"
"Dm_00005191-RA","AT2G32640.1","| Symbols: LCYB | lycopene beta-cylcase | chr2:13847197-13850811 REVERSE LENGTH=585"
"Dm_00004842-RA","AT5G05610.2","| Symbols: AL1 | alfin-like 1 | chr5:1677331-1678942 REVERSE LENGTH=241"
"Dm_00005305-RA","AT1G55535.1","| Symbols: no symbol available | no full name available | chr1:20732081-20733802 REVERSE LENGTH=260"
"Dm_00005299-RA","AT1G23780.1","| Symbols: no symbol available | no full name available | chr1:8407053-8408480 REVERSE LENGTH=475"
"Dm_00005304-RA","AT5G56340.1","| Symbols: ATCRT1, BTL04 | BCA2####zinc finger ATL 4 | chr5:22818254-22819444 FORWARD LENGTH=396"
"Dm_00005272-RA","AT5G48730.1","| Symbols: no symbol available | no full name available | chr5:19763152-19765136 FORWARD LENGTH=508"
"Dm_00005096-RA","AT3G21070.2","| Symbols: NADK1, ATNADK-1 | NAD KINASE 1, NAD kinase 1 | chr3:7380434-7383874 REVERSE LENGTH=524"
"Dm_00005103-RA","AT5G12840.4","| Symbols: NF-YA1, EMB2220, HAP2A, NFYA1, AtNFYA1, ATHAP2A | ""nuclear factor Y, subunit A1"", nuclear factor Y subunit A1, EMBRYO DEFECTIVE 2220 | chr5:4051147-4052961 REVERSE LENGTH=271"
"Dm_00005101-RA","AT5G12480.1","| Symbols: CPK7 | calmodulin-domain protein kinase 7 | chr5:4047817-4050035 REVERSE LENGTH=535"
"Dm_00005465-RA","AT5G55230.3","| Symbols: MAP65-1, ATMAP65-1 | microtubule-associated proteins 65-1 | chr5:22402716-22405182 FORWARD LENGTH=587"
"Dm_00005005-RA","AT3G59630.2","| Symbols: no symbol available | no full name available | chr3:22025355-22027776 REVERSE LENGTH=491"
"Dm_00004997-RA","AT1G05500.1","| Symbols: SYTE, NTMC2T2.1, ATSYTE, NTMC2TYPE2.1, SYT5 | SYNAPTOTAGMIN HOMOLOG E, synaptotagmin 5, ARABIDOPSIS THALIANA SYNAPTOTAGMIN HOMOLOG E | chr1:1625098-1628940 FORWARD LENGTH=560"
"Dm_00004996-RA","AT2G11520.1","| Symbols: CRCK3 | calmodulin-binding receptor-like cytoplasmic kinase 3 | chr2:4619145-4621448 FORWARD LENGTH=510"
"Dm_00004999-RA","AT5G20300.5","| Symbols: Toc90 | translocon at the outer envelope membrane of chloroplasts 90 | chr5:6853544-6856332 REVERSE LENGTH=793"
"Dm_00005006-RA","AT5G20350.1","| Symbols: TIP1 | TIP GROWTH DEFECTIVE 1 | chr5:6876772-6881102 FORWARD LENGTH=620"
"Dm_00005008-RA","AT2G12550.1","| Symbols: NUB1 | homolog of human NUB1 | chr2:5114881-5118486 FORWARD LENGTH=562"
"Dm_00005482-RA","AT3G61480.2","| Symbols: no symbol available | no full name available | chr3:22749978-22756476 FORWARD LENGTH=1123"
"Dm_00005333-RA","AT4G16700.1","| Symbols: PSD1 | phosphatidylserine decarboxylase 1 | chr4:9395815-9398261 REVERSE LENGTH=453"
"Dm_00005340-RA","AT4G16770.1","| Symbols: no symbol available | no full name available | chr4:9435116-9437183 REVERSE LENGTH=258"
"Dm_00005523-RA","AT2G29560.1","| Symbols: ENOC, ENO3 | cytosolic enolase, enolase 3 | chr2:12646635-12649694 FORWARD LENGTH=475"
"Dm_00005550-RA","AT3G06670.1","| Symbols: SMEK1, PP4R3, PSY2L | PLATINUM SENSITIVE 2 LIKE, Suppressor of MEK 1 | chr3:2105908-2113136 REVERSE LENGTH=865"
"Dm_00004661-RA","AT4G22130.1","| Symbols: SRF8 | STRUBBELIG-receptor family 8 | chr4:11723733-11727331 FORWARD LENGTH=703"
"Dm_00004660-RA","AT1G62330.1","| Symbols: no symbol available | no full name available | chr1:23046965-23050053 FORWARD LENGTH=652"
"Dm_00005287-RA","AT4G02900.2","| Symbols: OSCA1.7 |  | chr4:1284817-1287612 FORWARD LENGTH=607"
"Dm_00005286-RA","AT2G42610.2","| Symbols: LSH10 | LIGHT SENSITIVE HYPOCOTYLS 10 | chr2:17748005-17748538 FORWARD LENGTH=177"
"Dm_00005289-RA","AT4G02900.4","| Symbols: OSCA1.7 |  | chr4:1284066-1287612 FORWARD LENGTH=768"
"Dm_00004623-RA","AT5G16000.1","| Symbols: NIK1, AtNIK1 | NSP-interacting kinase 1 | chr5:5224264-5227003 FORWARD LENGTH=638"
"Dm_00004628-RA","AT1G13580.3","| Symbols: LOH3, LAG13 | LAG1 longevity assurance homolog 3, LAG One Homologue 3 | chr1:4645006-4646765 REVERSE LENGTH=308"
"Dm_00004619-RA","AT1G13560.1","| Symbols: ATAAPT1, AAPT1 | aminoalcoholphosphotransferase 1 | chr1:4638834-4641691 REVERSE LENGTH=389"
"Dm_00004890-RA","AT2G04842.2","| Symbols: EMB2761 | EMBRYO DEFECTIVE 2761 | chr2:1698466-1701271 REVERSE LENGTH=650"
"Dm_00004885-RA","AT3G07890.5","| Symbols: no symbol available | no full name available | chr3:2516639-2518784 REVERSE LENGTH=400"
"Dm_00004884-RA","AT1G04970.1","| Symbols: LBR-1 |  | chr1:1411216-1413431 FORWARD LENGTH=488"
"Dm_00004887-RA","AT5G55390.3","| Symbols: EDM2 | ENHANCED DOWNY MILDEW 2 | chr5:22448152-22454414 REVERSE LENGTH=1297"
"Dm_00006041-RA","AT5G54880.1","| Symbols: DTWD2B |  | chr5:22291920-22293104 FORWARD LENGTH=394"
"Dm_00006043-RA","AT5G54890.1","| Symbols: mCSF2 | mitochondrial CAF-like splicing factor 2 | chr5:22293346-22294909 FORWARD LENGTH=358"
"Dm_00006044-RA","AT3G20500.1","| Symbols: ATPAP18, PAP18 | purple acid phosphatase 18, PURPLE ACID PHOSPHATASE 18 | chr3:7157926-7160244 FORWARD LENGTH=437"
"Dm_00005227-RA","AT3G03190.1","| Symbols: GSTF11, ATGSTF6, ATGSTF11 | ARABIDOPSIS GLUTATHIONE-S-TRANSFERASE 6, glutathione S-transferase F11 | chr3:735071-735877 FORWARD LENGTH=214"
"Dm_00005233-RA","AT1G65900.1","| Symbols: no symbol available | no full name available | chr1:24516023-24518325 REVERSE LENGTH=408"
"Dm_00005229-RA","AT5G17230.4","| Symbols: PSY | PHYTOENE SYNTHASE | chr5:5659839-5662087 REVERSE LENGTH=422"
"Dm_00005239-RA","AT4G33280.2","| Symbols: no symbol available | no full name available | chr4:16048193-16049310 REVERSE LENGTH=285"
"Dm_00004645-RA","AT2G28260.1","| Symbols: ATCNGC15, CNGC15 | cyclic nucleotide-gated channel 15 | chr2:12049989-12052453 FORWARD LENGTH=678"
"Dm_00004640-RA","AT2G38660.3","| Symbols: no symbol available | no full name available | chr2:16166392-16168194 FORWARD LENGTH=352"
"Dm_00005658-RA","AT5G42870.3","| Symbols: ATPAH2, PAH2 | PHOSPHATIDIC ACID PHOSPHOHYDROLASE 2, phosphatidic acid phosphohydrolase 2 | chr5:17186186-17189681 REVERSE LENGTH=891"
"Dm_00005702-RA","AT1G14270.1","| Symbols: no symbol available | no full name available | chr1:4875099-4877195 REVERSE LENGTH=353"
"Dm_00005449-RA","AT5G53760.2","| Symbols: MLO11, ATMLO11 | MILDEW RESISTANCE LOCUS O 11 | chr5:21823055-21826289 FORWARD LENGTH=573"
"Dm_00005445-RA","AT1G52920.1","| Symbols: GPCR, GCR2 | G protein coupled receptor, G-PROTEIN COUPLED RECEPTOR 2 | chr1:19709360-19711048 REVERSE LENGTH=410"
"Dm_00005447-RA","AT3G15410.1","| Symbols: no symbol available | no full name available | chr3:5203380-5207279 FORWARD LENGTH=584"
"Dm_00004836-RA","AT1G13900.1","| Symbols: PAP2 | purple acid phosphatase 2 | chr1:4753494-4755554 REVERSE LENGTH=656"
"Dm_00004829-RA","AT3G02090.1","| Symbols: MPPBETA |  | chr3:365624-368526 FORWARD LENGTH=531"
"Dm_00004833-RA","AT1G69310.4","| Symbols: ATWRKY57, WRKY57 | WRKY DNA-binding protein 57 | chr1:26056118-26057909 REVERSE LENGTH=287"
"Dm_00004834-RA","AT1G69310.3","| Symbols: ATWRKY57, WRKY57 | WRKY DNA-binding protein 57 | chr1:26056118-26057909 REVERSE LENGTH=283"
"Dm_00005680-RA","AT1G08600.4","| Symbols: ATRX, CHR20 |  | chr1:2724562-2733431 FORWARD LENGTH=1479"
"Dm_00005677-RA","AT5G47180.2","| Symbols: no symbol available | no full name available | chr5:19161384-19163265 REVERSE LENGTH=220"
"Dm_00005681-RA","AT3G04350.1","| Symbols: no symbol available | no full name available | chr3:1153972-1156469 REVERSE LENGTH=567"
"Dm_00003961-RA","AT1G12480.1","| Symbols: SLAC1, CDI3, RCD3, OZS1 | CARBON DIOXIDE INSENSITIVE 3, SLOW ANION CHANNEL-ASSOCIATED 1, RADICAL-INDUCED CELL DEATH 3, OZONE-SENSITIVE 1 | chr1:4257427-4259249 REVERSE LENGTH=556"
"Dm_00003965-RA","AT4G22830.1","| Symbols: no symbol available | no full name available | chr4:11990296-11991325 REVERSE LENGTH=193"
