"gene_ID","AT_gene_id","annotation"
"Dm_00006530-RA","AT4G27410.2","| Symbols: ANAC72, AtRD26, RD26, ANAC072 | Arabidopsis NAC domain containing protein 72, RESPONSIVE TO DESICCATION 26 | chr4:13707928-13709013 REVERSE LENGTH=297"
"Dm_00006479-RA","AT3G57570.1","| Symbols: no symbol available | no full name available | chr3:21312598-21320105 FORWARD LENGTH=1092"
"Dm_00006798-RA","AT3G03710.1","| Symbols: PNP, RIF10, PDE326 | PIGMENT DEFECTIVE 326, POLYNUCLEOTIDE PHOSPHORYLASE, resistant to inhibition with FSM 10 | chr3:919542-924906 FORWARD LENGTH=922"
"Dm_00006071-RA","AT1G69290.1","| Symbols: no symbol available | no full name available | chr1:26047372-26049348 REVERSE LENGTH=658"
"Dm_00006066-RA","AT2G03480.1","| Symbols: QUL2 | QUASIMODO2 LIKE 2 | chr2:1051509-1054090 FORWARD LENGTH=606"
"Dm_00006069-RA","AT2G03505.3","| Symbols: no symbol available | no full name available | chr2:1064317-1064834 FORWARD LENGTH=118"
"Dm_00006070-RA","AT1G13820.1","| Symbols: no symbol available | no full name available | chr1:4735622-4737617 FORWARD LENGTH=339"
"Dm_00005708-RA","AT1G78300.1","| Symbols: GRF2, 14-3-3OMEGA, GF14 OMEGA | general regulatory factor 2, 14-3-3 PROTEIN G-BOX FACTOR14 OMEGA | chr1:29461883-29463052 FORWARD LENGTH=259"
"Dm_00004802-RA","AT1G64430.2","| Symbols: no symbol available | no full name available | chr1:23933541-23936336 FORWARD LENGTH=559"
"Dm_00006152-RA","AT5G45130.1","| Symbols: RAB5A, RABF2A, ATRAB-F2A, ATRABF2A, RAB-F2A, RHA1, ATRAB5A | ARABIDOPSIS RAB HOMOLOG F2A, RAB homolog 1, RAB HOMOLOG F2A | chr5:18244495-18246060 FORWARD LENGTH=200"
"Dm_00006728-RA","AT4G16390.1","| Symbols: SVR7 | suppressor of variegation 7 | chr4:9257985-9260093 FORWARD LENGTH=702"
"Dm_00006226-RA","AT2G30080.1","| Symbols: ATZIP6, ZIP6 |  | chr2:12838730-12840112 REVERSE LENGTH=341"
"Dm_00006228-RA","AT1G07140.1","| Symbols: SIRANBP |  | chr1:2192360-2193688 REVERSE LENGTH=228"
"Dm_00006394-RA","AT4G18820.1","| Symbols: no symbol available | no full name available | chr4:10330371-10334090 FORWARD LENGTH=1097"
"Dm_00006393-RA","AT1G53400.1","| Symbols: no symbol available | no full name available | chr1:19925009-19926400 FORWARD LENGTH=114"
"Dm_00005025-RA","AT2G39220.1","| Symbols: pPLAIIIa, PLA IIB, PLP6 | PATATIN-like protein 6 | chr2:16375055-16376663 REVERSE LENGTH=499"
"Dm_00006176-RA","AT1G11360.4","| Symbols: no symbol available | no full name available | chr1:3822171-3822899 REVERSE LENGTH=242"
"Dm_00006377-RA","AT2G18420.2","| Symbols: GASA11 |  | chr2:7994032-7994334 FORWARD LENGTH=70"
"Dm_00005667-RA","AT1G32200.2","| Symbols: ACT1, ATS1 | ACYLTRANSFERASE 1 | chr1:11602223-11605001 REVERSE LENGTH=459"
"Dm_00006404-RA","AT5G62360.1","| Symbols: PMEI13 | pectin methyl-esterase inhibitor 13 | chr5:25040699-25041310 FORWARD LENGTH=203"
"Dm_00005781-RA","AT1G80380.2","| Symbols: GLYK | glycerate kinase | chr1:30217332-30219784 FORWARD LENGTH=456"
"Dm_00006917-RA","AT1G67180.7","| Symbols: STUbL2 | SUMO-targeted ubiquitin E3 ligase 2 | chr1:25130438-25132169 FORWARD LENGTH=371"
"Dm_00006918-RA","AT3G07210.1","| Symbols: no symbol available | no full name available | chr3:2293000-2295119 REVERSE LENGTH=547"
"Dm_00006916-RA","AT3G25110.1","| Symbols: FaTA, AtFaTA, FATA1 | fatA acyl-ACP thioesterase 1, fatA acyl-ACP thioesterase | chr3:9146589-9148273 REVERSE LENGTH=362"
"Dm_00006371-RA","AT1G06520.1","| Symbols: sn-2-GPAT1, ATGPAT1, GPAT1 | GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1 | chr1:1994170-1996067 REVERSE LENGTH=585"
"Dm_00006374-RA","AT4G05160.1","| Symbols: no symbol available | no full name available | chr4:2664451-2666547 FORWARD LENGTH=544"
"Dm_00006840-RA","AT1G78170.1","| Symbols: no symbol available | no full name available | chr1:29414160-29414941 FORWARD LENGTH=221"
"Dm_00006190-RA","AT1G22870.1","| Symbols: SCYL2A |  | chr1:8089501-8094173 FORWARD LENGTH=913"
"Dm_00006575-RA","AT5G53970.1","| Symbols: AtTAT1, TAT7, TAT1 | Tyr Aminotransferase 1, tyrosine aminotransferase 7 | chr5:21910676-21912594 FORWARD LENGTH=414"
"Dm_00006684-RA","AT5G03380.1","| Symbols: AtHMP43 | HEAVY METAL ASSOCIATED PROTEIN 43 | chr5:832400-834301 REVERSE LENGTH=392"
"Dm_00006685-RA","AT3G45020.4","| Symbols: uL18-L7 |  | chr3:16469167-16469568 REVERSE LENGTH=133"
"Dm_00006692-RA","AT1G30520.2","| Symbols: AAE14 | acyl-activating enzyme 14 | chr1:10811039-10813546 FORWARD LENGTH=560"
"Dm_00006102-RA","AT2G41460.4","| Symbols: ARP | apurinic endonuclease-redox protein | chr2:17286207-17288769 FORWARD LENGTH=489"
"Dm_00004895-RA","AT1G64780.1","| Symbols: AMT1;2, ATAMT1;2 | ammonium transporter 1;2 | chr1:24061021-24062565 REVERSE LENGTH=514"
"Dm_00004898-RA","AT5G32470.1","| Symbols: PALE1, TH-2, TH2 | PALE GREEN 1, THIAMINE REQUIRING 2 | chr5:12085328-12088569 REVERSE LENGTH=617"
"Dm_00004894-RA","AT5G37360.1","| Symbols: no symbol available | no full name available | chr5:14805437-14808113 REVERSE LENGTH=309"
"Dm_00006569-RA","AT4G18810.1","| Symbols: no symbol available | no full name available | chr4:10322622-10325735 REVERSE LENGTH=596"
"Dm_00006568-RA","AT4G18810.1","| Symbols: no symbol available | no full name available | chr4:10322622-10325735 REVERSE LENGTH=596"
"Dm_00006304-RA","AT1G27450.4","| Symbols: APT1, ATAPT1 | ARABIDOPSIS THALIANA ADENINE PHOSPHORIBOSYLTRANSFERASE 1, adenine phosphoribosyl transferase 1 | chr1:9532421-9533807 FORWARD LENGTH=183"
"Dm_00020974-RA","AT3G18070.7","| Symbols: BGLU43 | beta glucosidase 43 | chr3:6188329-6189947 FORWARD LENGTH=312"
"Dm_00021082-RA","AT5G13180.1","| Symbols: VNI2, NAC083, ANAC083 | VND-interacting 2, NAC domain containing protein 83 | chr5:4196643-4197577 FORWARD LENGTH=252"
"Dm_00021005-RA","AT5G09760.1","| Symbols: no symbol available | no full name available | chr5:3032446-3034364 FORWARD LENGTH=551"
"Dm_00021115-RA","AT2G01170.1","| Symbols: AtGABP, GABP, BAT1 | GABA permease, bidirectional amino acid transporter 1 | chr2:102364-104462 REVERSE LENGTH=516"
"Dm_00021055-RA","AT4G13700.1","| Symbols: ATPAP23, PAP23 | purple acid phosphatase 23 | chr4:7957072-7958919 REVERSE LENGTH=458"
"Dm_00017797-RA","AT2G27710.4","| Symbols: no symbol available | no full name available | chr2:11816929-11817670 FORWARD LENGTH=98"
"Dm_00021072-RA","AT5G45890.1","| Symbols: SAG12, AtSAG12 | senescence-associated gene 12 | chr5:18613300-18614759 FORWARD LENGTH=346"
"Dm_00012066-RA","AT2G32060.3","| Symbols: no symbol available | no full name available | chr2:13639228-13640104 REVERSE LENGTH=144"
"Dm_00010162-RA","AT3G62280.1","| Symbols: no symbol available | no full name available | chr3:23049484-23051116 REVERSE LENGTH=365"
"Dm_00011459-RA","AT1G03600.1","| Symbols: PSB27 |  | chr1:898916-899440 FORWARD LENGTH=174"
"Dm_00011710-RA","AT5G23940.1","| Symbols: EMB3009, DCR, PEL3 | EMBRYO DEFECTIVE 3009, DEFECTIVE IN CUTICULAR RIDGES, PERMEABLE LEAVES3 | chr5:8076616-8079677 REVERSE LENGTH=484"
"Dm_00011712-RA","AT5G20920.3","| Symbols: EIF2 BETA, EMB1401, eIF-2bs | embryo defective 1401, eukaryotic translation initiation factor 2 beta subunit | chr5:7094994-7096661 REVERSE LENGTH=268"
"Dm_00011029-RA","AT2G46915.1","| Symbols: no symbol available | no full name available | chr2:19274018-19277707 REVERSE LENGTH=708"
"Dm_00011705-RA","AT2G33550.1","| Symbols: ASR3 | ARABIDOPSIS SH4-RELATED3 | chr2:14210180-14211487 REVERSE LENGTH=314"
"Dm_00011073-RA","AT3G42170.1","| Symbols: DAYSLEEPER | DAYSLEEPER | chr3:14321838-14323928 FORWARD LENGTH=696"
"Dm_00011332-RA","AT5G58420.1","| Symbols: no symbol available | no full name available | chr5:23619599-23620896 FORWARD LENGTH=262"
"Dm_00011333-RA","AT5G45275.1","| Symbols: no symbol available | no full name available | chr5:18334476-18337240 REVERSE LENGTH=570"
"Dm_00009907-RA","AT2G47900.2","| Symbols: AtTLP3, TLP3 | tubby like protein 3 | chr2:19611196-19612766 REVERSE LENGTH=406"
"Dm_00011942-RA","AT1G78060.1","| Symbols: no symbol available | no full name available | chr1:29349796-29352868 REVERSE LENGTH=767"
"Dm_00009380-RA","AT3G23200.1","| Symbols: CASPL5B3 | CASP-like protein 5B3 | chr3:8281659-8282603 FORWARD LENGTH=152"
"Dm_00011567-RA","AT2G03220.1","| Symbols: FT1, MUR2, ATFT1, FUT1, ATFUT1 | ARABIDOPSIS THALIANA FUCOSYLTRANSFERASE 1, MURUS 2, fucosyltransferase 1 | chr2:970401-972353 REVERSE LENGTH=558"
"Dm_00011565-RA","AT1G14020.1","| Symbols: RRT4 | RG-I rhamnosyltransferase 4 | chr1:4802930-4805111 FORWARD LENGTH=499"
"Dm_00011833-RA","AT1G77690.1","| Symbols: LAX3 | like AUX1 3 | chr1:29201232-29203317 REVERSE LENGTH=470"
"Dm_00009502-RA","AT3G12290.1","| Symbols: MTHFD1 | methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase | chr3:3919591-3921326 FORWARD LENGTH=299"
"Dm_00012061-RA","AT1G77030.1","| Symbols: RH29 | DEAD-box RNA helicase 29 | chr1:28947887-28951526 REVERSE LENGTH=845"
"Dm_00011360-RA","AT3G54250.1","| Symbols: MDD2, AtMDD2 | mevalonate 5-diphosphate decarboxylase 2 | chr3:20082468-20084688 REVERSE LENGTH=419"
"Dm_00011359-RA","AT5G04740.1","| Symbols: ACR12 | ACT domain repeats 12 | chr5:1368713-1371391 REVERSE LENGTH=301"
"Dm_00009490-RA","AT2G40400.3","| Symbols: BPG3, RER5 | RETICULATA-RELATED 5, Brz-insensitive-pale green 3 | chr2:16869363-16872005 FORWARD LENGTH=651"
"Dm_00012071-RA","AT1G70230.1","| Symbols: AXY4, TBL27 | TRICHOME BIREFRINGENCE-LIKE 27, ALTERED XYLOGLUCAN 4 | chr1:26450389-26451724 FORWARD LENGTH=416"
"Dm_00011900-RA","AT5G01360.1","| Symbols: TBL3 | TRICHOME BIREFRINGENCE-LIKE 3 | chr5:147608-149316 REVERSE LENGTH=434"
"Dm_00011901-RA","AT3G58450.1","| Symbols: GRUSP, USP | Universal Stress Protein, Germination-Related Universal Stress Protein | chr3:21622032-21623057 FORWARD LENGTH=204"
"Dm_00011726-RA","AT1G09380.1","| Symbols: UMAMIT25 | Usually multiple acids move in and out Transporters 25 | chr1:3026351-3029322 REVERSE LENGTH=374"
"Dm_00011466-RA","AT1G10760.3","| Symbols: GWD, GWD1, SOP1, SOP, SEX1 | STARCH EXCESS 1 | chr1:3581210-3590043 REVERSE LENGTH=1399"
"Dm_00010554-RA","AT4G16490.1","| Symbols: no symbol available | no full name available | chr4:9293891-9295530 REVERSE LENGTH=472"
"Dm_00009116-RA","AT3G53540.1","| Symbols: TRM19 | TON1 Recruiting Motif 19 | chr3:19846805-19850670 REVERSE LENGTH=924"
"Dm_00009115-RA","AT3G53540.2","| Symbols: TRM19 | TON1 Recruiting Motif 19 | chr3:19846805-19849977 REVERSE LENGTH=955"
"Dm_00012358-RA","AT1G63840.1","| Symbols: no symbol available | no full name available | chr1:23689991-23690491 REVERSE LENGTH=166"
"Dm_00010932-RA","AT2G47240.3","| Symbols: LACS1, CER8 | LONG-CHAIN ACYL-COA SYNTHASE 1, ECERIFERUM 8 | chr2:19393835-19397616 FORWARD LENGTH=660"
"Dm_00010953-RA","AT3G22104.1","| Symbols: no symbol available | no full name available | chr3:7789814-7792179 FORWARD LENGTH=506"
"Dm_00011945-RA","AT1G70580.4","| Symbols: GGT2, AOAT2 | GLUTAMATE:GLYOXYLATE AMINOTRANSFERASE 2, alanine-2-oxoglutarate aminotransferase 2 | chr1:26613222-26615845 FORWARD LENGTH=481"
"Dm_00010863-RA","AT1G56190.2","| Symbols: PGKp2, cPGK2, PGK2 |  | chr1:21028622-21030454 FORWARD LENGTH=405"
"Dm_00010861-RA","AT5G52970.2","| Symbols: no symbol available | no full name available | chr5:21479620-21481018 FORWARD LENGTH=223"
"Dm_00011031-RA","AT2G45290.2","| Symbols: TKL2 | transketolase 2 | chr2:18672737-18675589 FORWARD LENGTH=741"
"Dm_00011394-RA","AT4G28760.2","| Symbols: TRM20 | TON1 Recruiting Motif 20 | chr4:14208640-14211811 FORWARD LENGTH=924"
"Dm_00009153-RA","AT3G63140.1","| Symbols: CSP41A | chloroplast stem-loop binding protein of  41 kDa | chr3:23327006-23328620 REVERSE LENGTH=406"
"Dm_00011642-RA","AT1G72330.1","| Symbols: ALAAT2 | alanine aminotransferase 2 | chr1:27233637-27236571 FORWARD LENGTH=540"
"Dm_00011643-RA","AT1G03100.1","| Symbols: no symbol available | no full name available | chr1:744026-746407 REVERSE LENGTH=793"
"Dm_00010279-RA","AT2G20210.1","| Symbols: no symbol available | no full name available | chr2:8721606-8725042 REVERSE LENGTH=604"
"Dm_00009730-RA","AT5G02540.1","| Symbols: no symbol available | no full name available | chr5:568609-570720 FORWARD LENGTH=331"
"Dm_00009731-RA","AT3G09470.2","| Symbols: AtUNC93 | At Uncoordinated protein 93 | chr3:2911668-2914410 REVERSE LENGTH=437"
"Dm_00010773-RA","AT3G01180.1","| Symbols: AtSS2, SS2 | starch synthase 2 | chr3:62456-65678 REVERSE LENGTH=792"
"Dm_00011580-RA","AT3G01980.4","| Symbols: no symbol available | no full name available | chr3:327747-328833 REVERSE LENGTH=266"
"Dm_00011546-RA","AT5G41460.1","| Symbols: no symbol available | no full name available | chr5:16589724-16592197 REVERSE LENGTH=524"
"Dm_00011545-RA","AT4G23490.1","| Symbols: no symbol available | no full name available | chr4:12251580-12253973 REVERSE LENGTH=526"
"Dm_00010673-RA","AT1G06490.2","| Symbols: atgsl7, gsl07, ATGSL07, GSL07, GSL7, CalS7 | glucan synthase-like 7, callose synthase 7, Arabidopsis thaliana glucan synthase-like 7 | chr1:1978762-1989046 FORWARD LENGTH=1933"
"Dm_00010381-RA","AT5G65180.1","| Symbols: no symbol available | no full name available | chr5:26045625-26047806 FORWARD LENGTH=439"
"Dm_00015680-RA","AT2G41190.1","| Symbols: no symbol available | no full name available | chr2:17167561-17170145 REVERSE LENGTH=536"
"Dm_00015442-RA","AT5G12190.1","| Symbols: no symbol available | no full name available | chr5:3940731-3941105 REVERSE LENGTH=124"
"Dm_00013164-RA","AT4G11680.1","| Symbols: no symbol available | no full name available | chr4:7053737-7055516 REVERSE LENGTH=390"
"Dm_00014996-RA","AT3G47950.2","| Symbols: AHA4, HA4 | H(+)-ATPase 4 | chr3:17693015-17697801 FORWARD LENGTH=960"
"Dm_00015547-RA","AT5G02610.1","| Symbols: no symbol available | no full name available | chr5:587611-588547 FORWARD LENGTH=123"
"Dm_00014374-RA","AT5G47010.1","| Symbols: UPF1, LBA1, ATUPF1 | UP-FRAMESHIFT1, LOW-LEVEL BETA-AMYLASE 1 | chr5:19072009-19078856 FORWARD LENGTH=1254"
"Dm_00014373-RA","AT5G47010.1","| Symbols: UPF1, LBA1, ATUPF1 | UP-FRAMESHIFT1, LOW-LEVEL BETA-AMYLASE 1 | chr5:19072009-19078856 FORWARD LENGTH=1254"
"Dm_00011652-RA","AT5G38660.1","| Symbols: APE1 | ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT | chr5:15473285-15475497 REVERSE LENGTH=286"
"Dm_00014939-RA","AT5G60970.1","| Symbols: TCP5 | ""TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 5"" | chr5:24535570-24536652 REVERSE LENGTH=360"
"Dm_00015465-RA","AT2G43945.1","| Symbols: no symbol available | no full name available | chr2:18197995-18199988 REVERSE LENGTH=289"
"Dm_00014316-RA","AT1G75540.1","| Symbols: AtBBX21, STH2, LHUS, BBX21 | B BOX 21, B-box domain protein 21, long hypocotyl under shade, salt tolerance homolog2 | chr1:28366059-28367398 FORWARD LENGTH=331"
"Dm_00012338-RA","AT1G78300.1","| Symbols: GRF2, 14-3-3OMEGA, GF14 OMEGA | general regulatory factor 2, 14-3-3 PROTEIN G-BOX FACTOR14 OMEGA | chr1:29461883-29463052 FORWARD LENGTH=259"
"Dm_00015676-RA","AT1G03670.1","| Symbols: no symbol available | no full name available | chr1:914222-916222 REVERSE LENGTH=616"
"Dm_00015630-RA","AT1G13950.1","| Symbols: EIF5A, ELF5A-1, EIF-5A, ATELF5A-1 | EUKARYOTIC ELONGATION FACTOR 5A, EUKARYOTIC ELONGATION FACTOR 5A-1, eukaryotic elongation factor 5A-1 | chr1:4773631-4774668 FORWARD LENGTH=158"
"Dm_00014753-RA","AT5G17380.1","| Symbols: no symbol available | no full name available | chr5:5724920-5726720 REVERSE LENGTH=572"
"Dm_00015636-RA","AT5G65110.1","| Symbols: ATACX2, ACX2 | acyl-CoA oxidase 2 | chr5:26009821-26012482 REVERSE LENGTH=692"
"Dm_00015480-RA","AT5G04895.1","| Symbols: ABO6 | ABA overly sensitive 6 | chr5:1428796-1434516 FORWARD LENGTH=1161"
"Dm_00015478-RA","AT3G03770.3","| Symbols: no symbol available | no full name available | chr3:945303-948436 REVERSE LENGTH=802"
"Dm_00015479-RA","AT5G04900.1","| Symbols: NOL | NYC1-like | chr5:1434826-1437194 FORWARD LENGTH=348"
"Dm_00014587-RA","AT5G07920.3","| Symbols: ATDGK1, DGK1 | diacylglycerol kinase1, DIACYLGLYCEROL KINASE 1 | chr5:2525197-2528396 REVERSE LENGTH=728"
"Dm_00015695-RA","AT3G10420.2","| Symbols: SPD1 | SEEDLING PLASTID DEVELOPMENT 1 | chr3:3239307-3242274 FORWARD LENGTH=684"
"Dm_00016417-RA","AT1G24590.1","| Symbols: DRN-LIKE, DRNL, BOL, ESR2, SOB2 | DORNROSCHEN-like, DORNROSCHEN-LIKE, ENHANCER OF SHOOT REGENERATION 2, FOR SUPPRESSOR OF PHYTOCHROMEB-4  2, BOLITA | chr1:8714389-8715309 REVERSE LENGTH=306"
"Dm_00015207-RA","AT5G45620.1","| Symbols: no symbol available | no full name available | chr5:18501590-18503868 FORWARD LENGTH=386"
"Dm_00014129-RA","AT1G51080.1","| Symbols: no symbol available | no full name available | chr1:18929883-18930740 REVERSE LENGTH=285"
"Dm_00014455-RA","AT2G14170.1","| Symbols: ALDH6B2, MMSD | aldehyde dehydrogenase  6B2 | chr2:5977727-5981899 REVERSE LENGTH=607"
"Dm_00015542-RA","AT3G16730.1","| Symbols: CAP-H2, HEB2 | hypersensitive to excess boron 2 | chr3:5695633-5698863 REVERSE LENGTH=683"
"Dm_00015663-RA","AT5G65420.4","| Symbols: CYCD4;1 | CYCLIN D4;1 | chr5:26142300-26143750 REVERSE LENGTH=271"
"Dm_00014692-RA","AT1G10660.4","| Symbols: no symbol available | no full name available | chr1:3533009-3534781 FORWARD LENGTH=320"
"Dm_00015782-RA","AT4G23730.1","| Symbols: no symbol available | no full name available | chr4:12362955-12364792 FORWARD LENGTH=306"
"Dm_00015530-RA","AT4G05160.1","| Symbols: no symbol available | no full name available | chr4:2664451-2666547 FORWARD LENGTH=544"
"Dm_00015239-RA","AT3G22440.1","| Symbols: no symbol available | no full name available | chr3:7959854-7961886 FORWARD LENGTH=532"
"Dm_00014675-RA","AT1G12880.1","| Symbols: NUDT12, atnudt12 | nudix hydrolase homolog 12 | chr1:4390036-4391046 FORWARD LENGTH=203"
"Dm_00014419-RA","AT1G18440.1","| Symbols: no symbol available | no full name available | chr1:6345994-6347686 FORWARD LENGTH=288"
"Dm_00012708-RA","AT3G22950.2","| Symbols: ARFC1, MTV8, ATARFC1, ARL5 | modified transport to the vacuole 8, ADP-ribosylation factor like 5, ADP-ribosylation factor C1 | chr3:8136364-8137513 REVERSE LENGTH=183"
"Dm_00015583-RA","AT1G19660.2","| Symbols: BBD2, AtBBD2 | bifunctional nuclease in basal defense response 2 | chr1:6800361-6802240 REVERSE LENGTH=329"
"Dm_00015584-RA","AT3G20000.1","| Symbols: TOM40 | translocase of the outer mitochondrial membrane 40 | chr3:6967685-6970247 FORWARD LENGTH=309"
"Dm_00015456-RA","AT1G63500.1","| Symbols: BSK7 | brassinosteroid-signaling kinase 7 | chr1:23556015-23558403 FORWARD LENGTH=487"
"Dm_00015665-RA","AT2G42590.2","| Symbols: GF14 MU, GRF9, GRF14 | general regulatory factor 9 | chr2:17732118-17733775 REVERSE LENGTH=262"
"Dm_00015504-RA","AT5G64300.1","| Symbols: RIBA1, GCH, ATGCH, RFD1, ATRIBA1 | Arabidopsis thaliana riboflavin A1, riboflavin A1, RED FLUORESCENT IN DARKNESS 1, GTP cyclohydrolase II, ARABIDOPSIS THALIANA GTP CYCLOHYDROLASE II | chr5:25718459-25720790 FORWARD LENGTH=543"
"Dm_00015505-RA","AT5G23320.1","| Symbols: ATSTE14A, ATICMTA, STE14, ICMTA, STE14A, ATPCM, ATSTE14 | homolog of yeast STE14 A, ARABIDOPSIS THALIANA ISOPRENYL CYSTEINE METHYLTRANSFERASE A, LPHA-CARBOXYL METHYLTRANSFERASE, ISOPRENYL CYSTEINE METHYLTRANSFERASE A | chr5:7853368-7853961 FORWARD LENGTH=197"
"Dm_00015466-RA","AT3G62360.2","| Symbols: no symbol available | no full name available | chr3:23073020-23080455 REVERSE LENGTH=1197"
"Dm_00005593-RA","AT2G42760.1","| Symbols: no symbol available | no full name available | chr2:17796382-17797185 REVERSE LENGTH=267"
"Dm_00005944-RA","AT2G23390.2","| Symbols: no symbol available | no full name available | chr2:9961333-9963476 REVERSE LENGTH=328"
"Dm_00005377-RA","AT2G03070.1","| Symbols: MED8 | mediator subunit 8 | chr2:905978-908792 FORWARD LENGTH=524"
"Dm_00005190-RA","AT1G05060.1","| Symbols: no symbol available | no full name available | chr1:1451255-1452858 REVERSE LENGTH=253"
"Dm_00005191-RA","AT2G32640.1","| Symbols: LCYB | lycopene beta-cylcase | chr2:13847197-13850811 REVERSE LENGTH=585"
"Dm_00005301-RA","AT4G19460.1","| Symbols: no symbol available | no full name available | chr4:10610422-10611972 REVERSE LENGTH=516"
"Dm_00005305-RA","AT1G55535.1","| Symbols: no symbol available | no full name available | chr1:20732081-20733802 REVERSE LENGTH=260"
"Dm_00005298-RA","AT3G56160.3","| Symbols: no symbol available | no full name available | chr3:20837733-20841541 REVERSE LENGTH=409"
"Dm_00005304-RA","AT5G56340.1","| Symbols: ATCRT1, BTL04 | BCA2####zinc finger ATL 4 | chr5:22818254-22819444 FORWARD LENGTH=396"
"Dm_00005272-RA","AT5G48730.1","| Symbols: no symbol available | no full name available | chr5:19763152-19765136 FORWARD LENGTH=508"
"Dm_00005094-RA","AT1G51510.1","| Symbols: Y14 |  | chr1:19103072-19104753 REVERSE LENGTH=202"
"Dm_00005096-RA","AT3G21070.2","| Symbols: NADK1, ATNADK-1 | NAD KINASE 1, NAD kinase 1 | chr3:7380434-7383874 REVERSE LENGTH=524"
"Dm_00005101-RA","AT5G12480.1","| Symbols: CPK7 | calmodulin-domain protein kinase 7 | chr5:4047817-4050035 REVERSE LENGTH=535"
"Dm_00005460-RA","AT1G50640.1","| Symbols: ERF3, ATERF3 | ethylene responsive element binding factor 3 | chr1:18757602-18758279 REVERSE LENGTH=225"
"Dm_00005465-RA","AT5G55230.3","| Symbols: MAP65-1, ATMAP65-1 | microtubule-associated proteins 65-1 | chr5:22402716-22405182 FORWARD LENGTH=587"
"Dm_00004997-RA","AT1G05500.1","| Symbols: SYTE, NTMC2T2.1, ATSYTE, NTMC2TYPE2.1, SYT5 | SYNAPTOTAGMIN HOMOLOG E, synaptotagmin 5, ARABIDOPSIS THALIANA SYNAPTOTAGMIN HOMOLOG E | chr1:1625098-1628940 FORWARD LENGTH=560"
"Dm_00004996-RA","AT2G11520.1","| Symbols: CRCK3 | calmodulin-binding receptor-like cytoplasmic kinase 3 | chr2:4619145-4621448 FORWARD LENGTH=510"
"Dm_00004999-RA","AT5G20300.5","| Symbols: Toc90 | translocon at the outer envelope membrane of chloroplasts 90 | chr5:6853544-6856332 REVERSE LENGTH=793"
"Dm_00005006-RA","AT5G20350.1","| Symbols: TIP1 | TIP GROWTH DEFECTIVE 1 | chr5:6876772-6881102 FORWARD LENGTH=620"
