"gene_ID","AT_gene_id","annotation"
"Dm_00009533-RA","AT5G66350.1","| Symbols: SHI | SHORT INTERNODES | chr5:26504714-26506143 REVERSE LENGTH=331"
"Dm_00009536-RA","AT1G75500.2","| Symbols: WAT1, UMAMIT5 | Usually multiple acids move in and out Transporters 5, Walls Are Thin 1 | chr1:28338282-28340091 REVERSE LENGTH=389"
"Dm_00009535-RA","AT1G75510.1","| Symbols: no symbol available | no full name available | chr1:28347254-28348629 REVERSE LENGTH=261"
"Dm_00009534-RA","AT4G39090.1","| Symbols: RD19, RD19A | RESPONSIVE TO DEHYDRATION 19A, RESPONSIVE TO DEHYDRATION 19 | chr4:18215826-18217326 REVERSE LENGTH=368"
"Dm_00003959-RA","AT2G45550.1","| Symbols: CYP76C4 | ""cytochrome P450, family 76, subfamily C, polypeptide 4"" | chr2:18773541-18775654 REVERSE LENGTH=511"
"Dm_00005767-RA","AT3G46290.1","| Symbols: HERK1 | hercules receptor kinase 1 | chr3:17013009-17015501 FORWARD LENGTH=830"
"Dm_00005369-RA","AT2G32850.2","| Symbols: no symbol available | no full name available | chr2:13935448-13937977 REVERSE LENGTH=670"
"Dm_00005367-RA","AT2G44410.1","| Symbols: STUbL6 | SUMO-targeted ubiquitin E3 ligase 6 | chr2:18328873-18330114 FORWARD LENGTH=413"
"Dm_00004463-RA","AT5G09260.1","| Symbols: VPS20.2 | vacuolar protein sorting-associated protein 20.2 | chr5:2876797-2878355 FORWARD LENGTH=216"
"Dm_00004468-RA","AT5G63950.1","| Symbols: CHR24 | chromatin remodeling 24 | chr5:25592160-25598405 REVERSE LENGTH=1090"
"Dm_00004471-RA","AT1G64640.1","| Symbols: ENODL8, AtENODL8 | early nodulin-like protein 8 | chr1:24022482-24023151 REVERSE LENGTH=191"
"Dm_00005528-RA","AT1G77810.2","| Symbols: no symbol available | no full name available | chr1:29260899-29263001 REVERSE LENGTH=384"
"Dm_00017108-RA","AT2G38060.1","| Symbols: PHT4;2 | phosphate transporter 4;2 | chr2:15922727-15925623 REVERSE LENGTH=512"
"Dm_00018747-RA","AT2G17230.1","| Symbols: EXL5 | EXORDIUM like 5 | chr2:7494892-7495983 REVERSE LENGTH=363"
"Dm_00019497-RA","AT3G11820.2","| Symbols: SYR1, SYP121, PEN1, ATSYP121, AT-SYR1, ATSYR1 | PENETRATION1, syntaxin of plants 121, SYNTAXIN RELATED PROTEIN 1 | chr3:3729540-3730775 REVERSE LENGTH=315"
"Dm_00018390-RA","AT2G33220.1","| Symbols: no symbol available | no full name available | chr2:14078974-14079929 FORWARD LENGTH=143"
"Dm_00020325-RA","AT3G42170.2","| Symbols: DAYSLEEPER | DAYSLEEPER | chr3:14321838-14323928 FORWARD LENGTH=674"
"Dm_00020304-RA","AT5G22320.1","| Symbols: no symbol available | no full name available | chr5:7388175-7390426 REVERSE LENGTH=452"
"Dm_00020027-RA","AT1G06050.1","| Symbols: no symbol available | no full name available | chr1:1830726-1831667 REVERSE LENGTH=313"
"Dm_00020357-RA","AT3G02570.1","| Symbols: MEE31, PMI1 | MATERNAL EFFECT EMBRYO ARREST 31, PHOSPHOMANNOSE ISOMERASE 1 | chr3:543463-545478 REVERSE LENGTH=432"
"Dm_00020247-RA","AT3G09010.1","| Symbols: no symbol available | no full name available | chr3:2750285-2752086 FORWARD LENGTH=393"
"Dm_00020311-RA","AT3G26510.6","| Symbols: no symbol available | no full name available | chr3:9711886-9712588 REVERSE LENGTH=196"
"Dm_00016865-RA","AT3G22370.1","| Symbols: ATAOX1A, AOX1A, HSR3, AtHSR3 | hyper-sensitivity-related 3, alternative oxidase 1A | chr3:7906890-7908416 FORWARD LENGTH=354"
"Dm_00001779-RA","AT2G27770.1","| Symbols: no symbol available | no full name available | chr2:11833089-11834051 REVERSE LENGTH=320"
"Dm_00001794-RA","AT2G44310.1","| Symbols: no symbol available | no full name available | chr2:18309285-18309713 FORWARD LENGTH=142"
"Dm_00001885-RA","AT5G55950.1","| Symbols: no symbol available | no full name available | chr5:22658411-22660253 REVERSE LENGTH=398"
"Dm_00001882-RA","AT5G55930.1","| Symbols: OPT1, ATOPT1 | ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 1, oligopeptide transporter 1 | chr5:22652988-22655827 FORWARD LENGTH=755"
"Dm_00001889-RA","AT5G47770.1","| Symbols: FPS1 | farnesyl diphosphate synthase 1 | chr5:19345297-19347415 FORWARD LENGTH=384"
"Dm_00001307-RA","AT4G23660.5","| Symbols: PPT1, HRL1, AtPPT1 | HYPERSENSITIVE RESPONSE-LIKE LESION 1, polyprenyltransferase 1 | chr4:12328086-12331359 REVERSE LENGTH=407"
"Dm_00001319-RA","AT5G57550.1","| Symbols: XTH25, XTR3 | xyloglucan endotransglucosylase/hydrolase 25, xyloglucan endotransglycosylase 3 | chr5:23305055-23306384 REVERSE LENGTH=284"
"Dm_00001314-RA","AT1G10850.1","| Symbols: no symbol available | no full name available | chr1:3612228-3614343 FORWARD LENGTH=663"
"Dm_00001211-RA","AT5G36230.1","| Symbols: no symbol available | no full name available | chr5:14273519-14276773 FORWARD LENGTH=411"
"Dm_00001223-RA","AT1G79790.1","| Symbols: FHY1, AtcpFHy1, PyrP1 | Arabidopsis thaliana chloroplast FMN hydrolase 1, flavin mononucleotide hydrolase 1 | chr1:30016987-30018186 REVERSE LENGTH=245"
"Dm_00001225-RA","AT1G04760.2","| Symbols: VAMP726, ATVAMP726 | vesicle-associated membrane protein 726 | chr1:1334760-1336070 FORWARD LENGTH=220"
"Dm_00001936-RA","AT4G17720.1","| Symbols: IRP3, BPL1 | INVOLVED IN rRNA PROCESSING 3, BPA1-Like 1 | chr4:9862660-9864498 REVERSE LENGTH=313"
"Dm_00001931-RA","AT5G37490.1","| Symbols: CMPG5, PUB21 |  | chr5:14887744-14889051 FORWARD LENGTH=435"
"Dm_00001949-RA","AT5G17190.1","| Symbols: no symbol available | no full name available | chr5:5652310-5652702 FORWARD LENGTH=130"
"Dm_00001945-RA","AT1G06650.2","| Symbols: no symbol available | no full name available | chr1:2035909-2037186 FORWARD LENGTH=369"
"Dm_00002313-RA","AT5G10930.1","| Symbols: CIPK5, SnRK3.24 | SNF1-RELATED PROTEIN KINASE 3.24, CBL-interacting protein kinase 5 | chr5:3445569-3446906 REVERSE LENGTH=445"
"Dm_00002331-RA","AT5G57560.1","| Symbols: XTH22, AtXTH22, TCH4 | Touch 4, xyloglucan endotransglucosylase/hydrolase 22 | chr5:23307296-23308235 REVERSE LENGTH=284"
"Dm_00001333-RA","AT3G58710.1","| Symbols: WRKY69, ATWRKY69 | WRKY DNA-binding protein 69, RABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 69 | chr3:21715192-21716766 FORWARD LENGTH=272"
"Dm_00001335-RA","AT1G06410.3","| Symbols: ATTPSA, TPS7, ATTPS7 | TREHALOSE -6-PHOSPHATASE SYNTHASE S7, trehalose-phosphatase/synthase 7 | chr1:1955413-1958153 FORWARD LENGTH=851"
"Dm_00002216-RA","AT3G17640.1","| Symbols: no symbol available | no full name available | chr3:6032393-6033583 FORWARD LENGTH=396"
"Dm_00002214-RA","AT1G75080.2","| Symbols: BZR1 | BRASSINAZOLE-RESISTANT 1 | chr1:28185709-28187063 FORWARD LENGTH=336"
"Dm_00002213-RA","AT2G18630.1","| Symbols: no symbol available | no full name available | chr2:8081154-8082496 FORWARD LENGTH=393"
"Dm_00002227-RA","AT4G15110.1","| Symbols: CYP97B3 | ""cytochrome P450, family 97, subfamily B, polypeptide 3"" | chr4:8629922-8632993 REVERSE LENGTH=580"
"Dm_00002220-RA","AT3G21760.1","| Symbols: HYR1 | HYPOSTATIN RESISTANCE 1 | chr3:7667099-7668556 FORWARD LENGTH=485"
"Dm_00002224-RA","AT3G21790.1","| Symbols: no symbol available | no full name available | chr3:7676927-7678414 REVERSE LENGTH=495"
"Dm_00001994-RA","AT1G69580.2","| Symbols: no symbol available | no full name available | chr1:26172127-26173612 FORWARD LENGTH=337"
"Dm_00002002-RA","AT5G39785.5","| Symbols: no symbol available | no full name available | chr5:15929257-15932215 FORWARD LENGTH=606"
"Dm_00001996-RA","AT1G14205.1","| Symbols: u18-L8 |  | chr1:4855570-4856762 FORWARD LENGTH=169"
"Dm_00001998-RA","AT1G26810.2","| Symbols: GALT1 | galactosyltransferase1 | chr1:9286862-9289327 REVERSE LENGTH=643"
"Dm_00001999-RA","AT2G02990.1","| Symbols: ATRNS1, RNS1 | RIBONUCLEASE 1, ribonuclease 1 | chr2:873714-874667 FORWARD LENGTH=230"
"Dm_00001634-RA","AT3G05700.1","| Symbols: Dil9-3 | drought-induced protein19 | chr3:1682432-1684323 REVERSE LENGTH=223"
"Dm_00001629-RA","AT4G25800.2","| Symbols: CBP60d |  | chr4:13125224-13127765 FORWARD LENGTH=601"
