"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"34","GO:2000031","regulation of salicylic acid mediated signaling pathway",13,2,0.16,"0.01008"
"35","GO:0010030","positive regulation of seed germination",13,2,0.16,"0.01008"
"36","GO:0008219","cell death",111,5,1.36,"0.01046"
"37","GO:0009739","response to gibberellin",64,6,0.78,"0.01053"
"38","GO:0009644","response to high light intensity",40,3,0.49,"0.01185"
"39","GO:0070574","cadmium ion transmembrane transport",1,1,0.01,"0.01191"
"40","GO:0042246","tissue regeneration",1,1,0.01,"0.01191"
"41","GO:2001011","positive regulation of plant-type cell wall cellulose biosynthetic process",1,1,0.01,"0.01191"
"42","GO:0034036","purine ribonucleoside bisphosphate biosynthetic process",1,1,0.01,"0.01191"
"43","GO:1990064","ground tissue pattern formation",1,1,0.01,"0.01191"
"44","GO:0043090","amino acid import",1,1,0.01,"0.01191"
"45","GO:2000197","regulation of ribonucleoprotein complex localization",1,1,0.01,"0.01191"
"46","GO:0015970","guanosine tetraphosphate biosynthetic process",1,1,0.01,"0.01191"
"47","GO:0060962","regulation of ribosomal protein gene transcription by RNA polymerase II",1,1,0.01,"0.01191"
"48","GO:0015692","lead ion transport",1,1,0.01,"0.01191"
"49","GO:0090551","response to manganese starvation",1,1,0.01,"0.01191"
"50","GO:0071166","ribonucleoprotein complex localization",1,1,0.01,"0.01191"
"51","GO:2000200","regulation of ribosomal subunit export from nucleus",1,1,0.01,"0.01191"
"52","GO:0000349","generation of catalytic spliceosome for first transesterification step",1,1,0.01,"0.01191"
"53","GO:0010629","negative regulation of gene expression",260,8,3.18,"0.01260"
"54","GO:0015780","nucleotide-sugar transmembrane transport",15,2,0.18,"0.01336"
"55","GO:0043069","negative regulation of programmed cell death",15,2,0.18,"0.01336"
"56","GO:1901336","lactone biosynthetic process",15,2,0.18,"0.01336"
"57","GO:0048519","negative regulation of biological process",994,20,12.14,"0.01424"
"58","GO:0006536","glutamate metabolic process",16,2,0.2,"0.01515"
"59","GO:0012501","programmed cell death",80,4,0.98,"0.01519"
"60","GO:0010605","negative regulation of macromolecule metabolic process",437,11,5.34,"0.01539"
"61","GO:0046942","carboxylic acid transport",45,3,0.55,"0.01630"
"62","GO:0008152","metabolic process",6010,97,73.42,"0.01682"
"63","GO:0010941","regulation of cell death",46,3,0.56,"0.01729"
"64","GO:0071456","cellular response to hypoxia",87,4,1.06,"0.02006"
"65","GO:1901700","response to oxygen-containing compound",1268,34,15.49,"0.02011"
"66","GO:0036294","cellular response to decreased oxygen levels",88,4,1.08,"0.02083"
"67","GO:0071453","cellular response to oxygen levels",88,4,1.08,"0.02083"
"68","GO:0031326","regulation of cellular biosynthetic process",1005,26,12.28,"0.02106"
"69","GO:0043288","apocarotenoid metabolic process",19,2,0.23,"0.02109"
"70","GO:0009687","abscisic acid metabolic process",19,2,0.23,"0.02109"
"71","GO:1902644","tertiary alcohol metabolic process",19,2,0.23,"0.02109"
"72","GO:0010197","polar nucleus fusion",19,2,0.23,"0.02109"
"73","GO:1901334","lactone metabolic process",19,2,0.23,"0.02109"
"74","GO:0000741","karyogamy",19,2,0.23,"0.02109"
"75","GO:0044403","biological process involved in symbiotic interaction",50,3,0.61,"0.02157"
"76","GO:1901606","alpha-amino acid catabolic process",51,3,0.62,"0.02272"
"77","GO:0033993","response to lipid",786,24,9.6,"0.02318"
"78","GO:0009559","embryo sac central cell differentiation",20,2,0.24,"0.02325"
"79","GO:0007568","aging",20,2,0.24,"0.02325"
"80","GO:0098739","import across plasma membrane",20,2,0.24,"0.02325"
"81","GO:0016106","sesquiterpenoid biosynthetic process",20,2,0.24,"0.02325"
"82","GO:0060548","negative regulation of cell death",20,2,0.24,"0.02325"
"83","GO:0098657","import into cell",20,2,0.24,"0.02325"
"84","GO:0070189","kynurenine metabolic process",2,1,0.02,"0.02367"
"85","GO:0015739","sialic acid transport",2,1,0.02,"0.02367"
"86","GO:0070141","response to UV-A",2,1,0.02,"0.02367"
"87","GO:0019441","tryptophan catabolic process to kynurenine",2,1,0.02,"0.02367"
"88","GO:1902931","negative regulation of alcohol biosynthetic process",2,1,0.02,"0.02367"
"89","GO:0090359","negative regulation of abscisic acid biosynthetic process",2,1,0.02,"0.02367"
"90","GO:0015822","ornithine transport",2,1,0.02,"0.02367"
"91","GO:0046822","regulation of nucleocytoplasmic transport",2,1,0.02,"0.02367"
"92","GO:0009769","photosynthesis, light harvesting in photosystem II",2,1,0.02,"0.02367"
"93","GO:0071492","cellular response to UV-A",2,1,0.02,"0.02367"
"94","GO:1903352","L-ornithine transmembrane transport",2,1,0.02,"0.02367"
"95","GO:1990575","mitochondrial L-ornithine transmembrane transport",2,1,0.02,"0.02367"
"96","GO:1905499","trichome papilla formation",2,1,0.02,"0.02367"
"97","GO:0045905","positive regulation of translational termination",2,1,0.02,"0.02367"
"98","GO:0070077","histone arginine demethylation",2,1,0.02,"0.02367"
"99","GO:0070079","histone H4-R3 demethylation",2,1,0.02,"0.02367"
"100","GO:0006449","regulation of translational termination",2,1,0.02,"0.02367"
"101","GO:0006970","response to osmotic stress",407,10,4.97,"0.02372"
"102","GO:0009892","negative regulation of metabolic process",662,14,8.09,"0.02640"
"103","GO:0007154","cell communication",1145,29,13.99,"0.02641"
"104","GO:0046395","carboxylic acid catabolic process",95,4,1.16,"0.02670"
"105","GO:0016143","S-glycoside metabolic process",55,3,0.67,"0.02766"
"106","GO:0009063","cellular amino acid catabolic process",55,3,0.67,"0.02766"
"107","GO:0019760","glucosinolate metabolic process",55,3,0.67,"0.02766"
"108","GO:0019757","glycosinolate metabolic process",55,3,0.67,"0.02766"
"109","GO:0070887","cellular response to chemical stimulus",939,26,11.47,"0.02778"
"110","GO:0043562","cellular response to nitrogen levels",22,2,0.27,"0.02784"
"111","GO:0048284","organelle fusion",56,3,0.68,"0.02898"
"112","GO:0044282","small molecule catabolic process",145,5,1.77,"0.02959"
"113","GO:0000038","very long-chain fatty acid metabolic process",23,2,0.28,"0.03025"
"114","GO:0009696","salicylic acid metabolic process",23,2,0.28,"0.03025"
"115","GO:0007165","signal transduction",1022,27,12.49,"0.03142"
"116","GO:0016054","organic acid catabolic process",101,4,1.23,"0.03244"
"117","GO:0010118","stomatal movement",102,4,1.25,"0.03346"
"118","GO:0010476","gibberellin mediated signaling pathway",28,4,0.34,"0.03468"
"119","GO:0010676","positive regulation of cellular carbohydrate metabolic process",3,1,0.04,"0.03530"
"120","GO:1903800","positive regulation of miRNA maturation",3,1,0.04,"0.03530"
"121","GO:0006569","tryptophan catabolic process",3,1,0.04,"0.03530"
"122","GO:0080086","stamen filament development",3,1,0.04,"0.03530"
"123","GO:0046345","abscisic acid catabolic process",3,1,0.04,"0.03530"
"124","GO:2001008","positive regulation of cellulose biosynthetic process",3,1,0.04,"0.03530"
"125","GO:2000082","regulation of L-ascorbic acid biosynthetic process",3,1,0.04,"0.03530"
"126","GO:0030030","cell projection organization",3,1,0.04,"0.03530"
"127","GO:0030031","cell projection assembly",3,1,0.04,"0.03530"
"128","GO:0009635","response to herbicide",3,1,0.04,"0.03530"
"129","GO:0034969","histone arginine methylation",3,1,0.04,"0.03530"
"130","GO:0120256","olefinic compound catabolic process",3,1,0.04,"0.03530"
"131","GO:0080170","hydrogen peroxide transmembrane transport",3,1,0.04,"0.03530"
"132","GO:0071490","cellular response to far red light",3,1,0.04,"0.03530"
"133","GO:0010439","regulation of glucosinolate biosynthetic process",3,1,0.04,"0.03530"
"134","GO:0016107","sesquiterpenoid catabolic process",3,1,0.04,"0.03530"
"135","GO:0015691","cadmium ion transport",3,1,0.04,"0.03530"
"136","GO:0045913","positive regulation of carbohydrate metabolic process",3,1,0.04,"0.03530"
"137","GO:0048577","negative regulation of short-day photoperiodism, flowering",3,1,0.04,"0.03530"
"138","GO:0030656","regulation of vitamin metabolic process",3,1,0.04,"0.03530"
"139","GO:0043985","histone H4-R3 methylation",3,1,0.04,"0.03530"
"140","GO:0070814","hydrogen sulfide biosynthetic process",3,1,0.04,"0.03530"
"141","GO:2000634","regulation of primary miRNA processing",3,1,0.04,"0.03530"
"142","GO:2000636","positive regulation of primary miRNA processing",3,1,0.04,"0.03530"
"143","GO:2000637","positive regulation of miRNA-mediated gene silencing",3,1,0.04,"0.03530"
"144","GO:1902475","L-alpha-amino acid transmembrane transport",3,1,0.04,"0.03530"
"145","GO:0051013","microtubule severing",3,1,0.04,"0.03530"
"146","GO:0043290","apocarotenoid catabolic process",3,1,0.04,"0.03530"
"147","GO:0045927","positive regulation of growth",25,2,0.31,"0.03532"
"148","GO:0023052","signaling",1035,27,12.64,"0.03535"
"149","GO:0006468","protein phosphorylation",438,10,5.35,"0.03659"
"150","GO:0071470","cellular response to osmotic stress",26,2,0.32,"0.03797"
"151","GO:0015711","organic anion transport",63,3,0.77,"0.03911"
"152","GO:0009653","anatomical structure morphogenesis",766,15,9.36,"0.03944"
"153","GO:0009888","tissue development",766,15,9.36,"0.03944"
"154","GO:0016310","phosphorylation",507,11,6.19,"0.03983"
"155","GO:0009636","response to toxic substance",64,3,0.78,"0.04069"
"156","GO:0006623","protein targeting to vacuole",27,2,0.33,"0.04070"
"157","GO:0009991","response to extracellular stimulus",160,5,1.95,"0.04240"
"158","GO:0006796","phosphate-containing compound metabolic process",917,17,11.2,"0.04544"
"159","GO:0000055","ribosomal large subunit export from nucleus",4,1,0.05,"0.04678"
"160","GO:0034058","endosomal vesicle fusion",4,1,0.05,"0.04678"
"161","GO:0106167","extracellular ATP signaling",4,1,0.05,"0.04678"
"162","GO:2001009","regulation of plant-type cell wall cellulose biosynthetic process",4,1,0.05,"0.04678"
"163","GO:0034035","purine ribonucleoside bisphosphate metabolic process",4,1,0.05,"0.04678"
"164","GO:0006538","glutamate catabolic process",4,1,0.05,"0.04678"
"165","GO:0006103","2-oxoglutarate metabolic process",4,1,0.05,"0.04678"
"166","GO:0015840","urea transport",4,1,0.05,"0.04678"
"167","GO:0033198","response to ATP",4,1,0.05,"0.04678"
"168","GO:0009625","response to insect",4,1,0.05,"0.04678"
"169","GO:0010336","gibberellic acid homeostasis",4,1,0.05,"0.04678"
"170","GO:0046864","isoprenoid transport",4,1,0.05,"0.04678"
"171","GO:0046865","terpenoid transport",4,1,0.05,"0.04678"
"172","GO:0015807","L-amino acid transport",4,1,0.05,"0.04678"
"173","GO:1901672","positive regulation of systemic acquired resistance",4,1,0.05,"0.04678"
"174","GO:0080168","abscisic acid transport",4,1,0.05,"0.04678"
"175","GO:0071318","cellular response to ATP",4,1,0.05,"0.04678"
"176","GO:0015969","guanosine tetraphosphate metabolic process",4,1,0.05,"0.04678"
"177","GO:0007231","osmosensory signaling pathway",4,1,0.05,"0.04678"
"178","GO:0043447","alkane biosynthetic process",4,1,0.05,"0.04678"
"179","GO:1903798","regulation of miRNA maturation",4,1,0.05,"0.04678"
"180","GO:0071486","cellular response to high light intensity",4,1,0.05,"0.04678"
"181","GO:0048587","regulation of short-day photoperiodism, flowering",4,1,0.05,"0.04678"
"182","GO:0060148","positive regulation of post-transcriptional gene silencing",4,1,0.05,"0.04678"
"183","GO:0010981","regulation of cell wall macromolecule metabolic process",4,1,0.05,"0.04678"
"184","GO:1900370","positive regulation of post-transcriptional gene silencing by RNA",4,1,0.05,"0.04678"
"185","GO:0000393","spliceosomal conformational changes to generate catalytic conformation",4,1,0.05,"0.04678"
"186","GO:0070813","hydrogen sulfide metabolic process",4,1,0.05,"0.04678"
"187","GO:1902066","regulation of cell wall pectin metabolic process",4,1,0.05,"0.04678"
"188","GO:0046683","response to organophosphorus",4,1,0.05,"0.04678"
"189","GO:0009812","flavonoid metabolic process",69,3,0.84,"0.04904"
"190","GO:0003333","amino acid transmembrane transport",30,2,0.37,"0.04929"
"191","GO:0048638","regulation of developmental growth",116,4,1.42,"0.04974"
"192","GO:0009611","response to wounding",281,7,3.43,"0.05095"
"193","GO:0071214","cellular response to abiotic stimulus",117,4,1.43,"0.05104"
"194","GO:0104004","cellular response to environmental stimulus",117,4,1.43,"0.05104"
"195","GO:0044237","cellular metabolic process",5258,84,64.24,"0.05195"
"196","GO:0010675","regulation of cellular carbohydrate metabolic process",31,2,0.38,"0.05229"
"197","GO:0018958","phenol-containing compound metabolic process",31,2,0.38,"0.05229"
"198","GO:0002239","response to oomycetes",31,2,0.38,"0.05229"
"199","GO:0015849","organic acid transport",71,3,0.87,"0.05260"
"200","GO:0006793","phosphorus metabolic process",942,17,11.51,"0.05587"
"201","GO:0006633","fatty acid biosynthetic process",73,3,0.89,"0.05628"
"202","GO:0044281","small molecule metabolic process",1382,28,16.88,"0.05810"
"203","GO:0070920","regulation of production of small RNA involved in gene silencing by RNA",5,1,0.06,"0.05814"
"204","GO:0043243","positive regulation of protein-containing complex disassembly",5,1,0.06,"0.05814"
"205","GO:0031086","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay",5,1,0.06,"0.05814"
"206","GO:0031087","deadenylation-independent decapping of nuclear-transcribed mRNA",5,1,0.06,"0.05814"
"207","GO:0019464","glycine decarboxylation via glycine cleavage system",5,1,0.06,"0.05814"
"208","GO:0034067","protein localization to Golgi apparatus",5,1,0.06,"0.05814"
"209","GO:0006531","aspartate metabolic process",5,1,0.06,"0.05814"
"210","GO:0044375","regulation of peroxisome size",5,1,0.06,"0.05814"
"211","GO:0045053","protein retention in Golgi apparatus",5,1,0.06,"0.05814"
"212","GO:0009249","protein lipoylation",5,1,0.06,"0.05814"
"213","GO:0045827","negative regulation of isoprenoid metabolic process",5,1,0.06,"0.05814"
"214","GO:0080142","regulation of salicylic acid biosynthetic process",5,1,0.06,"0.05814"
"215","GO:0043066","negative regulation of apoptotic process",5,1,0.06,"0.05814"
"216","GO:1901600","strigolactone metabolic process",5,1,0.06,"0.05814"
"217","GO:1901601","strigolactone biosynthetic process",5,1,0.06,"0.05814"
"218","GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway",5,1,0.06,"0.05814"
"219","GO:0000290","deadenylation-dependent decapping of nuclear-transcribed mRNA",5,1,0.06,"0.05814"
"220","GO:0042436","indole-containing compound catabolic process",5,1,0.06,"0.05814"
"221","GO:0043446","cellular alkane metabolic process",5,1,0.06,"0.05814"
"222","GO:0060964","regulation of miRNA-mediated gene silencing",5,1,0.06,"0.05814"
"223","GO:0009862","systemic acquired resistance, salicylic acid mediated signaling pathway",5,1,0.06,"0.05814"
"224","GO:0070413","trehalose metabolism in response to stress",5,1,0.06,"0.05814"
"225","GO:0006997","nucleus organization",33,2,0.4,"0.05847"
"226","GO:0006950","response to stress",2200,52,26.88,"0.05861"
"227","GO:0009733","response to auxin",178,5,2.17,"0.06159"
"228","GO:0043067","regulation of programmed cell death",34,2,0.42,"0.06165"
"229","GO:0009626","plant-type hypersensitive response",35,2,0.43,"0.06489"
"230","GO:0090332","stomatal closure",35,2,0.43,"0.06489"
"231","GO:0120254","olefinic compound metabolic process",35,2,0.43,"0.06489"
"232","GO:0043455","regulation of secondary metabolic process",35,2,0.43,"0.06489"
"233","GO:0043436","oxoacid metabolic process",918,20,11.22,"0.06523"
"234","GO:0055085","transmembrane transport",422,9,5.16,"0.06524"
"235","GO:0009889","regulation of biosynthetic process",1034,26,12.63,"0.06605"
"236","GO:0009642","response to light intensity",183,5,2.24,"0.06767"
"237","GO:1901657","glycosyl compound metabolic process",79,3,0.97,"0.06803"
"238","GO:0034050","programmed cell death induced by symbiont",36,2,0.44,"0.06819"
"239","GO:1901264","carbohydrate derivative transport",36,2,0.44,"0.06819"
"240","GO:0006865","amino acid transport",36,2,0.44,"0.06819"
"241","GO:0043649","dicarboxylic acid catabolic process",6,1,0.07,"0.06935"
"242","GO:0090391","granum assembly",6,1,0.07,"0.06935"
"243","GO:0006546","glycine catabolic process",6,1,0.07,"0.06935"
"244","GO:1902275","regulation of chromatin organization",6,1,0.07,"0.06935"
"245","GO:0014074","response to purine-containing compound",6,1,0.07,"0.06935"
"246","GO:1904659","glucose transmembrane transport",6,1,0.07,"0.06935"
"247","GO:0010483","pollen tube reception",6,1,0.07,"0.06935"
"248","GO:0010072","primary shoot apical meristem specification",6,1,0.07,"0.06935"
"249","GO:0008645","hexose transmembrane transport",6,1,0.07,"0.06935"
"250","GO:0071491","cellular response to red light",6,1,0.07,"0.06935"
"251","GO:0048579","negative regulation of long-day photoperiodism, flowering",6,1,0.07,"0.06935"
"252","GO:0046292","formaldehyde metabolic process",6,1,0.07,"0.06935"
"253","GO:0046294","formaldehyde catabolic process",6,1,0.07,"0.06935"
"254","GO:0019755","one-carbon compound transport",6,1,0.07,"0.06935"
"255","GO:0009605","response to external stimulus",1108,30,13.54,"0.06959"
"256","GO:0009651","response to salt stress",303,7,3.7,"0.07033"
"257","GO:0051702","biological process involved in interaction with symbiont",37,2,0.45,"0.07154"
"258","GO:0009863","salicylic acid mediated signaling pathway",37,2,0.45,"0.07154"
"259","GO:0031348","negative regulation of defense response",37,2,0.45,"0.07154"
"260","GO:0071704","organic substance metabolic process",5490,86,67.07,"0.07235"
"261","GO:0015979","photosynthesis",133,4,1.62,"0.07439"
"262","GO:0048585","negative regulation of response to stimulus",133,4,1.62,"0.07439"
"263","GO:0072665","protein localization to vacuole",38,2,0.46,"0.07494"
"264","GO:0072666","establishment of protein localization to vacuole",38,2,0.46,"0.07494"
"265","GO:0071702","organic substance transport",569,11,6.95,"0.07738"
"266","GO:0006644","phospholipid metabolic process",135,4,1.65,"0.07763"
"267","GO:0006066","alcohol metabolic process",84,3,1.03,"0.07860"
"268","GO:0009753","response to jasmonic acid",205,7,2.5,"0.08024"
"269","GO:0035821","modulation of process of another organism",7,1,0.09,"0.08044"
"270","GO:0010230","alternative respiration",7,1,0.09,"0.08044"
"271","GO:0019048","modulation by virus of host process",7,1,0.09,"0.08044"
"272","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",7,1,0.09,"0.08044"
"273","GO:0045039","protein insertion into mitochondrial inner membrane",7,1,0.09,"0.08044"
"274","GO:0110095","cellular detoxification of aldehyde",7,1,0.09,"0.08044"
"275","GO:0110096","cellular response to aldehyde",7,1,0.09,"0.08044"
"276","GO:0090069","regulation of ribosome biogenesis",7,1,0.09,"0.08044"
"277","GO:0016559","peroxisome fission",7,1,0.09,"0.08044"
"278","GO:0044003","modulation by symbiont of host process",7,1,0.09,"0.08044"
"279","GO:0042981","regulation of apoptotic process",7,1,0.09,"0.08044"
"280","GO:0018216","peptidyl-arginine methylation",7,1,0.09,"0.08044"
"281","GO:0007019","microtubule depolymerization",7,1,0.09,"0.08044"
"282","GO:0019684","photosynthesis, light reaction",85,3,1.04,"0.08080"
"283","GO:0070542","response to fatty acid",206,7,2.52,"0.08160"
"284","GO:0006839","mitochondrial transport",40,2,0.49,"0.08190"
"285","GO:1905039","carboxylic acid transmembrane transport",40,2,0.49,"0.08190"
"286","GO:1903825","organic acid transmembrane transport",40,2,0.49,"0.08190"
"287","GO:0009737","response to abscisic acid",459,14,5.61,"0.08377"
"288","GO:0006325","chromatin organization",139,4,1.7,"0.08433"
"289","GO:0005984","disaccharide metabolic process",41,2,0.5,"0.08545"
"290","GO:0031667","response to nutrient levels",140,4,1.71,"0.08605"
"291","GO:0022414","reproductive process",1505,28,18.39,"0.08853"
"292","GO:0009561","megagametogenesis",42,2,0.51,"0.08904"
"293","GO:0032984","protein-containing complex disassembly",42,2,0.51,"0.08904"
"294","GO:0016573","histone acetylation",42,2,0.51,"0.08904"
"295","GO:0006475","internal protein amino acid acetylation",42,2,0.51,"0.08904"
"296","GO:0018393","internal peptidyl-lysine acetylation",42,2,0.51,"0.08904"
"297","GO:0018394","peptidyl-lysine acetylation",42,2,0.51,"0.08904"
"298","GO:0045332","phospholipid translocation",8,1,0.1,"0.09139"
"299","GO:0006915","apoptotic process",8,1,0.1,"0.09139"
"300","GO:0009643","photosynthetic acclimation",8,1,0.1,"0.09139"
"301","GO:0031930","mitochondria-nucleus signaling pathway",8,1,0.1,"0.09139"
"302","GO:0048015","phosphatidylinositol-mediated signaling",8,1,0.1,"0.09139"
"303","GO:0018195","peptidyl-arginine modification",8,1,0.1,"0.09139"
"304","GO:0071484","cellular response to light intensity",8,1,0.1,"0.09139"
"305","GO:0048572","short-day photoperiodism",8,1,0.1,"0.09139"
"306","GO:0048575","short-day photoperiodism, flowering",8,1,0.1,"0.09139"
"307","GO:0110154","RNA decapping",8,1,0.1,"0.09139"
"308","GO:0110156","methylguanosine-cap decapping",8,1,0.1,"0.09139"
"309","GO:0009407","toxin catabolic process",8,1,0.1,"0.09139"
"310","GO:0000003","reproduction",1511,28,18.46,"0.09156"
"311","GO:0036211","protein modification process",937,16,11.45,"0.09166"
"312","GO:0009553","embryo sac development",90,3,1.1,"0.09217"
"313","GO:0046777","protein autophosphorylation",90,3,1.1,"0.09217"
"314","GO:0043543","protein acylation",90,3,1.1,"0.09217"
"315","GO:0009064","glutamine family amino acid metabolic process",43,2,0.53,"0.09268"
"316","GO:0042180","cellular ketone metabolic process",102,6,1.25,"0.09286"
"317","GO:0006631","fatty acid metabolic process",145,4,1.77,"0.09489"
"318","GO:0018193","peptidyl-amino acid modification",205,5,2.5,"0.09821"
"319","GO:0010015","root morphogenesis",267,6,3.26,"0.09961"
"320","GO:0006869","lipid transport",45,2,0.55,"0.10009"
"321","GO:1901615","organic hydroxy compound metabolic process",207,5,2.53,"0.10128"
"322","GO:0031099","regeneration",9,1,0.11,"0.10222"
"323","GO:0007007","inner mitochondrial membrane organization",9,1,0.11,"0.10222"
"324","GO:1900425","negative regulation of defense response to bacterium",9,1,0.11,"0.10222"
"325","GO:0031053","primary miRNA processing",9,1,0.11,"0.10222"
"326","GO:0000054","ribosomal subunit export from nucleus",9,1,0.11,"0.10222"
"327","GO:0034410","cell wall beta-glucan biosynthetic process",9,1,0.11,"0.10222"
"328","GO:0032922","circadian regulation of gene expression",9,1,0.11,"0.10222"
"329","GO:0048017","inositol lipid-mediated signaling",9,1,0.11,"0.10222"
"330","GO:0000103","sulfate assimilation",9,1,0.11,"0.10222"
"331","GO:0016144","S-glycoside biosynthetic process",9,1,0.11,"0.10222"
"332","GO:0052324","plant-type cell wall cellulose biosynthetic process",9,1,0.11,"0.10222"
"333","GO:0051703","biological process involved in intraspecies interaction between organisms",9,1,0.11,"0.10222"
"334","GO:1900368","regulation of post-transcriptional gene silencing by RNA",9,1,0.11,"0.10222"
"335","GO:0009065","glutamine family amino acid catabolic process",9,1,0.11,"0.10222"
"336","GO:0034204","lipid translocation",9,1,0.11,"0.10222"
"337","GO:0009074","aromatic amino acid family catabolic process",9,1,0.11,"0.10222"
"338","GO:0010115","regulation of abscisic acid biosynthetic process",9,1,0.11,"0.10222"
"339","GO:0010117","photoprotection",9,1,0.11,"0.10222"
"340","GO:0051055","negative regulation of lipid biosynthetic process",9,1,0.11,"0.10222"
"341","GO:0019761","glucosinolate biosynthetic process",9,1,0.11,"0.10222"
"342","GO:0033750","ribosome localization",9,1,0.11,"0.10222"
"343","GO:0019758","glycosinolate biosynthetic process",9,1,0.11,"0.10222"
"344","GO:0006811","ion transport",269,6,3.29,"0.10229"
"345","GO:0071446","cellular response to salicylic acid stimulus",46,2,0.56,"0.10386"
"346","GO:0006082","organic acid metabolic process",978,20,11.95,"0.10394"
"347","GO:0042221","response to chemical",2115,47,25.84,"0.10496"
"348","GO:0009873","ethylene-activated signaling pathway",47,2,0.57,"0.10766"
"349","GO:0002376","immune system process",197,8,2.41,"0.10788"
"350","GO:0042440","pigment metabolic process",152,4,1.86,"0.10795"
"351","GO:0009628","response to abiotic stimulus",1905,47,23.27,"0.10995"
"352","GO:0009311","oligosaccharide metabolic process",48,2,0.59,"0.11150"
"353","GO:0048582","positive regulation of post-embryonic development",48,2,0.59,"0.11150"
"354","GO:0044706","multi-multicellular organism process",154,4,1.88,"0.11183"
"355","GO:0009856","pollination",154,4,1.88,"0.11183"
"356","GO:0042546","cell wall biogenesis",214,5,2.61,"0.11241"
"357","GO:0071705","nitrogen compound transport",474,9,5.79,"0.11289"
"358","GO:0005992","trehalose biosynthetic process",10,1,0.12,"0.11291"
"359","GO:0019853","L-ascorbic acid biosynthetic process",10,1,0.12,"0.11291"
"360","GO:0009904","chloroplast accumulation movement",10,1,0.12,"0.11291"
"361","GO:0009697","salicylic acid biosynthetic process",10,1,0.12,"0.11291"
"362","GO:0006544","glycine metabolic process",10,1,0.12,"0.11291"
"363","GO:0097428","protein maturation by iron-sulfur cluster transfer",10,1,0.12,"0.11291"
"364","GO:0090481","pyrimidine nucleotide-sugar transmembrane transport",10,1,0.12,"0.11291"
"365","GO:0048564","photosystem I assembly",10,1,0.12,"0.11291"
"366","GO:0009828","plant-type cell wall loosening",10,1,0.12,"0.11291"
"367","GO:0015994","chlorophyll metabolic process",99,3,1.21,"0.11417"
"368","GO:0006473","protein acetylation",49,2,0.6,"0.11537"
"369","GO:0048229","gametophyte development",279,6,3.41,"0.11626"
"370","GO:0019752","carboxylic acid metabolic process",776,17,9.48,"0.11702"
"371","GO:0050793","regulation of developmental process",616,11,7.53,"0.11726"
"372","GO:0010628","positive regulation of gene expression",50,2,0.61,"0.11928"
"373","GO:0098754","detoxification",50,2,0.61,"0.11928"
"374","GO:0071369","cellular response to ethylene stimulus",50,2,0.61,"0.11928"
"375","GO:0010090","trichome morphogenesis",50,2,0.61,"0.11928"
