"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"44","GO:0031410","cytoplasmic vesicle",427,10,4.43,"0.21915"
"45","GO:0097708","intracellular vesicle",428,10,4.44,"0.22081"
"46","GO:0005777","peroxisome",176,3,1.82,"0.23500"
"47","GO:0042579","microbody",176,3,1.82,"0.23500"
"48","GO:0031201","SNARE complex",29,1,0.3,"0.24234"
"49","GO:0005622","intracellular anatomical structure",8807,101,91.28,"0.24562"
"50","GO:0016592","mediator complex",31,1,0.32,"0.25672"
"51","GO:0031982","vesicle",450,10,4.66,"0.25828"
"52","GO:0009536","plastid",2803,30,29.05,"0.26261"
"53","GO:0015629","actin cytoskeleton",33,1,0.34,"0.27082"
"54","GO:0090406","pollen tube",34,1,0.35,"0.27778"
"55","GO:0000932","P-body",39,1,0.4,"0.31158"
"56","GO:1902911","protein kinase complex",39,1,0.4,"0.31158"
"57","GO:0120025","plasma membrane bounded cell projection",42,1,0.44,"0.33110"
"58","GO:0042995","cell projection",47,1,0.49,"0.36242"
"59","GO:1902495","transmembrane transporter complex",50,1,0.52,"0.38051"
"60","GO:0036464","cytoplasmic ribonucleoprotein granule",52,1,0.54,"0.39229"
"61","GO:0035770","ribonucleoprotein granule",53,1,0.55,"0.39809"
"62","GO:1990351","transporter complex",53,1,0.55,"0.39809"
"63","GO:0099080","supramolecular complex",152,2,1.58,"0.42557"
"64","GO:0000138","Golgi trans cisterna",59,1,0.61,"0.43179"
"65","GO:0005634","nucleus",4179,41,43.31,"0.43847"
"66","GO:0009705","plant-type vacuole membrane",70,1,0.73,"0.48877"
"67","GO:0016021","integral component of membrane",70,1,0.73,"0.48877"
"68","GO:0031224","intrinsic component of membrane",70,1,0.73,"0.48877"
"69","GO:0016604","nuclear body",72,1,0.75,"0.49850"
"70","GO:0098800","inner mitochondrial membrane protein complex",90,1,0.93,"0.57823"
"71","GO:0099081","supramolecular polymer",92,1,0.95,"0.58628"
"72","GO:0099512","supramolecular fiber",92,1,0.95,"0.58628"
"73","GO:0099513","polymeric cytoskeletal fiber",92,1,0.95,"0.58628"
"74","GO:0098588","bounding membrane of organelle",322,3,3.34,"0.59490"
"75","GO:0005774","vacuolar membrane",110,1,1.14,"0.65215"
"76","GO:0048046","apoplast",113,1,1.17,"0.66206"
"77","GO:0031985","Golgi cisterna",125,1,1.3,"0.69901"
"78","GO:0005743","mitochondrial inner membrane",126,1,1.31,"0.70190"
"79","GO:0098798","mitochondrial protein-containing complex",127,1,1.32,"0.70476"
"80","GO:0005795","Golgi stack",131,1,1.36,"0.71595"
"81","GO:0061695","transferase complex, transferring phosphorus-containing groups",137,1,1.42,"0.73194"
"82","GO:0005730","nucleolus",286,2,2.96,"0.76000"
"83","GO:0005789","endoplasmic reticulum membrane",149,1,1.54,"0.76130"
"84","GO:0031984","organelle subcompartment",664,5,6.88,"0.76375"
"85","GO:0098827","endoplasmic reticulum subcompartment",152,1,1.58,"0.76813"
"86","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",153,1,1.59,"0.77036"
"87","GO:0031966","mitochondrial membrane",155,1,1.61,"0.77476"
"88","GO:0005740","mitochondrial envelope",167,1,1.73,"0.79946"
"89","GO:0098796","membrane protein complex",324,2,3.36,"0.81793"
"90","GO:0019866","organelle inner membrane",177,1,1.83,"0.81798"
"91","GO:0005856","cytoskeleton",178,1,1.84,"0.81973"
"92","GO:0031090","organelle membrane",836,5,8.66,"0.90631"
"93","GO:0031981","nuclear lumen",563,3,5.84,"0.90835"
"94","GO:0005654","nucleoplasm",258,1,2.67,"0.91719"
"95","GO:0140535","intracellular protein-containing complex",443,2,4.59,"0.92730"
"96","GO:0031974","membrane-enclosed lumen",655,3,6.79,"0.95241"
"97","GO:0070013","intracellular organelle lumen",655,3,6.79,"0.95241"
"98","GO:0043233","organelle lumen",655,3,6.79,"0.95241"
"99","GO:0005739","mitochondrion",1631,10,16.9,"0.95674"
"100","GO:0005829","cytosol",1443,8,14.96,"0.97122"
"101","GO:0043228","non-membrane-bounded organelle",904,4,9.37,"0.97614"
"102","GO:0043232","intracellular non-membrane-bounded organelle",904,4,9.37,"0.97614"
"103","GO:0009941","chloroplast envelope",402,1,4.17,"0.97984"
"104","GO:1990234","transferase complex",429,1,4.45,"0.98456"
"105","GO:0009570","chloroplast stroma",486,1,5.04,"0.99122"
"106","GO:0009532","plastid stroma",495,1,5.13,"0.99197"
"107","GO:0140513","nuclear protein-containing complex",521,1,5.4,"0.99380"
"108","GO:0031975","envelope",746,2,7.73,"0.99445"
"109","GO:0031967","organelle envelope",746,2,7.73,"0.99445"
"110","GO:0009526","plastid envelope",538,1,5.58,"0.99477"
"111","GO:0032991","protein-containing complex",1684,6,17.45,"0.99926"
"112","GO:1902494","catalytic complex",753,1,7.8,"0.99940"
"113","GO:0000323","lytic vacuole",23,1,0.24,"1.00000"
"114","GO:0043226","organelle",8165,95,84.62,"1.00000"
"115","GO:0043227","membrane-bounded organelle",8072,95,83.66,"1.00000"
"116","GO:0043229","intracellular organelle",8161,95,84.58,"1.00000"
"117","GO:0000015","phosphopyruvate hydratase complex",2,0,0.02,"1.00000"
"118","GO:0000109","nucleotide-excision repair complex",5,0,0.05,"1.00000"
"119","GO:0000110","nucleotide-excision repair factor 1 complex",2,0,0.02,"1.00000"
"120","GO:0000111","nucleotide-excision repair factor 2 complex",1,0,0.01,"1.00000"
"121","GO:0000112","nucleotide-excision repair factor 3 complex",1,0,0.01,"1.00000"
"122","GO:0000118","histone deacetylase complex",38,0,0.39,"1.00000"
"123","GO:0000120","RNA polymerase I transcription regulator complex",3,0,0.03,"1.00000"
"124","GO:0000123","histone acetyltransferase complex",33,0,0.34,"1.00000"
"125","GO:0000124","SAGA complex",10,0,0.1,"1.00000"
"126","GO:0000127","transcription factor TFIIIC complex",5,0,0.05,"1.00000"
"127","GO:0000137","Golgi cis cisterna",30,0,0.31,"1.00000"
"128","GO:0000145","exocyst",15,0,0.16,"1.00000"
"129","GO:0000148","1,3-beta-D-glucan synthase complex",9,0,0.09,"1.00000"
"130","GO:0000151","ubiquitin ligase complex",179,0,1.86,"1.00000"
"131","GO:0000152","nuclear ubiquitin ligase complex",15,0,0.16,"1.00000"
"132","GO:0000153","cytoplasmic ubiquitin ligase complex",6,0,0.06,"1.00000"
"133","GO:0000159","protein phosphatase type 2A complex",9,0,0.09,"1.00000"
"134","GO:0000164","protein phosphatase type 1 complex",4,0,0.04,"1.00000"
"135","GO:0000172","ribonuclease MRP complex",3,0,0.03,"1.00000"
"136","GO:0000176","nuclear exosome (RNase complex)",11,0,0.11,"1.00000"
"137","GO:0000177","cytoplasmic exosome (RNase complex)",10,0,0.1,"1.00000"
"138","GO:0000178","exosome (RNase complex)",17,0,0.18,"1.00000"
"139","GO:0000214","tRNA-intron endonuclease complex",2,0,0.02,"1.00000"
"140","GO:0000220","vacuolar proton-transporting V-type ATPase, V0 domain",3,0,0.03,"1.00000"
"141","GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain",3,0,0.03,"1.00000"
"142","GO:0000228","nuclear chromosome",75,0,0.78,"1.00000"
"143","GO:0000243","commitment complex",7,0,0.07,"1.00000"
"144","GO:0000274","mitochondrial proton-transporting ATP synthase, stator stalk",2,0,0.02,"1.00000"
"145","GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",6,0,0.06,"1.00000"
"146","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",5,0,0.05,"1.00000"
"147","GO:0000307","cyclin-dependent protein kinase holoenzyme complex",17,0,0.18,"1.00000"
"148","GO:0000311","plastid large ribosomal subunit",5,0,0.05,"1.00000"
"149","GO:0000312","plastid small ribosomal subunit",2,0,0.02,"1.00000"
"150","GO:0000313","organellar ribosome",30,0,0.31,"1.00000"
"151","GO:0000314","organellar small ribosomal subunit",10,0,0.1,"1.00000"
"152","GO:0000315","organellar large ribosomal subunit",19,0,0.2,"1.00000"
"153","GO:0000333","telomerase catalytic core complex",1,0,0.01,"1.00000"
"154","GO:0000346","transcription export complex",5,0,0.05,"1.00000"
"155","GO:0000347","THO complex",11,0,0.11,"1.00000"
"156","GO:0000407","phagophore assembly site",15,0,0.16,"1.00000"
"157","GO:0000408","EKC/KEOPS complex",3,0,0.03,"1.00000"
"158","GO:0000417","HIR complex",1,0,0.01,"1.00000"
"159","GO:0000418","RNA polymerase IV complex",9,0,0.09,"1.00000"
"160","GO:0000419","RNA polymerase V complex",12,0,0.12,"1.00000"
"161","GO:0000421","autophagosome membrane",2,0,0.02,"1.00000"
"162","GO:0000427","plastid-encoded plastid RNA polymerase complex",10,0,0.1,"1.00000"
"163","GO:0000428","DNA-directed RNA polymerase complex",84,0,0.87,"1.00000"
"164","GO:0000439","transcription factor TFIIH core complex",4,0,0.04,"1.00000"
"165","GO:0000445","THO complex part of transcription export complex",5,0,0.05,"1.00000"
"166","GO:0000502","proteasome complex",33,0,0.34,"1.00000"
"167","GO:0000506","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex",3,0,0.03,"1.00000"
"168","GO:0000775","chromosome, centromeric region",25,0,0.26,"1.00000"
"169","GO:0000776","kinetochore",11,0,0.11,"1.00000"
"170","GO:0000779","condensed chromosome, centromeric region",15,0,0.16,"1.00000"
"171","GO:0000781","chromosome, telomeric region",3,0,0.03,"1.00000"
"172","GO:0000782","telomere cap complex",2,0,0.02,"1.00000"
"173","GO:0000783","nuclear telomere cap complex",2,0,0.02,"1.00000"
"174","GO:0000785","chromatin",110,0,1.14,"1.00000"
"175","GO:0000786","nucleosome",6,0,0.06,"1.00000"
"176","GO:0000791","euchromatin",8,0,0.08,"1.00000"
"177","GO:0000792","heterochromatin",7,0,0.07,"1.00000"
"178","GO:0000793","condensed chromosome",38,0,0.39,"1.00000"
"179","GO:0000794","condensed nuclear chromosome",12,0,0.12,"1.00000"
"180","GO:0000795","synaptonemal complex",1,0,0.01,"1.00000"
"181","GO:0000796","condensin complex",4,0,0.04,"1.00000"
"182","GO:0000808","origin recognition complex",5,0,0.05,"1.00000"
"183","GO:0000811","GINS complex",3,0,0.03,"1.00000"
"184","GO:0000812","Swr1 complex",12,0,0.12,"1.00000"
"185","GO:0000813","ESCRT I complex",5,0,0.05,"1.00000"
"186","GO:0000814","ESCRT II complex",3,0,0.03,"1.00000"
"187","GO:0000815","ESCRT III complex",8,0,0.08,"1.00000"
"188","GO:0000835","ER ubiquitin ligase complex",3,0,0.03,"1.00000"
"189","GO:0000836","Hrd1p ubiquitin ligase complex",3,0,0.03,"1.00000"
"190","GO:0000839","Hrd1p ubiquitin ligase ERAD-L complex",2,0,0.02,"1.00000"
"191","GO:0000922","spindle pole",7,0,0.07,"1.00000"
"192","GO:0000923","equatorial microtubule organizing center",4,0,0.04,"1.00000"
"193","GO:0000930","gamma-tubulin complex",6,0,0.06,"1.00000"
"194","GO:0000931","gamma-tubulin ring complex",1,0,0.01,"1.00000"
"195","GO:0000938","GARP complex",3,0,0.03,"1.00000"
"196","GO:0000939","inner kinetochore",1,0,0.01,"1.00000"
"197","GO:0000974","Prp19 complex",9,0,0.09,"1.00000"
"198","GO:0001401","SAM complex",5,0,0.05,"1.00000"
"199","GO:0001405","PAM complex, Tim23 associated import motor",5,0,0.05,"1.00000"
"200","GO:0001650","fibrillar center",1,0,0.01,"1.00000"
"201","GO:0001673","male germ cell nucleus",1,0,0.01,"1.00000"
"202","GO:0002144","cytosolic tRNA wobble base thiouridylase complex",1,0,0.01,"1.00000"
"203","GO:0002178","palmitoyltransferase complex",3,0,0.03,"1.00000"
"204","GO:0002189","ribose phosphate diphosphokinase complex",2,0,0.02,"1.00000"
"205","GO:0005635","nuclear envelope",64,0,0.66,"1.00000"
"206","GO:0005637","nuclear inner membrane",2,0,0.02,"1.00000"
"207","GO:0005640","nuclear outer membrane",3,0,0.03,"1.00000"
"208","GO:0005643","nuclear pore",28,0,0.29,"1.00000"
"209","GO:0005652","nuclear lamina",2,0,0.02,"1.00000"
"210","GO:0005655","nucleolar ribonuclease P complex",4,0,0.04,"1.00000"
"211","GO:0005656","nuclear pre-replicative complex",2,0,0.02,"1.00000"
"212","GO:0005657","replication fork",24,0,0.25,"1.00000"
"213","GO:0005658","alpha DNA polymerase:primase complex",3,0,0.03,"1.00000"
"214","GO:0005662","DNA replication factor A complex",4,0,0.04,"1.00000"
"215","GO:0005663","DNA replication factor C complex",7,0,0.07,"1.00000"
"216","GO:0005664","nuclear origin of replication recognition complex",5,0,0.05,"1.00000"
"217","GO:0005665","RNA polymerase II, core complex",12,0,0.12,"1.00000"
"218","GO:0005666","RNA polymerase III complex",15,0,0.16,"1.00000"
"219","GO:0005667","transcription regulator complex",67,0,0.69,"1.00000"
"220","GO:0005668","RNA polymerase transcription factor SL1 complex",1,0,0.01,"1.00000"
"221","GO:0005669","transcription factor TFIID complex",12,0,0.12,"1.00000"
"222","GO:0005672","transcription factor TFIIA complex",2,0,0.02,"1.00000"
"223","GO:0005673","transcription factor TFIIE complex",2,0,0.02,"1.00000"
"224","GO:0005674","transcription factor TFIIF complex",3,0,0.03,"1.00000"
"225","GO:0005675","transcription factor TFIIH holo complex",9,0,0.09,"1.00000"
"226","GO:0005677","chromatin silencing complex",6,0,0.06,"1.00000"
"227","GO:0005680","anaphase-promoting complex",11,0,0.11,"1.00000"
"228","GO:0005681","spliceosomal complex",100,0,1.04,"1.00000"
"229","GO:0005682","U5 snRNP",8,0,0.08,"1.00000"
"230","GO:0005684","U2-type spliceosomal complex",33,0,0.34,"1.00000"
"231","GO:0005685","U1 snRNP",12,0,0.12,"1.00000"
"232","GO:0005686","U2 snRNP",14,0,0.15,"1.00000"
"233","GO:0005687","U4 snRNP",5,0,0.05,"1.00000"
"234","GO:0005688","U6 snRNP",6,0,0.06,"1.00000"
"235","GO:0005689","U12-type spliceosomal complex",14,0,0.15,"1.00000"
"236","GO:0005694","chromosome",211,0,2.19,"1.00000"
"237","GO:0005697","telomerase holoenzyme complex",3,0,0.03,"1.00000"
"238","GO:0005712","chiasma",1,0,0.01,"1.00000"
"239","GO:0005721","pericentric heterochromatin",1,0,0.01,"1.00000"
"240","GO:0005731","nucleolus organizer region",1,0,0.01,"1.00000"
"241","GO:0005732","sno(s)RNA-containing ribonucleoprotein complex",16,0,0.17,"1.00000"
"242","GO:0005736","RNA polymerase I complex",10,0,0.1,"1.00000"
"243","GO:0005741","mitochondrial outer membrane",31,0,0.32,"1.00000"
"244","GO:0005742","mitochondrial outer membrane translocase complex",9,0,0.09,"1.00000"
"245","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex",13,0,0.13,"1.00000"
"246","GO:0005745","m-AAA complex",2,0,0.02,"1.00000"
"247","GO:0005746","mitochondrial respirasome",54,0,0.56,"1.00000"
"248","GO:0005747","mitochondrial respiratory chain complex I",36,0,0.37,"1.00000"
"249","GO:0005749","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",5,0,0.05,"1.00000"
"250","GO:0005750","mitochondrial respiratory chain complex III",9,0,0.09,"1.00000"
"251","GO:0005751","mitochondrial respiratory chain complex IV",2,0,0.02,"1.00000"
"252","GO:0005753","mitochondrial proton-transporting ATP synthase complex",12,0,0.12,"1.00000"
"253","GO:0005758","mitochondrial intermembrane space",11,0,0.11,"1.00000"
"254","GO:0005759","mitochondrial matrix",74,0,0.77,"1.00000"
"255","GO:0005761","mitochondrial ribosome",22,0,0.23,"1.00000"
"256","GO:0005762","mitochondrial large ribosomal subunit",14,0,0.15,"1.00000"
"257","GO:0005763","mitochondrial small ribosomal subunit",8,0,0.08,"1.00000"
"258","GO:0005765","lysosomal membrane",5,0,0.05,"1.00000"
"259","GO:0005769","early endosome",20,0,0.21,"1.00000"
"260","GO:0005770","late endosome",45,0,0.47,"1.00000"
"261","GO:0005771","multivesicular body",19,0,0.2,"1.00000"
"262","GO:0005776","autophagosome",13,0,0.13,"1.00000"
"263","GO:0005778","peroxisomal membrane",19,0,0.2,"1.00000"
"264","GO:0005782","peroxisomal matrix",4,0,0.04,"1.00000"
"265","GO:0005784","Sec61 translocon complex",2,0,0.02,"1.00000"
"266","GO:0005785","signal recognition particle receptor complex",1,0,0.01,"1.00000"
"267","GO:0005786","signal recognition particle, endoplasmic reticulum targeting",6,0,0.06,"1.00000"
"268","GO:0005787","signal peptidase complex",5,0,0.05,"1.00000"
"269","GO:0005788","endoplasmic reticulum lumen",7,0,0.07,"1.00000"
"270","GO:0005791","rough endoplasmic reticulum",4,0,0.04,"1.00000"
"271","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",9,0,0.09,"1.00000"
"272","GO:0005796","Golgi lumen",1,0,0.01,"1.00000"
"273","GO:0005797","Golgi medial cisterna",36,0,0.37,"1.00000"
"274","GO:0005798","Golgi-associated vesicle",27,0,0.28,"1.00000"
"275","GO:0005801","cis-Golgi network",12,0,0.12,"1.00000"
"276","GO:0005811","lipid droplet",13,0,0.13,"1.00000"
"277","GO:0005813","centrosome",18,0,0.19,"1.00000"
"278","GO:0005814","centriole",1,0,0.01,"1.00000"
"279","GO:0005815","microtubule organizing center",23,0,0.24,"1.00000"
"280","GO:0005819","spindle",42,0,0.44,"1.00000"
"281","GO:0005828","kinetochore microtubule",4,0,0.04,"1.00000"
"282","GO:0005832","chaperonin-containing T-complex",8,0,0.08,"1.00000"
"283","GO:0005834","heterotrimeric G-protein complex",3,0,0.03,"1.00000"
"284","GO:0005838","proteasome regulatory particle",17,0,0.18,"1.00000"
"285","GO:0005839","proteasome core complex",13,0,0.13,"1.00000"
"286","GO:0005840","ribosome",187,0,1.94,"1.00000"
"287","GO:0005844","polysome",12,0,0.12,"1.00000"
"288","GO:0005845","mRNA cap binding complex",7,0,0.07,"1.00000"
"289","GO:0005846","nuclear cap binding complex",3,0,0.03,"1.00000"
"290","GO:0005847","mRNA cleavage and polyadenylation specificity factor complex",9,0,0.09,"1.00000"
"291","GO:0005849","mRNA cleavage factor complex",14,0,0.15,"1.00000"
"292","GO:0005850","eukaryotic translation initiation factor 2 complex",3,0,0.03,"1.00000"
"293","GO:0005851","eukaryotic translation initiation factor 2B complex",5,0,0.05,"1.00000"
"294","GO:0005852","eukaryotic translation initiation factor 3 complex",14,0,0.15,"1.00000"
"295","GO:0005853","eukaryotic translation elongation factor 1 complex",2,0,0.02,"1.00000"
"296","GO:0005854","nascent polypeptide-associated complex",3,0,0.03,"1.00000"
"297","GO:0005868","cytoplasmic dynein complex",2,0,0.02,"1.00000"
"298","GO:0005869","dynactin complex",1,0,0.01,"1.00000"
"299","GO:0005871","kinesin complex",13,0,0.13,"1.00000"
"300","GO:0005872","minus-end kinesin complex",1,0,0.01,"1.00000"
"301","GO:0005874","microtubule",85,0,0.88,"1.00000"
"302","GO:0005875","microtubule associated complex",32,0,0.33,"1.00000"
"303","GO:0005876","spindle microtubule",14,0,0.15,"1.00000"
"304","GO:0005880","nuclear microtubule",4,0,0.04,"1.00000"
"305","GO:0005881","cytoplasmic microtubule",27,0,0.28,"1.00000"
"306","GO:0005885","Arp2/3 protein complex",8,0,0.08,"1.00000"
"307","GO:0005905","clathrin-coated pit",14,0,0.15,"1.00000"
"308","GO:0005938","cell cortex",66,0,0.68,"1.00000"
"309","GO:0005942","phosphatidylinositol 3-kinase complex",5,0,0.05,"1.00000"
"310","GO:0005947","mitochondrial alpha-ketoglutarate dehydrogenase complex",2,0,0.02,"1.00000"
"311","GO:0005948","acetolactate synthase complex",1,0,0.01,"1.00000"
"312","GO:0005950","anthranilate synthase complex",1,0,0.01,"1.00000"
"313","GO:0005951","carbamoyl-phosphate synthase complex",2,0,0.02,"1.00000"
"314","GO:0005952","cAMP-dependent protein kinase complex",1,0,0.01,"1.00000"
"315","GO:0005953","CAAX-protein geranylgeranyltransferase complex",2,0,0.02,"1.00000"
"316","GO:0005955","calcineurin complex",1,0,0.01,"1.00000"
"317","GO:0005956","protein kinase CK2 complex",3,0,0.03,"1.00000"
"318","GO:0005958","DNA-dependent protein kinase-DNA ligase 4 complex",1,0,0.01,"1.00000"
"319","GO:0005960","glycine cleavage complex",3,0,0.03,"1.00000"
"320","GO:0005965","protein farnesyltransferase complex",2,0,0.02,"1.00000"
"321","GO:0005967","mitochondrial pyruvate dehydrogenase complex",1,0,0.01,"1.00000"
"322","GO:0005968","Rab-protein geranylgeranyltransferase complex",4,0,0.04,"1.00000"
"323","GO:0005971","ribonucleoside-diphosphate reductase complex",1,0,0.01,"1.00000"
"324","GO:0008021","synaptic vesicle",1,0,0.01,"1.00000"
"325","GO:0008023","transcription elongation factor complex",16,0,0.17,"1.00000"
"326","GO:0008024","cyclin/CDK positive transcription elongation factor complex",1,0,0.01,"1.00000"
"327","GO:0008180","COP9 signalosome",7,0,0.07,"1.00000"
"328","GO:0008250","oligosaccharyltransferase complex",7,0,0.07,"1.00000"
"329","GO:0008275","gamma-tubulin small complex",2,0,0.02,"1.00000"
"330","GO:0008278","cohesin complex",2,0,0.02,"1.00000"
"331","GO:0008287","protein serine/threonine phosphatase complex",15,0,0.16,"1.00000"
"332","GO:0008290","F-actin capping protein complex",2,0,0.02,"1.00000"
"333","GO:0008303","caspase complex",5,0,0.05,"1.00000"
"334","GO:0008352","katanin complex",3,0,0.03,"1.00000"
"335","GO:0008540","proteasome regulatory particle, base subcomplex",9,0,0.09,"1.00000"
"336","GO:0008541","proteasome regulatory particle, lid subcomplex",7,0,0.07,"1.00000"
"337","GO:0008622","epsilon DNA polymerase complex",3,0,0.03,"1.00000"
"338","GO:0008623","CHRAC",1,0,0.01,"1.00000"
"339","GO:0009295","nucleoid",43,0,0.45,"1.00000"
"340","GO:0009317","acetyl-CoA carboxylase complex",2,0,0.02,"1.00000"
"341","GO:0009328","phenylalanine-tRNA ligase complex",2,0,0.02,"1.00000"
"342","GO:0009330","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",3,0,0.03,"1.00000"
"343","GO:0009331","glycerol-3-phosphate dehydrogenase complex",2,0,0.02,"1.00000"
"344","GO:0009337","sulfite reductase complex (NADPH)",1,0,0.01,"1.00000"
"345","GO:0009341","beta-galactosidase complex",1,0,0.01,"1.00000"
"346","GO:0009349","riboflavin synthase complex",1,0,0.01,"1.00000"
"347","GO:0009360","DNA polymerase III complex",3,0,0.03,"1.00000"
"348","GO:0009361","succinate-CoA ligase complex (ADP-forming)",1,0,0.01,"1.00000"
"349","GO:0009368","endopeptidase Clp complex",9,0,0.09,"1.00000"
"350","GO:0009501","amyloplast",1,0,0.01,"1.00000"
"351","GO:0009503","thylakoid light-harvesting complex",5,0,0.05,"1.00000"
"352","GO:0009509","chromoplast",2,0,0.02,"1.00000"
"353","GO:0009510","plasmodesmatal desmotubule",2,0,0.02,"1.00000"
"354","GO:0009511","plasmodesmatal endoplasmic reticulum",2,0,0.02,"1.00000"
"355","GO:0009512","cytochrome b6f complex",2,0,0.02,"1.00000"
"356","GO:0009513","etioplast",2,0,0.02,"1.00000"
"357","GO:0009514","glyoxysome",1,0,0.01,"1.00000"
"358","GO:0009515","granal stacked thylakoid",4,0,0.04,"1.00000"
"359","GO:0009516","leucoplast",1,0,0.01,"1.00000"
"360","GO:0009517","PSII associated light-harvesting complex II",5,0,0.05,"1.00000"
"361","GO:0009521","photosystem",31,0,0.32,"1.00000"
"362","GO:0009522","photosystem I",11,0,0.11,"1.00000"
"363","GO:0009523","photosystem II",21,0,0.22,"1.00000"
"364","GO:0009524","phragmoplast",41,0,0.42,"1.00000"
"365","GO:0009527","plastid outer membrane",35,0,0.36,"1.00000"
"366","GO:0009528","plastid inner membrane",51,0,0.53,"1.00000"
"367","GO:0009529","plastid intermembrane space",1,0,0.01,"1.00000"
"368","GO:0009531","secondary cell wall",8,0,0.08,"1.00000"
"369","GO:0009533","chloroplast stromal thylakoid",7,0,0.07,"1.00000"
"370","GO:0009534","chloroplast thylakoid",274,0,2.84,"1.00000"
"371","GO:0009535","chloroplast thylakoid membrane",197,0,2.04,"1.00000"
"372","GO:0009537","proplastid",1,0,0.01,"1.00000"
"373","GO:0009538","photosystem I reaction center",6,0,0.06,"1.00000"
"374","GO:0009539","photosystem II reaction center",1,0,0.01,"1.00000"
"375","GO:0009542","granum",4,0,0.04,"1.00000"
"376","GO:0009543","chloroplast thylakoid lumen",30,0,0.31,"1.00000"
"377","GO:0009544","chloroplast ATP synthase complex",2,0,0.02,"1.00000"
"378","GO:0009547","plastid ribosome",8,0,0.08,"1.00000"
"379","GO:0009551","secondary plasmodesma",1,0,0.01,"1.00000"
"380","GO:0009569","chloroplast starch grain",6,0,0.06,"1.00000"
"381","GO:0009571","proplastid stroma",1,0,0.01,"1.00000"
"382","GO:0009574","preprophase band",13,0,0.13,"1.00000"
"383","GO:0009575","chromoplast stroma",1,0,0.01,"1.00000"
"384","GO:0009579","thylakoid",340,0,3.52,"1.00000"
