,target_id,AT_gene_id,Symbol,Description,Position
11,Dm_00001366-RA,AT1G30755.6, Symbols: PSI2 , PSK SIMULATOR 2 , chr1:10905991-10908773 REVERSE LENGTH=615
12,Dm_00006151-RA,NA,,,
13,Dm_00009307-RA,AT1G64280.1," Symbols: NIM1, ATNPR1, SAI1, NPR1 "," NONEXPRESSER OF PR GENES 1, SALICYLIC ACID INSENSITIVE 1, NON-INDUCIBLE IMMUNITY 1, ARABIDOPSIS NONEXPRESSER OF PR GENES 1 ", chr1:23853329-23855407 REVERSE LENGTH=593
14,Dm_00010528-RA,AT5G04930.1, Symbols: ALA1 , aminophospholipid ATPase 1 , chr5:1445509-1449568 FORWARD LENGTH=1158
15,Dm_00010608-RA,NA,,,
16,Dm_00013860-RA,AT2G14750.1," Symbols: APK, APK1, ATAKN1, AKN1 "," APS KINASE 1, ADENOSINE-5'-PHOSPHOSULFATE (APS) KINASE 1, APS kinase ", chr2:6314128-6315501 FORWARD LENGTH=276
17,Dm_00014261-RA,AT5G48340.4, Symbols: no symbol available , no full name available , chr5:19590785-19592487 FORWARD LENGTH=510
18,Dm_00016470-RA,AT5G62350.1, Symbols: no symbol available , no full name available , chr5:25037504-25038112 FORWARD LENGTH=202
19,Dm_00018264-RA,AT2G30540.1, Symbols: ROXY7 ,  , chr2:13011259-13011567 REVERSE LENGTH=102
20,Dm_00019581-RA,AT5G47870.1," Symbols: RAD52-2, ODB2, RAD52-2B "," radiation sensitive 52-2, Organellar DNA-Binding protein 2 ", chr5:19384555-19385808 REVERSE LENGTH=199
21,Dm_00000603-RA,AT5G47910.1," Symbols: ATRBOHD, RBOHD, DELT1 ", respiratory burst oxidase homologue D , chr5:19397585-19401768 FORWARD LENGTH=921
22,Dm_00001819-RA,AT3G17100.2, Symbols: AIF3 , ATBS1 Interacting Factor 3 , chr3:5831552-5832244 FORWARD LENGTH=230
23,Dm_00002904-RA,AT1G61210.1," Symbols: KTN80.2, DWA3 "," DWD hypersensitive to ABA 3, Katanin p80 subunit 2 ", chr1:22564785-22571555 FORWARD LENGTH=1181
24,Dm_00003178-RA,AT1G69260.1, Symbols: AFP1 , ABI five binding protein , chr1:26039314-26040570 FORWARD LENGTH=345
25,Dm_00003242-RA,AT1G60950.1," Symbols: ATFD2, FD2, FED A ", FERREDOXIN 2 , chr1:22444565-22445011 FORWARD LENGTH=148
26,Dm_00005014-RA,AT3G51130.1, Symbols: no symbol available , no full name available , chr3:18994219-18997180 FORWARD LENGTH=410
27,Dm_00005879-RA,AT1G15960.1," Symbols: ATNRAMP6, NRAMP6 ", NRAMP metal ion transporter 6 , chr1:5482202-5485066 REVERSE LENGTH=527
28,Dm_00006067-RA,AT1G26480.1," Symbols: GF14 IOTA, GRF12 ", general regulatory factor 12 , chr1:9156573-9157845 REVERSE LENGTH=268
29,Dm_00008277-RA,AT3G47710.1," Symbols: PRE4, BNQ3, BHLH161 "," BANQUO 3, BASIC HELIX-LOOP-HELIX PROTEIN 161 ", chr3:17590729-17591455 FORWARD LENGTH=92
30,Dm_00008809-RA,AT5G18170.1, Symbols: GDH1 , glutamate dehydrogenase 1 , chr5:6006172-6008248 FORWARD LENGTH=411
31,Dm_00009477-RA,AT5G59700.1, Symbols: no symbol available , no full name available , chr5:24052613-24055102 REVERSE LENGTH=829
32,Dm_00018080-RA,AT5G67480.3," Symbols: BT4, ATBT4 ", BTB and TAZ domain protein 4 , chr5:26931055-26932496 REVERSE LENGTH=372
33,Dm_00018382-RA,AT2G05940.1," Symbols: RIPK, PBL14 "," PBS1-LIKE 14, RPM1-induced protein kinase ", chr2:2287514-2289270 REVERSE LENGTH=462
34,Dm_00019713-RA,AT1G04240.1," Symbols: SHY2, IAA3 "," SHORT HYPOCOTYL 2, indole-3-acetic acid inducible 3 ", chr1:1128564-1129319 REVERSE LENGTH=189
35,Dm_00001157-RA,AT3G50700.1," Symbols: AtIDD2, IDD2 ", indeterminate(ID)-domain 2 , chr3:18840945-18842829 FORWARD LENGTH=452
36,Dm_00001309-RA,AT3G19830.4," Symbols: NTMC2T5.2, NTMC2TYPE5.2 ",  , chr3:6886338-6889974 REVERSE LENGTH=693
37,Dm_00007196-RA,AT1G32470.1, Symbols: GDC-H1 ,  , chr1:11739479-11740246 REVERSE LENGTH=166
38,Dm_00008480-RA,AT3G13340.3, Symbols: no symbol available , no full name available , chr3:4332370-4334603 FORWARD LENGTH=447
39,Dm_00010959-RA,AT1G16080.1, Symbols: no symbol available , no full name available , chr1:5514394-5515761 FORWARD LENGTH=313
40,Dm_00015419-RA,AT5G41760.2, Symbols: no symbol available , no full name available , chr5:16706978-16709204 FORWARD LENGTH=340
41,Dm_00003552-RA,AT1G08800.4, Symbols: MyoB1 , myosin binding protein 1 , chr1:2813578-2817078 REVERSE LENGTH=1113
42,Dm_00012498-RA,AT5G61960.9," Symbols: ML1, AML1 ", MEI2-like protein 1 , chr5:24879001-24883553 REVERSE LENGTH=908
43,Dm_00017591-RA,AT1G29690.1," Symbols: CAD1, NSL2 "," CONSTITUTIVE ACTIVE DEFENSE 1, necrotic spotted lesion 2, constitutively activated cell death 1 ", chr1:10379310-10381861 REVERSE LENGTH=561
44,Dm_00002777-RA,AT1G68360.1, Symbols: GIS3 , GLABROUS INFLORESCENCE STEMS 3 , chr1:25621678-25622412 REVERSE LENGTH=244
45,Dm_00007743-RA,AT1G67120.1," Symbols: MDN1, AtMDN1 ", MIDASIN 1 , chr1:25069727-25095526 REVERSE LENGTH=5393
46,Dm_00009028-RA,AT1G65230.1, Symbols: no symbol available , no full name available , chr1:24229167-24230764 FORWARD LENGTH=286
47,Dm_00001587-RA,AT3G08860.2, Symbols: PYD4 , PYRIMIDINE 4 , chr3:2696892-2699087 REVERSE LENGTH=468
48,Dm_00001873-RA,AT5G63770.2," Symbols: DGK2, ATDGK2 ", diacylglycerol kinase 2 , chr5:25519293-25522404 FORWARD LENGTH=712
49,Dm_00004972-RA,NA,,,
50,Dm_00018933-RA,AT5G10460.1, Symbols: no symbol available , no full name available , chr5:3287822-3289844 FORWARD LENGTH=306
51,Dm_00020511-RA,AT1G67580.2, Symbols: CDKG2 , CYCLIN-DEPENDENT KINASE G2 , chr1:25327727-25330965 REVERSE LENGTH=752
52,Dm_00000816-RA,AT3G22840.1," Symbols: ELIP1, ELIP ", EARLY LIGHT-INDUCABLE PROTEIN , chr3:8084628-8085445 REVERSE LENGTH=195
53,Dm_00003591-RA,AT4G26670.1, Symbols: HP20 , hypothetical protein 20 , chr4:13452257-13453579 FORWARD LENGTH=210
54,Dm_00004413-RA,AT1G71010.1, Symbols: FAB1C , FORMS APLOID AND BINUCLEATE CELLS 1C , chr1:26782839-26788712 FORWARD LENGTH=1648
55,Dm_00005149-RA,AT3G62550.1, Symbols: no symbol available , no full name available , chr3:23136194-23137074 FORWARD LENGTH=162
56,Dm_00010126-RA,AT5G40780.1," Symbols: AtLHT1, LHT1 ", lysine histidine transporter 1 , chr5:16323823-16327082 FORWARD LENGTH=446
57,Dm_00010659-RA,AT1G11700.1, Symbols: no symbol available , no full name available , chr1:3945852-3946457 FORWARD LENGTH=201
58,Dm_00016349-RA,AT1G10020.1, Symbols: no symbol available , no full name available , chr1:3269939-3271732 REVERSE LENGTH=461
59,Dm_00001973-RA,NA,,,
60,Dm_00016461-RA,AT2G44060.2, Symbols: LEA26 , late embryogenesis abundant 26 , chr2:18226922-18227988 FORWARD LENGTH=325
61,Dm_00018071-RA,AT3G08820.1, Symbols: no symbol available , no full name available , chr3:2677122-2679179 REVERSE LENGTH=685
62,Dm_00000296-RA,AT4G24900.1, Symbols: TTL ," TITAN-like, transthyretin-like protein ", chr4:12814867-12817388 FORWARD LENGTH=421
63,Dm_00002159-RA,AT5G54830.1, Symbols: no symbol available , no full name available , chr5:22273394-22276117 FORWARD LENGTH=907
64,Dm_00003526-RA,AT2G29510.1, Symbols: no symbol available , no full name available , chr2:12635231-12637838 FORWARD LENGTH=839
65,Dm_00004330-RA,AT2G21530.1, Symbols: no symbol available , no full name available , chr2:9219372-9220464 FORWARD LENGTH=209
66,Dm_00015132-RA,AT5G13570.1," Symbols: DCP2, TDT, ATDCP2, ITS1 "," TRIDENT, decapping 2, INCREASED TRANSGENE SILENCING 1 ", chr5:4367532-4369992 FORWARD LENGTH=373
67,Dm_00016184-RA,AT5G47070.1, Symbols: PBL19 , PBS1-like 19 , chr5:19118683-19120528 REVERSE LENGTH=410
68,Dm_00020951-RA,AT3G20770.1," Symbols: AtEIN3, EIN3 ", ETHYLENE-INSENSITIVE3 , chr3:7260702-7262588 REVERSE LENGTH=628
69,Dm_00008528-RA,AT4G16430.1," Symbols: bHLH3, bHLH003, JAM3, bHLH03 ", Jasmonate Associated MYC2 LIKE 3 , chr4:9267599-9269002 FORWARD LENGTH=467
70,Dm_00013393-RA,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
71,Dm_00020562-RA,AT3G47430.1, Symbols: PEX11B , peroxin 11B , chr3:17480798-17481692 FORWARD LENGTH=227
72,Dm_00008420-RA,AT3G57830.3, Symbols: no symbol available , no full name available , chr3:21419778-21422320 FORWARD LENGTH=662
73,Dm_00000556-RA,NA,,,
74,Dm_00003264-RA,AT5G61820.2, Symbols: no symbol available , no full name available , chr5:24834505-24836223 REVERSE LENGTH=475
75,Dm_00007652-RA,AT1G34320.2, Symbols: PSI1 , PSK SIMULATOR 1 , chr1:12520713-12524046 FORWARD LENGTH=657
76,Dm_00011123-RA,AT4G35230.1, Symbols: BSK1 , brassinosteroid-signaling kinase 1 , chr4:16755325-16758041 REVERSE LENGTH=512
77,Dm_00017167-RA,AT2G33490.3, Symbols: no symbol available , no full name available , chr2:14183552-14187922 FORWARD LENGTH=620
78,Dm_00000737-RA,AT4G25910.1," Symbols: NFU3, ATCNFU3 ", NFU domain protein 3 , chr4:13164128-13165094 FORWARD LENGTH=236
79,Dm_00000756-RA,AT3G13080.1," Symbols: MRP3, ATMRP3, ABCC3 "," ATP-binding cassette C3, MULTIDRUG RESISTANCE PROTEIN 3, multidrug resistance-associated protein 3 ", chr3:4196019-4201250 REVERSE LENGTH=1514
80,Dm_00001629-RA,AT4G25800.2, Symbols: CBP60d ,  , chr4:13125224-13127765 FORWARD LENGTH=601
81,Dm_00002855-RA,AT1G70140.1," Symbols: FORMIN 8, FH8, ATFH8 "," formin 8, FORMIN HOMOLOGUE 8 ", chr1:26412688-26415048 REVERSE LENGTH=760
82,Dm_00003312-RA,AT1G25450.1," Symbols: CER60, KCS5 "," ECERIFERUM 60, 3-ketoacyl-CoA synthase 5 ", chr1:8938679-8940282 REVERSE LENGTH=492
83,Dm_00003557-RA,AT5G28650.1," Symbols: WRKY74, ATWRKY74 "," WRKY DNA-binding protein 74, ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 74 ", chr5:10677790-10678945 REVERSE LENGTH=330
84,Dm_00004299-RA,AT5G24740.5, Symbols: SHBY , SHRUBBY , chr5:8470073-8489703 REVERSE LENGTH=3446
85,Dm_00004700-RA,NA,,,
86,Dm_00005221-RA,NA,,,
87,Dm_00006324-RA,AT5G63080.1, Symbols: JMJ20 , Jumonji domain-containing protein 20 , chr5:25300026-25302321 REVERSE LENGTH=462
88,Dm_00006887-RA,AT1G33540.1, Symbols: scpl18 , serine carboxypeptidase-like 18 , chr1:12162349-12164700 REVERSE LENGTH=464
89,Dm_00008686-RA,AT5G26742.3," Symbols: AtRH3, RH3, emb1138 ", embryo defective 1138 , chr5:9285540-9288618 REVERSE LENGTH=655
90,Dm_00010043-RA,AT4G09750.1, Symbols: no symbol available , no full name available , chr4:6146770-6148698 FORWARD LENGTH=322
91,Dm_00012786-RA,AT5G25390.2, Symbols: SHN3 , shine3 , chr5:8820637-8821741 FORWARD LENGTH=189
92,Dm_00013957-RA,AT5G65730.1, Symbols: XTH6 , xyloglucan endotransglucosylase/hydrolase 6 , chr5:26299080-26300290 FORWARD LENGTH=292
93,Dm_00016246-RA,AT2G42010.2," Symbols: PLDBETA, PLDBETA1 ", phospholipase D beta 1 , chr2:17533018-17537990 REVERSE LENGTH=1108
94,Dm_00019600-RA,AT4G23160.1, Symbols: CRK8 , cysteine-rich RLK (RECEPTOR-like protein kinase) 8 , chr4:12131325-12134086 FORWARD LENGTH=682
95,Dm_00021056-RA,AT5G46800.3, Symbols: BOU , A BOUT DE SOUFFLE , chr5:18988779-18989810 REVERSE LENGTH=300
96,Dm_00001330-RA,AT2G30970.2, Symbols: ASP1 , aspartate aminotransferase 1 , chr2:13179012-13181686 FORWARD LENGTH=430
97,Dm_00000137-RA,AT5G42250.1, Symbols: no symbol available , no full name available , chr5:16894087-16897450 FORWARD LENGTH=390
98,Dm_00001759-RA,AT1G05070.1, Symbols: ELMO2 ,  , chr1:1457172-1458531 REVERSE LENGTH=184
99,Dm_00006483-RA,AT1G52590.1, Symbols: no symbol available , no full name available , chr1:19589224-19590231 REVERSE LENGTH=172
100,Dm_00008555-RA,AT1G22380.1," Symbols: UGT85A3, AtUGT85A3 ", UDP-glucosyl transferase 85A3 , chr1:7900522-7902332 REVERSE LENGTH=488
101,Dm_00013980-RA,AT3G46510.1," Symbols: ATPUB13, PUB13 "," plant U-box 13, ARABIDOPSIS THALIANA PLANT U-BOX 13 ", chr3:17124106-17126539 REVERSE LENGTH=660
102,Dm_00016865-RA,AT3G22370.1," Symbols: ATAOX1A, AOX1A, HSR3, AtHSR3 "," hyper-sensitivity-related 3, alternative oxidase 1A ", chr3:7906890-7908416 FORWARD LENGTH=354
103,Dm_00020075-RA,NA,,,
104,Dm_00000832-RA,AT3G20600.1, Symbols: NDR1 , non race-specific disease resistance 1 , chr3:7194877-7195536 FORWARD LENGTH=219
105,Dm_00009478-RA,AT2G37980.1, Symbols: no symbol available , no full name available , chr2:15894162-15897452 REVERSE LENGTH=638
106,Dm_00010905-RA,AT4G03250.1, Symbols: no symbol available , no full name available , chr4:1425050-1427744 FORWARD LENGTH=507
107,Dm_00007744-RA,AT1G67120.2," Symbols: MDN1, AtMDN1 ", MIDASIN 1 , chr1:25069727-25095526 REVERSE LENGTH=5400
108,Dm_00001389-RA,AT3G52720.4," Symbols: ATACA1, CAH1, ACA1 "," A. THALIANA ALPHA CARBONIC ANHYDRASE 1, CARBONIC ANHYDRASE 1, alpha carbonic anhydrase 1 ", chr3:19538804-19541116 REVERSE LENGTH=284
109,Dm_00015104-RA,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
110,Dm_00001118-RA,AT3G07400.1, Symbols: no symbol available , no full name available , chr3:2367456-2372238 FORWARD LENGTH=1003
111,Dm_00001602-RA,AT1G15080.1," Symbols: ATPAP2, LPP2, ATLPP2 "," PHOSPHATIDIC ACID PHOSPHATASE 2, LIPID PHOSPHATE PHOSPHATASE 2, lipid phosphate phosphatase 2 ", chr1:5188080-5189476 FORWARD LENGTH=290
112,Dm_00001919-RA,AT5G28740.1, Symbols: no symbol available , no full name available , chr5:10780774-10783772 FORWARD LENGTH=917
113,Dm_00003237-RA,AT2G46510.1," Symbols: ATAIB, bHLH017, bHLH17, JAM1, AIB "," ABA-inducible BHLH-type transcription factor, JA-associated MYC2-like 1 ", chr2:19091187-19092887 REVERSE LENGTH=566
114,Dm_00007095-RA,AT2G16250.1, Symbols: no symbol available , no full name available , chr2:7039682-7042933 REVERSE LENGTH=915
115,Dm_00008955-RA,AT5G54270.1," Symbols: LHCB3, LHCB3*1 ", light-harvesting chlorophyll B-binding protein 3 , chr5:22038424-22039383 FORWARD LENGTH=265
116,Dm_00010382-RA,AT2G36830.1," Symbols: TIP1;1, GAMMA-TIP, GAMMA-TIP1 "," TONOPLAST INTRINSIC PROTEIN 1;1, gamma tonoplast intrinsic protein, GAMMA TONOPLAST INTRINSIC PROTEIN 1 ", chr2:15445490-15446336 FORWARD LENGTH=251
117,Dm_00010742-RA,AT1G23870.1," Symbols: TPS9, ATTPS9 "," trehalose-phosphatase/synthase 9, TREHALOSE -6-PHOSPHATASE SYNTHASE S9 ", chr1:8432695-8435506 FORWARD LENGTH=867
118,Dm_00011711-RA,AT4G09980.1," Symbols: EMB1691, MTB "," methyltransferase B, EMBRYO DEFECTIVE 1691 ", chr4:6247978-6252030 REVERSE LENGTH=963
119,Dm_00015874-RA,AT2G45720.5, Symbols: no symbol available , no full name available , chr2:18834468-18836129 FORWARD LENGTH=553
120,Dm_00016479-RA,NA,,,
121,Dm_00016891-RA,AT3G12620.2, Symbols: PP2C.D3 , D-CLADE TYPE 2C PROTEIN PHOSPHATASE 3 , chr3:4009510-4010993 REVERSE LENGTH=385
122,Dm_00017407-RA,AT5G62150.1, Symbols: no symbol available , no full name available , chr5:24958325-24958633 FORWARD LENGTH=102
123,Dm_00017488-RA,AT1G22150.4, Symbols: SULTR1;3 , sulfate transporter 1;3 , chr1:7818361-7821344 FORWARD LENGTH=656
124,Dm_00017526-RA,AT5G09360.1, Symbols: LAC14 , laccase 14 , chr5:2906426-2908658 REVERSE LENGTH=569
125,Dm_00003258-RA,AT5G07290.1," Symbols: AML4, ML4 ", MEI2-like 4 , chr5:2294248-2298491 FORWARD LENGTH=907
126,Dm_00015134-RA,AT4G02280.1," Symbols: SUS3, ATSUS3 ", sucrose synthase 3 , chr4:995166-998719 FORWARD LENGTH=809
127,Dm_00004567-RA,AT4G00800.1," Symbols: SETH5, VPS8 ", vacuolar protein sorting 8 , chr4:337114-345581 REVERSE LENGTH=1913
128,Dm_00003855-RA,AT4G33050.2," Symbols: AtIQM1, IQM1, EDA39 "," IQ-motif protein 1, embryo sac development arrest 39 ", chr4:15944604-15946736 REVERSE LENGTH=526
129,Dm_00004034-RA,AT1G09970.1," Symbols: LRR XI-23, RLK7 ", receptor-like kinase 7 , chr1:3252408-3255428 FORWARD LENGTH=976
130,Dm_00004350-RA,AT5G67385.1," Symbols: NRL31, NCH1, SR1IP1 "," NPH3/RPT2-Like 31, AtSR1 interaction protein 1, NRL PROTEIN FOR CHLOROPLAST MOVEMENT1 ", chr5:26884754-26887083 FORWARD LENGTH=604
131,Dm_00010003-RA,AT5G21170.1," Symbols: KINbeta1, AKINBETA1 ",  , chr5:7205718-7208239 FORWARD LENGTH=283
132,Dm_00012350-RA,AT4G26790.2, Symbols: GGL23 ,  , chr4:13487859-13489149 FORWARD LENGTH=351
133,Dm_00018910-RA,AT5G43860.1," Symbols: ATCLH2, CLH2 "," ARABIDOPSIS THALIANA CHLOROPHYLLASE 2, chlorophyllase 2 ", chr5:17630492-17632184 FORWARD LENGTH=318
134,Dm_00004454-RA,AT1G03920.3, Symbols: NDR2 , nuclear Dbf2-related 2 , chr1:1001473-1004240 FORWARD LENGTH=569
135,Dm_00005048-RA,AT1G15520.1," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5331993-5338175 REVERSE LENGTH=1423
136,Dm_00003948-RA,AT2G27690.1, Symbols: CYP94C1 ," ""cytochrome P450, family 94, subfamily C, polypeptide 1"" ", chr2:11809373-11810860 FORWARD LENGTH=495
137,Dm_00013849-RA,AT5G01520.1," Symbols: AtAIRP2, AIRP2 ", ABA Insensitive RING Protein 2 , chr5:206797-208399 FORWARD LENGTH=242
138,Dm_00011220-RA,AT4G04920.3," Symbols: IEN1, AtSFR6, YID1, MED16, GLH2, SFR6 "," SENSITIVE TO FREEZING 6, YELLOW AND SENSITIVE TO IRON-DEFICIENCY 1, glassy hair 2, INSENSITIVE TO EXOGENOUS NAD+ 1, MEDIATOR 16 ", chr4:2497931-2504996 FORWARD LENGTH=1268
139,Dm_00000925-RA,AT2G32720.1," Symbols: B5 #4, ATCB5-B, CB5-B, CYTB5-D "," cytochrome B5 isoform B, ARABIDOPSIS CYTOCHROME B5 ISOFORM B ", chr2:13877013-13878447 REVERSE LENGTH=134
140,Dm_00001498-RA,AT5G56240.4, Symbols: no symbol available , no full name available , chr5:22760088-22763539 REVERSE LENGTH=987
141,Dm_00002620-RA,AT3G57660.2, Symbols: NRPA1 , nuclear RNA polymerase A1 , chr3:21353746-21362814 FORWARD LENGTH=1657
142,Dm_00007897-RA,AT4G14550.1," Symbols: IAA14, SLR "," indole-3-acetic acid inducible 14, SOLITARY ROOT ", chr4:8348521-8349923 REVERSE LENGTH=228
143,Dm_00011431-RA,AT3G05680.2," Symbols: VIR, EMB2016 "," embryo defective 2016, VIRILIZER ", chr3:1660802-1672015 REVERSE LENGTH=2138
144,Dm_00013120-RA,AT1G73650.3, Symbols: no symbol available , no full name available , chr1:27688409-27690165 REVERSE LENGTH=302
145,Dm_00016375-RA,NA,,,
146,Dm_00002000-RA,AT2G02960.6, Symbols: no symbol available , no full name available , chr2:862346-863980 REVERSE LENGTH=271
147,Dm_00018651-RA,AT5G19820.1," Symbols: IMB3, KETCH1, EMB2734 "," EMBRYO DEFECTIVE 2734, (karyopherin enabling the transport of the  cytoplasmic HYL1 ", chr5:6695731-6701247 REVERSE LENGTH=1116
148,Dm_00012969-RA,AT3G59570.3, Symbols: no symbol available , no full name available , chr3:22001030-22005402 REVERSE LENGTH=744
149,Dm_00014187-RA,AT2G40000.1," Symbols: HSPRO2, ATHSPRO2 "," ARABIDOPSIS ORTHOLOG OF SUGAR BEET HS1 PRO-1 2, ortholog of sugar beet HS1 PRO-1 2 ", chr2:16700649-16701956 REVERSE LENGTH=435
150,Dm_00014456-RA,AT3G07220.1," Symbols: AtFHA2, FHA2 ", forkhead-associated 2 , chr3:2297968-2299407 FORWARD LENGTH=320
151,Dm_00000810-RA,AT2G36145.1, Symbols: no symbol available , no full name available , chr2:15168571-15169373 FORWARD LENGTH=186
152,Dm_00003477-RA,AT4G34760.1, Symbols: SAUR50 , SMALL AUXIN UPREGULATED RNA 50 , chr4:16582471-16582794 REVERSE LENGTH=107
153,Dm_00003543-RA,AT1G58230.2, Symbols: BCHB , Beach-Domain Homolog B , chr1:21566331-21578865 FORWARD LENGTH=2604
154,Dm_00003627-RA,AT5G08050.1, Symbols: RIQ1 ,  , chr5:2578418-2578964 FORWARD LENGTH=158
155,Dm_00006863-RA,AT1G54130.1," Symbols: AT-RSH3, RSH3, ATRSH3 "," RELA/SPOT homolog 3, RELA/SPOT HOMOLOG 3 ", chr1:20211177-20213761 FORWARD LENGTH=715
156,Dm_00009812-RA,AT4G14040.1," Symbols: EDA38, SBP2 "," selenium-binding protein 2, EMBRYO SAC DEVELOPMENT ARREST 38 ", chr4:8100691-8102828 REVERSE LENGTH=487
157,Dm_00011120-RA,AT4G11270.2, Symbols: no symbol available , no full name available , chr4:6854461-6859490 FORWARD LENGTH=1446
158,Dm_00012251-RA,AT5G50100.1, Symbols: DCC1 , DxxCxxC motif 1 , chr5:20371916-20373172 FORWARD LENGTH=214
159,Dm_00013263-RA,AT2G35140.5, Symbols: no symbol available , no full name available , chr2:14813990-14816808 FORWARD LENGTH=879
160,Dm_00014513-RA,AT1G64390.1," Symbols: AtGH9C2, GH9C2 ", glycosyl hydrolase 9C2 , chr1:23911329-23914642 FORWARD LENGTH=620
161,Dm_00008636-RA,AT5G06860.1," Symbols: PGIP1, ATPGIP1 "," polygalacturonase inhibiting protein 1, POLYGALACTURONASE INHIBITING PROTEIN 1 ", chr5:2132373-2133434 FORWARD LENGTH=330
162,Dm_00014543-RA,AT5G03040.3, Symbols: iqd2 , IQ-domain 2 , chr5:710380-712406 REVERSE LENGTH=461
163,Dm_00016567-RA,AT4G09810.1, Symbols: URGT5 , UDP-Rha/UDP-Gal transporter 5 , chr4:6175415-6176892 REVERSE LENGTH=335
164,Dm_00016887-RA,AT2G42310.1, Symbols: no symbol available , no full name available , chr2:17625251-17625595 FORWARD LENGTH=114
165,Dm_00000623-RA,AT1G15520.1," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5331993-5338175 REVERSE LENGTH=1423
166,Dm_00003585-RA,AT2G05160.3, Symbols: no symbol available , no full name available , chr2:1859313-1860931 REVERSE LENGTH=488
167,Dm_00006351-RA,AT3G44190.1, Symbols: no symbol available , no full name available , chr3:15902004-15903402 REVERSE LENGTH=367
168,Dm_00008933-RA,AT3G59770.1," Symbols: AtSAC9, MUR11, SAC9 "," ARABIDOPSIS THALIANA SUPPRESSOR OF ACTIN 9, SUPPRESSOR OF ACTIN 9, MURUS 11 ", chr3:22079281-22085674 REVERSE LENGTH=1630
169,Dm_00013710-RA,AT2G14825.1, Symbols: no symbol available , no full name available , chr2:6362524-6363893 FORWARD LENGTH=146
170,Dm_00015468-RA,AT2G39210.1, Symbols: PIC30 , PICLORAM RESISTANT30 , chr2:16366287-16368231 REVERSE LENGTH=601
171,Dm_00018179-RA,AT3G03690.1, Symbols: UNE7 , unfertilized embryo sac 7 , chr3:911494-913643 REVERSE LENGTH=378
172,Dm_00018865-RA,AT5G41761.1, Symbols: no symbol available , no full name available , chr5:16711437-16711742 FORWARD LENGTH=101
173,Dm_00007689-RA,AT5G60040.1, Symbols: NRPC1 , nuclear RNA polymerase C1 , chr5:24173590-24183269 FORWARD LENGTH=1376
174,Dm_00007921-RA,AT4G33640.1, Symbols: no symbol available , no full name available , chr4:16159727-16160211 REVERSE LENGTH=95
