"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"164","GO:0043436","oxoacid metabolic process",952,108,80.88,"0.01250"
"165","GO:0009628","response to abiotic stimulus",1986,294,168.72,"0.01252"
"166","GO:0051274","beta-glucan biosynthetic process",51,14,4.33,"0.01260"
"167","GO:0006906","vesicle fusion",34,7,2.89,"0.01291"
"168","GO:0048284","organelle fusion",59,10,5.01,"0.01316"
"169","GO:0071216","cellular response to biotic stimulus",13,4,1.1,"0.01385"
"170","GO:0009612","response to mechanical stimulus",13,4,1.1,"0.01385"
"171","GO:2000031","regulation of salicylic acid mediated signaling pathway",13,4,1.1,"0.01385"
"172","GO:0006793","phosphorus metabolic process",985,143,83.68,"0.01390"
"173","GO:0019752","carboxylic acid metabolic process",803,95,68.22,"0.01401"
"174","GO:0010087","phloem or xylem histogenesis",78,12,6.63,"0.01481"
"175","GO:0048584","positive regulation of response to stimulus",120,25,10.19,"0.01548"
"176","GO:0007010","cytoskeleton organization",187,23,15.89,"0.01575"
"177","GO:0097435","supramolecular fiber organization",107,15,9.09,"0.01584"
"178","GO:0009607","response to biotic stimulus",917,197,77.91,"0.01655"
"179","GO:2000378","negative regulation of reactive oxygen species metabolic process",3,2,0.25,"0.01660"
"180","GO:0006808","regulation of nitrogen utilization",3,2,0.25,"0.01660"
"181","GO:0008615","pyridoxine biosynthetic process",3,2,0.25,"0.01660"
"182","GO:0071786","endoplasmic reticulum tubular network organization",3,2,0.25,"0.01660"
"183","GO:0010394","homogalacturonan metabolic process",3,2,0.25,"0.01660"
"184","GO:0106035","protein maturation by [4Fe-4S] cluster transfer",3,2,0.25,"0.01660"
"185","GO:0051552","flavone metabolic process",3,2,0.25,"0.01660"
"186","GO:0051553","flavone biosynthetic process",3,2,0.25,"0.01660"
"187","GO:0051554","flavonol metabolic process",3,2,0.25,"0.01660"
"188","GO:0051555","flavonol biosynthetic process",3,2,0.25,"0.01660"
"189","GO:0010289","homogalacturonan biosynthetic process",3,2,0.25,"0.01660"
"190","GO:0009832","plant-type cell wall biogenesis",159,30,13.51,"0.01691"
"191","GO:0009056","catabolic process",1117,106,94.9,"0.01693"
"192","GO:0061025","membrane fusion",44,8,3.74,"0.01699"
"193","GO:0065007","biological regulation",3672,502,311.96,"0.01712"
"194","GO:0006470","protein dephosphorylation",95,17,8.07,"0.01779"
"195","GO:0009605","response to external stimulus",1165,226,98.97,"0.01786"
"196","GO:1902532","negative regulation of intracellular signal transduction",14,4,1.19,"0.01824"
"197","GO:0010941","regulation of cell death",51,14,4.33,"0.01825"
"198","GO:0009750","response to fructose",8,3,0.68,"0.01860"
"199","GO:1900034","regulation of cellular response to heat",8,3,0.68,"0.01860"
"200","GO:0010189","vitamin E biosynthetic process",8,3,0.68,"0.01860"
"201","GO:0002757","immune response-activating signal transduction",8,3,0.68,"0.01860"
"202","GO:0002758","innate immune response-activating signal transduction",8,3,0.68,"0.01860"
"203","GO:0042360","vitamin E metabolic process",8,3,0.68,"0.01860"
"204","GO:0007568","aging",21,5,1.78,"0.01871"
"205","GO:0048278","vesicle docking",21,5,1.78,"0.01871"
"206","GO:0034285","response to disaccharide",45,8,3.82,"0.01932"
"207","GO:0009744","response to sucrose",45,8,3.82,"0.01932"
"208","GO:0010053","root epidermal cell differentiation",100,14,8.5,"0.01955"
"209","GO:0044550","secondary metabolite biosynthetic process",81,12,6.88,"0.01957"
"210","GO:0090174","organelle membrane fusion",37,7,3.14,"0.02026"
"211","GO:0045490","pectin catabolic process",37,7,3.14,"0.02026"
"212","GO:0033692","cellular polysaccharide biosynthetic process",129,28,10.96,"0.02046"
"213","GO:0007623","circadian rhythm",91,13,7.73,"0.02052"
"214","GO:0048511","rhythmic process",91,13,7.73,"0.02052"
"215","GO:0006796","phosphate-containing compound metabolic process",959,138,81.47,"0.02128"
"216","GO:0048574","long-day photoperiodism, flowering",22,5,1.87,"0.02273"
"217","GO:0030865","cortical cytoskeleton organization",38,7,3.23,"0.02325"
"218","GO:0006775","fat-soluble vitamin metabolic process",15,4,1.27,"0.02340"
"219","GO:0050826","response to freezing",15,4,1.27,"0.02340"
"220","GO:0042362","fat-soluble vitamin biosynthetic process",15,4,1.27,"0.02340"
"221","GO:0009404","toxin metabolic process",30,6,2.55,"0.02383"
"222","GO:0090627","plant epidermal cell differentiation",123,16,10.45,"0.02494"
"223","GO:0042430","indole-containing compound metabolic process",56,9,4.76,"0.02508"
"224","GO:0099402","plant organ development",927,128,78.75,"0.02523"
"225","GO:0009639","response to red or far red light",191,25,16.23,"0.02612"
"226","GO:0052544","defense response by callose deposition in cell wall",9,3,0.76,"0.02634"
"227","GO:0007155","cell adhesion",9,3,0.76,"0.02634"
"228","GO:2000038","regulation of stomatal complex development",9,3,0.76,"0.02634"
"229","GO:0052482","defense response by cell wall thickening",9,3,0.76,"0.02634"
"230","GO:0009698","phenylpropanoid metabolic process",75,11,6.37,"0.02650"
"231","GO:0016052","carbohydrate catabolic process",114,15,9.69,"0.02673"
"232","GO:0022603","regulation of anatomical structure morphogenesis",96,17,8.16,"0.02698"
"233","GO:0071417","cellular response to organonitrogen compound",23,5,1.95,"0.02727"
"234","GO:0009809","lignin biosynthetic process",31,6,2.63,"0.02770"
"235","GO:0098754","detoxification",57,9,4.84,"0.02783"
"236","GO:0009250","glucan biosynthetic process",85,17,7.22,"0.02805"
"237","GO:0009653","anatomical structure morphogenesis",852,107,72.38,"0.02899"
"238","GO:0051260","protein homooligomerization",16,4,1.36,"0.02936"
"239","GO:0048359","mucilage metabolic process involved in seed coat development",16,4,1.36,"0.02936"
"240","GO:0009838","abscission",16,4,1.36,"0.02936"
"241","GO:0010016","shoot system morphogenesis",146,18,12.4,"0.02952"
"242","GO:0009642","response to light intensity",188,22,15.97,"0.02973"
"243","GO:0009644","response to high light intensity",40,7,3.4,"0.03011"
"244","GO:0030001","metal ion transport",116,15,9.85,"0.03068"
"245","GO:0000271","polysaccharide biosynthetic process",160,36,13.59,"0.03073"
"246","GO:0009699","phenylpropanoid biosynthetic process",58,9,4.93,"0.03080"
"247","GO:0071369","cellular response to ethylene stimulus",55,16,4.67,"0.03098"
"248","GO:0002764","immune response-regulating signaling pathway",19,9,1.61,"0.03121"
"249","GO:0033037","polysaccharide localization",23,9,1.95,"0.03123"
"250","GO:0050776","regulation of immune response",51,17,4.33,"0.03126"
"251","GO:0035627","ceramide transport",4,2,0.34,"0.03153"
"252","GO:0048317","seed morphogenesis",4,2,0.34,"0.03153"
"253","GO:0009268","response to pH",4,2,0.34,"0.03153"
"254","GO:2001009","regulation of plant-type cell wall cellulose biosynthetic process",4,2,0.34,"0.03153"
"255","GO:0050685","positive regulation of mRNA processing",4,2,0.34,"0.03153"
"256","GO:0015969","guanosine tetraphosphate metabolic process",4,2,0.34,"0.03153"
"257","GO:0008614","pyridoxine metabolic process",4,2,0.34,"0.03153"
"258","GO:0120009","intermembrane lipid transfer",4,2,0.34,"0.03153"
"259","GO:0098609","cell-cell adhesion",4,2,0.34,"0.03153"
"260","GO:1900036","positive regulation of cellular response to heat",4,2,0.34,"0.03153"
"261","GO:0034035","purine ribonucleoside bisphosphate metabolic process",4,2,0.34,"0.03153"
"262","GO:0010981","regulation of cell wall macromolecule metabolic process",4,2,0.34,"0.03153"
"263","GO:1902065","response to L-glutamate",4,2,0.34,"0.03153"
"264","GO:0048026","positive regulation of mRNA splicing, via spliceosome",4,2,0.34,"0.03153"
"265","GO:0080168","abscisic acid transport",4,2,0.34,"0.03153"
"266","GO:0046864","isoprenoid transport",4,2,0.34,"0.03153"
"267","GO:0046865","terpenoid transport",4,2,0.34,"0.03153"
"268","GO:0071323","cellular response to chitin",4,2,0.34,"0.03153"
"269","GO:0048585","negative regulation of response to stimulus",135,22,11.47,"0.03160"
"270","GO:0071704","organic substance metabolic process",5786,629,491.56,"0.03176"
"271","GO:0006887","exocytosis",32,6,2.72,"0.03196"
"272","GO:0002239","response to oomycetes",32,6,2.72,"0.03196"
"273","GO:0032102","negative regulation of response to external stimulus",24,5,2.04,"0.03235"
"274","GO:1905421","regulation of plant organ morphogenesis",24,5,2.04,"0.03235"
"275","GO:0002832","negative regulation of response to biotic stimulus",24,5,2.04,"0.03235"
"276","GO:0006811","ion transport",279,32,23.7,"0.03249"
"277","GO:0009909","regulation of flower development",107,14,9.09,"0.03296"
"278","GO:0009845","seed germination",112,18,9.52,"0.03447"
"279","GO:0006631","fatty acid metabolic process",149,18,12.66,"0.03521"
"280","GO:0001558","regulation of cell growth",73,17,6.2,"0.03523"
"281","GO:0006002","fructose 6-phosphate metabolic process",10,3,0.85,"0.03553"
"282","GO:0048766","root hair initiation",10,3,0.85,"0.03553"
"283","GO:0052325","cell wall pectin biosynthetic process",10,3,0.85,"0.03553"
"284","GO:0010105","negative regulation of ethylene-activated signaling pathway",10,3,0.85,"0.03553"
"285","GO:0070298","negative regulation of phosphorelay signal transduction system",10,3,0.85,"0.03553"
"286","GO:0010227","floral organ abscission",10,3,0.85,"0.03553"
"287","GO:1900425","negative regulation of defense response to bacterium",10,3,0.85,"0.03553"
"288","GO:0090354","regulation of auxin metabolic process",10,3,0.85,"0.03553"
"289","GO:0010017","red or far-red light signaling pathway",22,7,1.87,"0.03586"
"290","GO:0030244","cellulose biosynthetic process",42,12,3.57,"0.03589"
"291","GO:0043069","negative regulation of programmed cell death",17,4,1.44,"0.03613"
"292","GO:1900150","regulation of defense response to fungus",17,4,1.44,"0.03613"
"293","GO:0051707","response to other organism",915,196,77.74,"0.03625"
"294","GO:0043207","response to external biotic stimulus",915,196,77.74,"0.03625"
"295","GO:0071554","cell wall organization or biogenesis",472,90,40.1,"0.03644"
"296","GO:0009185","ribonucleoside diphosphate metabolic process",33,6,2.8,"0.03663"
"297","GO:0009132","nucleoside diphosphate metabolic process",42,7,3.57,"0.03822"
"298","GO:0051241","negative regulation of multicellular organismal process",84,15,7.14,"0.03839"
"299","GO:0007015","actin filament organization",61,9,5.18,"0.04098"
"300","GO:0006833","water transport",18,4,1.53,"0.04373"
"301","GO:0042044","fluid transport",18,4,1.53,"0.04373"
"302","GO:0032881","regulation of polysaccharide metabolic process",26,5,2.21,"0.04416"
"303","GO:0048571","long-day photoperiodism",26,5,2.21,"0.04416"
"304","GO:0045927","positive regulation of growth",25,9,2.12,"0.04562"
"305","GO:0006629","lipid metabolic process",714,90,60.66,"0.04578"
"306","GO:0048522","positive regulation of cellular process",604,78,51.31,"0.04590"
"307","GO:0031407","oxylipin metabolic process",11,3,0.93,"0.04614"
"308","GO:0031408","oxylipin biosynthetic process",11,3,0.93,"0.04614"
"309","GO:0006012","galactose metabolic process",11,3,0.93,"0.04614"
"310","GO:0043903","regulation of biological process involved in symbiotic interaction",11,3,0.93,"0.04614"
"311","GO:0010363","regulation of plant-type hypersensitive response",11,3,0.93,"0.04614"
"312","GO:1901419","regulation of response to alcohol",72,10,6.12,"0.04626"
"313","GO:0009787","regulation of abscisic acid-activated signaling pathway",72,10,6.12,"0.04626"
"314","GO:1905957","regulation of cellular response to alcohol",72,10,6.12,"0.04626"
"315","GO:0044248","cellular catabolic process",862,81,73.23,"0.04629"
"316","GO:0006812","cation transport",154,18,13.08,"0.04641"
"317","GO:0006816","calcium ion transport",35,6,2.97,"0.04721"
"318","GO:0006165","nucleoside diphosphate phosphorylation",35,6,2.97,"0.04721"
"319","GO:0008152","metabolic process",6326,684,537.43,"0.04752"
"320","GO:0048437","floral organ development",155,18,13.17,"0.04893"
"321","GO:0051289","protein homotetramerization",5,2,0.42,"0.04991"
"322","GO:0033120","positive regulation of RNA splicing",5,2,0.42,"0.04991"
"323","GO:0051231","spindle elongation",5,2,0.42,"0.04991"
"324","GO:0042436","indole-containing compound catabolic process",5,2,0.42,"0.04991"
"325","GO:0046473","phosphatidic acid metabolic process",5,2,0.42,"0.04991"
"326","GO:0006670","sphingosine metabolic process",5,2,0.42,"0.04991"
"327","GO:0010338","leaf formation",5,2,0.42,"0.04991"
"328","GO:0070370","cellular heat acclimation",5,2,0.42,"0.04991"
"329","GO:0051512","positive regulation of unidimensional cell growth",5,2,0.42,"0.04991"
"330","GO:0009805","coumarin biosynthetic process",5,2,0.42,"0.04991"
"331","GO:0043066","negative regulation of apoptotic process",5,2,0.42,"0.04991"
"332","GO:0070413","trehalose metabolism in response to stress",5,2,0.42,"0.04991"
"333","GO:0042822","pyridoxal phosphate metabolic process",5,2,0.42,"0.04991"
"334","GO:0042823","pyridoxal phosphate biosynthetic process",5,2,0.42,"0.04991"
"335","GO:0042819","vitamin B6 biosynthetic process",5,2,0.42,"0.04991"
"336","GO:0010929","positive regulation of auxin mediated signaling pathway",5,2,0.42,"0.04991"
"337","GO:0010120","camalexin biosynthetic process",5,2,0.42,"0.04991"
"338","GO:0052317","camalexin metabolic process",5,2,0.42,"0.04991"
"339","GO:0010148","transpiration",5,2,0.42,"0.04991"
"340","GO:2001289","lipid X metabolic process",5,2,0.42,"0.04991"
"341","GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway",5,2,0.42,"0.04991"
"342","GO:0046512","sphingosine biosynthetic process",5,2,0.42,"0.04991"
"343","GO:0031328","positive regulation of cellular biosynthetic process",272,38,23.11,"0.04995"
"344","GO:0051259","protein complex oligomerization",27,5,2.29,"0.05092"
"345","GO:0009756","carbohydrate mediated signaling",27,5,2.29,"0.05092"
"346","GO:0010182","sugar mediated signaling pathway",27,5,2.29,"0.05092"
"347","GO:0009735","response to cytokinin",54,8,4.59,"0.05123"
"348","GO:0071489","cellular response to red or far red light",24,7,2.04,"0.05178"
"349","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",19,4,1.61,"0.05216"
"350","GO:0010192","mucilage biosynthetic process",19,4,1.61,"0.05216"
"351","GO:0048581","negative regulation of post-embryonic development",78,14,6.63,"0.05225"
"352","GO:0009891","positive regulation of biosynthetic process",282,39,23.96,"0.05280"
"353","GO:0009627","systemic acquired resistance",36,6,3.06,"0.05314"
"354","GO:0009968","negative regulation of signal transduction",64,9,5.44,"0.05323"
"355","GO:0010648","negative regulation of cell communication",64,9,5.44,"0.05323"
"356","GO:0023057","negative regulation of signaling",64,9,5.44,"0.05323"
"357","GO:0048831","regulation of shoot system development",115,14,9.77,"0.05527"
"358","GO:0032101","regulation of response to external stimulus",95,23,8.07,"0.05560"
"359","GO:0002831","regulation of response to biotic stimulus",89,20,7.56,"0.05618"
"360","GO:0034637","cellular carbohydrate biosynthetic process",152,33,12.91,"0.05705"
"361","GO:0045488","pectin metabolic process",84,21,7.14,"0.05710"
"362","GO:0090351","seedling development",130,19,11.04,"0.05726"
"363","GO:0120254","olefinic compound metabolic process",39,9,3.31,"0.05766"
"364","GO:1903046","meiotic cell cycle process",180,20,15.29,"0.05795"
"365","GO:0009682","induced systemic resistance",12,3,1.02,"0.05812"
"366","GO:0048586","regulation of long-day photoperiodism, flowering",12,3,1.02,"0.05812"
"367","GO:0006623","protein targeting to vacuole",28,5,2.38,"0.05824"
"368","GO:2000030","regulation of response to red or far red light",28,5,2.38,"0.05824"
"369","GO:0006633","fatty acid biosynthetic process",75,10,6.37,"0.05839"
"370","GO:0034605","cellular response to heat",46,7,3.91,"0.05841"
"371","GO:0090567","reproductive shoot system development",381,45,32.37,"0.05912"
"372","GO:0009808","lignin metabolic process",37,6,3.14,"0.05951"
"373","GO:0000041","transition metal ion transport",37,6,3.14,"0.05951"
"374","GO:0010817","regulation of hormone levels",147,20,12.49,"0.06017"
"375","GO:0005975","carbohydrate metabolic process",563,86,47.83,"0.06049"
"376","GO:0050896","response to stimulus",4177,607,354.86,"0.06085"
"377","GO:0098657","import into cell",20,4,1.7,"0.06140"
"378","GO:0043547","positive regulation of GTPase activity",20,4,1.7,"0.06140"
"379","GO:0071472","cellular response to salt stress",20,4,1.7,"0.06140"
"380","GO:0098739","import across plasma membrane",20,4,1.7,"0.06140"
