"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"102","GO:0099022","vesicle tethering",4,3,0.39,"0.00241"
"103","GO:1902066","regulation of cell wall pectin metabolic process",4,3,0.39,"0.00241"
"104","GO:0043489","RNA stabilization",4,3,0.39,"0.00241"
"105","GO:0044805","late nucleophagy",4,3,0.39,"0.00241"
"106","GO:0051301","cell division",320,43,31.39,"0.00245"
"107","GO:0051640","organelle localization",98,23,9.61,"0.00249"
"108","GO:0048585","negative regulation of response to stimulus",135,25,13.24,"0.00251"
"109","GO:0044087","regulation of cellular component biogenesis",78,15,7.65,"0.00251"
"110","GO:0072593","reactive oxygen species metabolic process",71,14,6.96,"0.00271"
"111","GO:0009555","pollen development",231,33,22.66,"0.00285"
"112","GO:0007010","cytoskeleton organization",187,28,18.34,"0.00292"
"113","GO:0030050","vesicle transport along actin filament",8,4,0.78,"0.00293"
"114","GO:0016973","poly(A)+ mRNA export from nucleus",8,4,0.78,"0.00293"
"115","GO:0006468","protein phosphorylation",469,72,46,"0.00298"
"116","GO:0009294","DNA-mediated transformation",18,6,1.77,"0.00309"
"117","GO:0016575","histone deacetylation",18,6,1.77,"0.00309"
"118","GO:0016043","cellular component organization",1681,267,164.87,"0.00311"
"119","GO:0009888","tissue development",855,113,83.86,"0.00316"
"120","GO:0009911","positive regulation of flower development",30,8,2.94,"0.00318"
"121","GO:0010256","endomembrane system organization",76,19,7.45,"0.00321"
"122","GO:0080090","regulation of primary metabolic process",1299,223,127.41,"0.00322"
"123","GO:0006306","DNA methylation",33,12,3.24,"0.00324"
"124","GO:0035556","intracellular signal transduction",232,36,22.75,"0.00335"
"125","GO:0051054","positive regulation of DNA metabolic process",13,5,1.28,"0.00342"
"126","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process",13,5,1.28,"0.00342"
"127","GO:0006893","Golgi to plasma membrane transport",13,5,1.28,"0.00342"
"128","GO:0090056","regulation of chlorophyll metabolic process",13,5,1.28,"0.00342"
"129","GO:0065007","biological regulation",3672,568,360.15,"0.00358"
"130","GO:0008380","RNA splicing",212,46,20.79,"0.00360"
"131","GO:0006508","proteolysis",432,71,42.37,"0.00367"
"132","GO:0048856","anatomical structure development",2822,430,276.78,"0.00419"
"133","GO:0006368","transcription elongation by RNA polymerase II promoter",19,6,1.86,"0.00419"
"134","GO:1902074","response to salt",19,6,1.86,"0.00419"
"135","GO:0010090","trichome morphogenesis",52,11,5.1,"0.00427"
"136","GO:0036503","ERAD pathway",38,9,3.73,"0.00429"
"137","GO:0010015","root morphogenesis",293,39,28.74,"0.00447"
"138","GO:0097435","supramolecular fiber organization",107,18,10.49,"0.00457"
"139","GO:0048467","gynoecium development",60,12,5.88,"0.00470"
"140","GO:0000045","autophagosome assembly",21,9,2.06,"0.00489"
"141","GO:0061014","positive regulation of mRNA catabolic process",32,8,3.14,"0.00490"
"142","GO:1901001","negative regulation of response to salt stress",9,4,0.88,"0.00492"
"143","GO:0000966","RNA 5'-end processing",9,4,0.88,"0.00492"
"144","GO:1900056","negative regulation of leaf senescence",9,4,0.88,"0.00492"
"145","GO:0007009","plasma membrane organization",9,4,0.88,"0.00492"
"146","GO:1900368","regulation of post-transcriptional gene silencing by RNA",9,4,0.88,"0.00492"
"147","GO:0006075","(1->3)-beta-D-glucan biosynthetic process",9,4,0.88,"0.00492"
"148","GO:0140029","exocytic process",9,4,0.88,"0.00492"
"149","GO:0010187","negative regulation of seed germination",14,5,1.37,"0.00495"
"150","GO:0032786","positive regulation of DNA-templated transcription, elongation",14,5,1.37,"0.00495"
"151","GO:0016050","vesicle organization",75,20,7.36,"0.00495"
"152","GO:0006810","transport",1207,194,118.38,"0.00497"
"153","GO:0010029","regulation of seed germination",53,14,5.2,"0.00506"
"154","GO:0009908","flower development",361,65,35.41,"0.00509"
"155","GO:0006355","regulation of DNA-templated transcription",911,147,89.35,"0.00536"
"156","GO:0033036","macromolecule localization",529,107,51.88,"0.00546"
"157","GO:0045037","protein import into chloroplast stroma",20,6,1.96,"0.00555"
"158","GO:0019222","regulation of metabolic process",1867,339,183.12,"0.00556"
"159","GO:0010343","singlet oxygen-mediated programmed cell death",5,3,0.49,"0.00565"
"160","GO:1901654","response to ketone",5,3,0.49,"0.00565"
"161","GO:0031087","deadenylation-independent decapping of nuclear-transcribed mRNA",5,3,0.49,"0.00565"
"162","GO:0031048","small non-coding RNA-dependent heterochromatin formation",5,3,0.49,"0.00565"
"163","GO:0018107","peptidyl-threonine phosphorylation",5,3,0.49,"0.00565"
"164","GO:0061912","selective autophagy",5,3,0.49,"0.00565"
"165","GO:0070920","regulation of production of small RNA involved in gene silencing by RNA",5,3,0.49,"0.00565"
"166","GO:0009630","gravitropism",54,11,5.3,"0.00577"
"167","GO:0009631","cold acclimation",33,8,3.24,"0.00599"
"168","GO:0022604","regulation of cell morphogenesis",62,12,6.08,"0.00619"
"169","GO:0006139","nucleobase-containing compound metabolic process",2287,358,224.31,"0.00637"
"170","GO:0009267","cellular response to starvation",86,15,8.43,"0.00654"
"171","GO:0016071","mRNA metabolic process",311,77,30.5,"0.00672"
"172","GO:0031325","positive regulation of cellular metabolic process",396,76,38.84,"0.00687"
"173","GO:0006672","ceramide metabolic process",15,5,1.47,"0.00690"
"174","GO:0006886","intracellular protein transport",296,60,29.03,"0.00708"
"175","GO:0006405","RNA export from nucleus",29,10,2.84,"0.00712"
"176","GO:0046903","secretion",50,13,4.9,"0.00718"
"177","GO:0010016","shoot system morphogenesis",146,22,14.32,"0.00720"
"178","GO:0046283","anthocyanin-containing compound metabolic process",34,8,3.33,"0.00725"
"179","GO:0010966","regulation of phosphate transport",2,2,0.2,"0.00747"
"180","GO:0051099","positive regulation of binding",2,2,0.2,"0.00747"
"181","GO:0006431","methionyl-tRNA aminoacylation",2,2,0.2,"0.00747"
"182","GO:0006438","valyl-tRNA aminoacylation",2,2,0.2,"0.00747"
"183","GO:0010265","SCF complex assembly",2,2,0.2,"0.00747"
"184","GO:0032790","ribosome disassembly",2,2,0.2,"0.00747"
"185","GO:0090213","regulation of radial pattern formation",2,2,0.2,"0.00747"
"186","GO:0010098","suspensor development",2,2,0.2,"0.00747"
"187","GO:2000615","regulation of histone H3-K9 acetylation",2,2,0.2,"0.00747"
"188","GO:1990116","ribosome-associated ubiquitin-dependent protein catabolic process",2,2,0.2,"0.00747"
"189","GO:0036257","multivesicular body organization",2,2,0.2,"0.00747"
"190","GO:0044248","cellular catabolic process",862,143,84.54,"0.00776"
"191","GO:0061024","membrane organization",174,33,17.07,"0.00809"
"192","GO:0045814","negative regulation of gene expression, epigenetic",33,10,3.24,"0.00825"
"193","GO:0009736","cytokinin-activated signaling pathway",28,7,2.75,"0.00834"
"194","GO:0007033","vacuole organization",56,17,5.49,"0.00841"
"195","GO:0009892","negative regulation of metabolic process",679,137,66.6,"0.00852"
"196","GO:0032879","regulation of localization",83,19,8.14,"0.00878"
"197","GO:0019637","organophosphate metabolic process",355,50,34.82,"0.00895"
"198","GO:0009867","jasmonic acid mediated signaling pathway",73,13,7.16,"0.00919"
"199","GO:0006891","intra-Golgi vesicle-mediated transport",22,6,2.16,"0.00920"
"200","GO:0046854","phosphatidylinositol phosphate biosynthetic process",19,8,1.86,"0.00924"
"201","GO:0032885","regulation of polysaccharide biosynthetic process",19,8,1.86,"0.00924"
"202","GO:0010104","regulation of ethylene-activated signaling pathway",16,5,1.57,"0.00933"
"203","GO:2000762","regulation of phenylpropanoid metabolic process",16,5,1.57,"0.00933"
"204","GO:2000012","regulation of auxin polar transport",16,5,1.57,"0.00933"
"205","GO:1901700","response to oxygen-containing compound",1333,156,130.74,"0.00936"
"206","GO:0006796","phosphate-containing compound metabolic process",959,137,94.06,"0.00937"
"207","GO:0005982","starch metabolic process",50,10,4.9,"0.00948"
"208","GO:0016036","cellular response to phosphate starvation",43,9,4.22,"0.01005"
"209","GO:0050779","RNA destabilization",29,7,2.84,"0.01019"
"210","GO:0061157","mRNA destabilization",29,7,2.84,"0.01019"
"211","GO:2000377","regulation of reactive oxygen species metabolic process",29,7,2.84,"0.01019"
"212","GO:0048518","positive regulation of biological process",772,157,75.72,"0.01020"
"213","GO:0048584","positive regulation of response to stimulus",120,21,11.77,"0.01038"
"214","GO:0031330","negative regulation of cellular catabolic process",10,6,0.98,"0.01051"
"215","GO:0009303","rRNA transcription",6,3,0.59,"0.01057"
"216","GO:0051569","regulation of histone H3-K4 methylation",6,3,0.59,"0.01057"
"217","GO:0000972","transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery",6,3,0.59,"0.01057"
"218","GO:2000896","amylopectin metabolic process",6,3,0.59,"0.01057"
"219","GO:0010021","amylopectin biosynthetic process",6,3,0.59,"0.01057"
"220","GO:0051176","positive regulation of sulfur metabolic process",6,3,0.59,"0.01057"
"221","GO:0072665","protein localization to vacuole",39,15,3.83,"0.01093"
"222","GO:0072666","establishment of protein localization to vacuole",39,15,3.83,"0.01093"
"223","GO:0030154","cell differentiation",611,75,59.93,"0.01094"
"224","GO:0043933","protein-containing complex organization",375,50,36.78,"0.01101"
"225","GO:0010380","regulation of chlorophyll biosynthetic process",11,4,1.08,"0.01119"
"226","GO:0032968","positive regulation of transcription elongation by RNA polymerase II",11,4,1.08,"0.01119"
"227","GO:0042147","retrograde transport, endosome to Golgi",11,4,1.08,"0.01119"
"228","GO:0010562","positive regulation of phosphorus metabolic process",11,4,1.08,"0.01119"
"229","GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",11,4,1.08,"0.01119"
"230","GO:0098781","ncRNA transcription",11,4,1.08,"0.01119"
"231","GO:0045937","positive regulation of phosphate metabolic process",11,4,1.08,"0.01119"
"232","GO:0031327","negative regulation of cellular biosynthetic process",237,50,23.24,"0.01122"
"233","GO:0044093","positive regulation of molecular function",61,13,5.98,"0.01125"
"234","GO:0019750","chloroplast localization",23,6,2.26,"0.01156"
"235","GO:0060341","regulation of cellular localization",23,6,2.26,"0.01156"
"236","GO:0006996","organelle organization",1030,157,101.02,"0.01165"
"237","GO:0000375","RNA splicing, via transesterification reactions",165,39,16.18,"0.01167"
"238","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",165,39,16.18,"0.01167"
"239","GO:0009624","response to nematode",44,9,4.32,"0.01169"
"240","GO:0009314","response to radiation",1045,143,102.49,"0.01178"
"241","GO:0032940","secretion by cell",46,12,4.51,"0.01206"
"242","GO:0000398","mRNA splicing, via spliceosome",141,31,13.83,"0.01220"
"243","GO:0010114","response to red light",37,8,3.63,"0.01224"
"244","GO:0090305","nucleic acid phosphodiester bond hydrolysis",57,13,5.59,"0.01231"
"245","GO:1901699","cellular response to nitrogen compound",30,7,2.94,"0.01233"
"246","GO:0009733","response to auxin",190,26,18.64,"0.01287"
"247","GO:0009657","plastid organization",224,42,21.97,"0.01298"
"248","GO:0006401","RNA catabolic process",80,22,7.85,"0.01370"
"249","GO:0065003","protein-containing complex assembly",331,45,32.46,"0.01376"
"250","GO:0065008","regulation of biological quality",560,74,54.92,"0.01404"
"251","GO:0051171","regulation of nitrogen compound metabolic process",1268,215,124.37,"0.01411"
"252","GO:1905421","regulation of plant organ morphogenesis",24,6,2.35,"0.01431"
"253","GO:0051644","plastid localization",24,6,2.35,"0.01431"
"254","GO:0043087","regulation of GTPase activity",24,6,2.35,"0.01431"
"255","GO:0010091","trichome branching",24,6,2.35,"0.01431"
"256","GO:0031348","negative regulation of defense response",38,8,3.73,"0.01436"
"257","GO:0010468","regulation of gene expression",1255,234,123.09,"0.01472"
"258","GO:0034605","cellular response to heat",46,9,4.51,"0.01556"
"259","GO:0098659","inorganic cation import across plasma membrane",12,4,1.18,"0.01566"
"260","GO:0015914","phospholipid transport",12,4,1.18,"0.01566"
"261","GO:0097035","regulation of membrane lipid distribution",12,4,1.18,"0.01566"
"262","GO:1901463","regulation of tetrapyrrole biosynthetic process",12,4,1.18,"0.01566"
"263","GO:0009649","entrainment of circadian clock",12,4,1.18,"0.01566"
"264","GO:0009958","positive gravitropism",18,5,1.77,"0.01583"
"265","GO:0051568","histone H3-K4 methylation",18,5,1.77,"0.01583"
"266","GO:0009894","regulation of catabolic process",92,25,9.02,"0.01583"
"267","GO:0048827","phyllome development",420,65,41.19,"0.01591"
"268","GO:0031323","regulation of cellular metabolic process",1446,246,141.82,"0.01616"
"269","GO:0006402","mRNA catabolic process",64,18,6.28,"0.01694"
"270","GO:0016236","macroautophagy",28,12,2.75,"0.01704"
"271","GO:0009895","negative regulation of catabolic process",11,6,1.08,"0.01721"
"272","GO:0016049","cell growth",344,46,33.74,"0.01729"
"273","GO:0006353","DNA-templated transcription termination",7,3,0.69,"0.01731"
"274","GO:0006904","vesicle docking involved in exocytosis",7,3,0.69,"0.01731"
"275","GO:0031929","TOR signaling",7,3,0.69,"0.01731"
"276","GO:0009861","jasmonic acid and ethylene-dependent systemic resistance",7,3,0.69,"0.01731"
"277","GO:0010072","primary shoot apical meristem specification",7,3,0.69,"0.01731"
"278","GO:0033962","P-body assembly",7,3,0.69,"0.01731"
"279","GO:0080113","regulation of seed growth",7,3,0.69,"0.01731"
"280","GO:1901880","negative regulation of protein depolymerization",7,3,0.69,"0.01731"
"281","GO:0043242","negative regulation of protein-containing complex disassembly",7,3,0.69,"0.01731"
"282","GO:0104004","cellular response to environmental stimulus",122,18,11.97,"0.01732"
"283","GO:0071214","cellular response to abiotic stimulus",122,18,11.97,"0.01732"
"284","GO:0006511","ubiquitin-dependent protein catabolic process",243,46,23.83,"0.01733"
"285","GO:0048638","regulation of developmental growth",131,19,12.85,"0.01748"
"286","GO:0007030","Golgi organization",25,6,2.45,"0.01748"
"287","GO:0048511","rhythmic process",91,21,8.93,"0.01753"
"288","GO:0007623","circadian rhythm",91,21,8.93,"0.01753"
"289","GO:0043632","modification-dependent macromolecule catabolic process",252,47,24.72,"0.01755"
"290","GO:0051049","regulation of transport",73,17,7.16,"0.01775"
"291","GO:0006325","chromatin organization",141,44,13.83,"0.01823"
"292","GO:0019219","regulation of nucleobase-containing compound metabolic process",1063,182,104.26,"0.01912"
"293","GO:0007034","vacuolar transport",78,23,7.65,"0.01918"
"294","GO:0009416","response to light stimulus",1020,139,100.04,"0.01955"
"295","GO:0031507","heterochromatin formation",24,8,2.35,"0.01983"
"296","GO:0098771","inorganic ion homeostasis",160,22,15.69,"0.01988"
"297","GO:0046889","positive regulation of lipid biosynthetic process",19,5,1.86,"0.01999"
"298","GO:0009556","microsporogenesis",19,5,1.86,"0.01999"
"299","GO:0010082","regulation of root meristem growth",19,5,1.86,"0.01999"
"300","GO:0060429","epithelium development",19,5,1.86,"0.01999"
"301","GO:0009968","negative regulation of signal transduction",64,11,6.28,"0.02036"
"302","GO:0023057","negative regulation of signaling",64,11,6.28,"0.02036"
"303","GO:0010648","negative regulation of cell communication",64,11,6.28,"0.02036"
"304","GO:0019941","modification-dependent protein catabolic process",245,46,24.03,"0.02041"
"305","GO:0071310","cellular response to organic substance",763,99,74.83,"0.02043"
"306","GO:0055046","microgametogenesis",33,7,3.24,"0.02063"
"307","GO:0010243","response to organonitrogen compound",237,35,23.24,"0.02106"
"308","GO:0031062","positive regulation of histone methylation",13,4,1.28,"0.02110"
"309","GO:0035195","miRNA-mediated gene silencing",13,4,1.28,"0.02110"
"310","GO:2001057","reactive nitrogen species metabolic process",13,4,1.28,"0.02110"
"311","GO:0071941","nitrogen cycle metabolic process",13,4,1.28,"0.02110"
"312","GO:0099587","inorganic ion import across plasma membrane",13,4,1.28,"0.02110"
"313","GO:0015850","organic hydroxy compound transport",13,4,1.28,"0.02110"
"314","GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",13,4,1.28,"0.02110"
"315","GO:0044030","regulation of DNA methylation",13,4,1.28,"0.02110"
"316","GO:0010162","seed dormancy process",26,6,2.55,"0.02111"
"317","GO:0048571","long-day photoperiodism",26,6,2.55,"0.02111"
"318","GO:0022611","dormancy process",26,6,2.55,"0.02111"
"319","GO:0034502","protein localization to chromosome",3,2,0.29,"0.02113"
"320","GO:0046898","response to cycloheximide",3,2,0.29,"0.02113"
"321","GO:0019264","glycine biosynthetic process from serine",3,2,0.29,"0.02113"
"322","GO:0071071","regulation of phospholipid biosynthetic process",3,2,0.29,"0.02113"
"323","GO:1903725","regulation of phospholipid metabolic process",3,2,0.29,"0.02113"
"324","GO:1902448","positive regulation of shade avoidance",3,2,0.29,"0.02113"
"325","GO:0048729","tissue morphogenesis",3,2,0.29,"0.02113"
"326","GO:0046655","folic acid metabolic process",3,2,0.29,"0.02113"
"327","GO:2000232","regulation of rRNA processing",3,2,0.29,"0.02113"
"328","GO:0000395","mRNA 5'-splice site recognition",3,2,0.29,"0.02113"
"329","GO:0010272","response to silver ion",3,2,0.29,"0.02113"
"330","GO:0071963","establishment or maintenance of cell polarity regulating cell shape",3,2,0.29,"0.02113"
"331","GO:0010244","response to low fluence blue light stimulus by blue low-fluence system",3,2,0.29,"0.02113"
"332","GO:2000769","regulation of establishment or maintenance of cell polarity regulating cell shape",3,2,0.29,"0.02113"
"333","GO:0071921","cohesin loading",3,2,0.29,"0.02113"
"334","GO:0000973","post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery",3,2,0.29,"0.02113"
"335","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress",3,2,0.29,"0.02113"
"336","GO:2000758","positive regulation of peptidyl-lysine acetylation",3,2,0.29,"0.02113"
"337","GO:0002009","morphogenesis of an epithelium",3,2,0.29,"0.02113"
"338","GO:0006140","regulation of nucleotide metabolic process",3,2,0.29,"0.02113"
"339","GO:1900542","regulation of purine nucleotide metabolic process",3,2,0.29,"0.02113"
"340","GO:0000492","box C/D snoRNP assembly",3,2,0.29,"0.02113"
"341","GO:1901985","positive regulation of protein acetylation",3,2,0.29,"0.02113"
"342","GO:0001736","establishment of planar polarity",3,2,0.29,"0.02113"
"343","GO:0001738","morphogenesis of a polarized epithelium",3,2,0.29,"0.02113"
"344","GO:0060623","regulation of chromosome condensation",3,2,0.29,"0.02113"
"345","GO:0071168","protein localization to chromatin",3,2,0.29,"0.02113"
"346","GO:0030030","cell projection organization",3,2,0.29,"0.02113"
"347","GO:0030031","cell projection assembly",3,2,0.29,"0.02113"
"348","GO:0009871","jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway",3,2,0.29,"0.02113"
"349","GO:0051480","regulation of cytosolic calcium ion concentration",3,2,0.29,"0.02113"
"350","GO:0043972","histone H3-K23 acetylation",3,2,0.29,"0.02113"
"351","GO:0071217","cellular response to external biotic stimulus",3,2,0.29,"0.02113"
"352","GO:1905613","regulation of developmental vegetative growth",3,2,0.29,"0.02113"
"353","GO:0035066","positive regulation of histone acetylation",3,2,0.29,"0.02113"
"354","GO:0006809","nitric oxide biosynthetic process",3,2,0.29,"0.02113"
"355","GO:0071763","nuclear membrane organization",3,2,0.29,"0.02113"
"356","GO:0010617","circadian regulation of calcium ion oscillation",3,2,0.29,"0.02113"
"357","GO:1904821","chloroplast disassembly",3,2,0.29,"0.02113"
"358","GO:0051214","RNAi-mediated antiviral immunity against RNA virus",3,2,0.29,"0.02113"
"359","GO:0090522","vesicle tethering involved in exocytosis",3,2,0.29,"0.02113"
"360","GO:0061709","reticulophagy",3,2,0.29,"0.02113"
"361","GO:0140042","lipid droplet formation",3,2,0.29,"0.02113"
"362","GO:0090628","plant epidermal cell fate specification",3,2,0.29,"0.02113"
"363","GO:0009250","glucan biosynthetic process",85,19,8.34,"0.02126"
"364","GO:0060255","regulation of macromolecule metabolic process",1485,278,145.65,"0.02137"
"365","GO:0043170","macromolecule metabolic process",3968,583,389.18,"0.02144"
"366","GO:0030001","metal ion transport",116,17,11.38,"0.02160"
"367","GO:0055080","cation homeostasis",134,19,13.14,"0.02174"
"368","GO:0051128","regulation of cellular component organization",204,31,20.01,"0.02176"
"369","GO:0009890","negative regulation of biosynthetic process",243,50,23.83,"0.02214"
"370","GO:0009719","response to endogenous stimulus",1105,131,108.38,"0.02271"
"371","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport",57,10,5.59,"0.02306"
"372","GO:0032504","multicellular organism reproduction",144,20,14.12,"0.02317"
"373","GO:0051649","establishment of localization in cell",472,98,46.29,"0.02382"
