"","gene_ID","module","AT_gene_id","annotation"
"16","Dm_00008382-RA",3,"AT4G39910.1","| Symbols: UBP3, ATUBP3 | ubiquitin-specific protease 3 | chr4:18511858-18514139 REVERSE LENGTH=371"
"17","Dm_00008565-RA",5,"AT5G67360.1","| Symbols: ARA12, SBT1.7 | Subtilisin-like Serine protease 1.7 | chr5:26872192-26874465 REVERSE LENGTH=757"
"18","Dm_00009084-RA",3,"AT5G40200.1","| Symbols: DegP9, DEG9 | degradation of periplasmic proteins 9, DegP protease 9 | chr5:16070402-16073101 FORWARD LENGTH=592"
"19","Dm_00009108-RA",7,"AT1G49630.3","| Symbols: PREP2, ATPREP2 | presequence protease 2 | chr1:18368405-18375336 REVERSE LENGTH=1080"
"20","Dm_00010189-RA",3,"AT3G20630.1","| Symbols: TARANI, TTN6, PER1, DA3, ATUBP14, TNI, UBP14 | ubiquitin-specific protease 14, TITAN6, TARANI, phosphate deficiency root hair defective1 | chr3:7203001-7208340 REVERSE LENGTH=797"
"21","Dm_00010946-RA",3,"AT5G02190.1","| Symbols: PCS1, EMB24, ATASP38, ASP38 | PROMOTION OF CELL SURVIVAL 1, ARABIDOPSIS THALIANA ASPARTIC PROTEASE 38, EMBRYO DEFECTIVE 24 | chr5:435322-436683 FORWARD LENGTH=453"
"22","Dm_00011663-RA",12,"AT5G22030.1","| Symbols: UBP8 | ubiquitin-specific protease 8 | chr5:7290155-7296344 REVERSE LENGTH=871"
"23","Dm_00011664-RA",7,"AT5G22030.1","| Symbols: UBP8 | ubiquitin-specific protease 8 | chr5:7290155-7296344 REVERSE LENGTH=871"
"24","Dm_00011918-RA",27,"AT1G17110.3","| Symbols: UBP15 | ubiquitin-specific protease 15 | chr1:5845816-5849889 REVERSE LENGTH=924"
"25","Dm_00012578-RA",12,"AT1G68660.1","| Symbols: AtClpS1, ClpS1 | caseinolytic protease S 1 | chr1:25778058-25779083 REVERSE LENGTH=159"
"26","Dm_00013493-RA",7,"AT4G23940.1","| Symbols: ARC1, FtsHi1 | FTSH inactive protease 1, ACCUMULATION AND REPLICATION OF CHLOROPLASTS 1 | chr4:12437108-12441841 FORWARD LENGTH=946"
"27","Dm_00016387-RA",3,"AT4G24560.1","| Symbols: UBP16 | ubiquitin-specific protease 16 | chr4:12679493-12684528 REVERSE LENGTH=1008"
"28","Dm_00017412-RA",3,"AT3G14067.1","| Symbols: SASP | Senescence-Associated Subtilisin Protease | chr3:4658421-4660754 REVERSE LENGTH=777"
"29","Dm_00017908-RA",3,"AT2G03200.1","| Symbols: ASPR1 | Atypical Aspartic Protease in Roots 1 | chr2:966506-967891 REVERSE LENGTH=461"
"30","Dm_00019605-RA",4,"AT4G34980.1","| Symbols: SLP2 | subtilisin-like serine protease 2 | chr4:16656929-16659223 REVERSE LENGTH=764"
