"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"100","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",127,16,10.85,"0.03393"
"101","GO:0004672","protein kinase activity",446,85,38.09,"0.03414"
"102","GO:0005543","phospholipid binding",97,13,8.28,"0.03416"
"103","GO:0035639","purine ribonucleoside triphosphate binding",302,40,25.79,"0.03496"
"104","GO:0005217","intracellular ligand-gated ion channel activity",10,3,0.85,"0.03606"
"105","GO:0120013","lipid transfer activity",10,3,0.85,"0.03606"
"106","GO:0120014","phospholipid transfer activity",10,3,0.85,"0.03606"
"107","GO:0097367","carbohydrate derivative binding",359,51,30.66,"0.03705"
"108","GO:0015297","antiporter activity",89,12,7.6,"0.03918"
"109","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors",109,14,9.31,"0.03934"
"110","GO:0051015","actin filament binding",51,8,4.36,"0.03936"
"111","GO:0004857","enzyme inhibitor activity",51,8,4.36,"0.03936"
"112","GO:0061630","ubiquitin protein ligase activity",99,13,8.46,"0.03943"
"113","GO:0022857","transmembrane transporter activity",614,61,52.44,"0.03950"
"114","GO:0016773","phosphotransferase activity, alcohol group as acceptor",537,96,45.86,"0.04069"
"115","GO:0005524","ATP binding",237,26,20.24,"0.04161"
"116","GO:0035251","UDP-glucosyltransferase activity",61,9,5.21,"0.04225"
"117","GO:0004364","glutathione transferase activity",18,4,1.54,"0.04452"
"118","GO:0051753","mannan synthase activity",11,3,0.94,"0.04681"
"119","GO:0019187","beta-1,4-mannosyltransferase activity",11,3,0.94,"0.04681"
"120","GO:0080115","myosin XI tail binding",11,3,0.94,"0.04681"
"121","GO:0032029","myosin tail binding",11,3,0.94,"0.04681"
"122","GO:0032036","myosin heavy chain binding",11,3,0.94,"0.04681"
"123","GO:0016746","acyltransferase activity",185,25,15.8,"0.04691"
"124","GO:0061659","ubiquitin-like protein ligase activity",102,13,8.71,"0.04838"
"125","GO:0043495","protein-membrane adaptor activity",5,2,0.43,"0.05044"
"126","GO:0070696","transmembrane receptor protein serine/threonine kinase binding",5,2,0.43,"0.05044"
"127","GO:0004143","diacylglycerol kinase activity",5,2,0.43,"0.05044"
"128","GO:0017169","CDP-alcohol phosphatidyltransferase activity",5,2,0.43,"0.05044"
"129","GO:0004630","phospholipase D activity",5,2,0.43,"0.05044"
"130","GO:0097001","ceramide binding",5,2,0.43,"0.05044"
"131","GO:0004430","1-phosphatidylinositol 4-kinase activity",5,2,0.43,"0.05044"
"132","GO:0005034","osmosensor activity",5,2,0.43,"0.05044"
"133","GO:0046625","sphingolipid binding",5,2,0.43,"0.05044"
"134","GO:0070290","N-acylphosphatidylethanolamine-specific phospholipase D activity",5,2,0.43,"0.05044"
"135","GO:0008378","galactosyltransferase activity",27,5,2.31,"0.05196"
"136","GO:0052689","carboxylic ester hydrolase activity",93,12,7.94,"0.05215"
"137","GO:0046910","pectinesterase inhibitor activity",19,4,1.62,"0.05308"
"138","GO:0008289","lipid binding",147,17,12.55,"0.05871"
"139","GO:0017022","myosin binding",12,3,1.02,"0.05895"
"140","GO:0022834","ligand-gated channel activity",12,3,1.02,"0.05895"
"141","GO:0015276","ligand-gated ion channel activity",12,3,1.02,"0.05895"
"142","GO:0015149","hexose transmembrane transporter activity",12,3,1.02,"0.05895"
"143","GO:0016706","2-oxoglutarate-dependent dioxygenase activity",37,6,3.16,"0.06086"
"144","GO:0098772","molecular function regulator activity",203,22,17.34,"0.06374"
"145","GO:0005215","transporter activity",639,66,54.57,"0.07139"
"146","GO:0015086","cadmium ion transmembrane transporter activity",6,2,0.51,"0.07187"
"147","GO:0097602","cullin family protein binding",6,2,0.51,"0.07187"
"148","GO:1901618","organic hydroxy compound transmembrane transporter activity",6,2,0.51,"0.07187"
"149","GO:0000149","SNARE binding",48,7,4.1,"0.07229"
"150","GO:0008097","5S rRNA binding",13,3,1.11,"0.07240"
"151","GO:0034595","phosphatidylinositol phosphate 5-phosphatase activity",13,3,1.11,"0.07240"
"152","GO:0005548","phospholipid transporter activity",13,3,1.11,"0.07240"
"153","GO:0016881","acid-amino acid ligase activity",13,3,1.11,"0.07240"
"154","GO:0005384","manganese ion transmembrane transporter activity",13,3,1.11,"0.07240"
"155","GO:0015165","pyrimidine nucleotide-sugar transmembrane transporter activity",13,3,1.11,"0.07240"
"156","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",30,5,2.56,"0.07606"
"157","GO:0051119","sugar transmembrane transporter activity",30,5,2.56,"0.07606"
"158","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups",173,23,14.78,"0.07612"
"159","GO:0008281","sulfonylurea receptor activity",1,1,0.09,"0.07683"
"160","GO:0030744","luteolin O-methyltransferase activity",1,1,0.09,"0.07683"
"161","GO:0004126","cytidine deaminase activity",1,1,0.09,"0.07683"
"162","GO:0003882","CDP-diacylglycerol-serine O-phosphatidyltransferase activity",1,1,0.09,"0.07683"
"163","GO:0047840","dCTP diphosphatase activity",1,1,0.09,"0.07683"
"164","GO:0047844","deoxycytidine deaminase activity",1,1,0.09,"0.07683"
"165","GO:0022858","alanine transmembrane transporter activity",1,1,0.09,"0.07683"
"166","GO:0140338","sphingomyelin transfer activity",1,1,0.09,"0.07683"
"167","GO:0019797","procollagen-proline 3-dioxygenase activity",1,1,0.09,"0.07683"
"168","GO:0050403","trans-zeatin O-beta-D-glucosyltransferase activity",1,1,0.09,"0.07683"
"169","GO:0015575","mannitol transmembrane transporter activity",1,1,0.09,"0.07683"
"170","GO:0015576","sorbitol transmembrane transporter activity",1,1,0.09,"0.07683"
"171","GO:0050408","[pyruvate kinase]-phosphatase activity",1,1,0.09,"0.07683"
"172","GO:0003827","alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",1,1,0.09,"0.07683"
"173","GO:0003845","11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity",1,1,0.09,"0.07683"
"174","GO:0052861","glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group",1,1,0.09,"0.07683"
"175","GO:0052862","glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group",1,1,0.09,"0.07683"
"176","GO:1904091","non-ribosomal peptide synthetase activity",1,1,0.09,"0.07683"
"177","GO:0061798","GTP 3',8'-cyclase activity",1,1,0.09,"0.07683"
"178","GO:0019788","NEDD8 transferase activity",1,1,0.09,"0.07683"
"179","GO:0052821","DNA-7-methyladenine glycosylase activity",1,1,0.09,"0.07683"
"180","GO:0010280","UDP-L-rhamnose synthase activity",1,1,0.09,"0.07683"
"181","GO:0052822","DNA-3-methylguanine glycosylase activity",1,1,0.09,"0.07683"
"182","GO:0090440","abscisic acid transmembrane transporter activity",1,1,0.09,"0.07683"
"183","GO:0052815","medium-chain acyl-CoA hydrolase activity",1,1,0.09,"0.07683"
"184","GO:0052816","long-chain acyl-CoA hydrolase activity",1,1,0.09,"0.07683"
"185","GO:0061632","RNA lariat debranching enzyme activator activity",1,1,0.09,"0.07683"
"186","GO:0080061","indole-3-acetonitrile nitrilase activity",1,1,0.09,"0.07683"
"187","GO:0070728","leucine binding",1,1,0.09,"0.07683"
"188","GO:0008759","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity",1,1,0.09,"0.07683"
"189","GO:0018822","nitrile hydratase activity",1,1,0.09,"0.07683"
"190","GO:0047558","3-cyanoalanine hydratase activity",1,1,0.09,"0.07683"
"191","GO:0103117","UDP-3-O-acyl-N-acetylglucosamine deacetylase activity",1,1,0.09,"0.07683"
"192","GO:2001080","chitosan binding",1,1,0.09,"0.07683"
"193","GO:0047293","4-hydroxybenzoate nonaprenyltransferase activity",1,1,0.09,"0.07683"
"194","GO:1905394","retromer complex binding",1,1,0.09,"0.07683"
"195","GO:0102196","cortisol dehydrogenase activity",1,1,0.09,"0.07683"
"196","GO:0009374","biotin binding",1,1,0.09,"0.07683"
"197","GO:0004363","glutathione synthase activity",1,1,0.09,"0.07683"
"198","GO:0004506","squalene monooxygenase activity",1,1,0.09,"0.07683"
"199","GO:0102822","quercetin 3'-O-methyltransferase activity",1,1,0.09,"0.07683"
"200","GO:0047513","1,2-alpha-L-fucosidase activity",1,1,0.09,"0.07683"
"201","GO:0004383","guanylate cyclase activity",1,1,0.09,"0.07683"
"202","GO:0008732","L-allo-threonine aldolase activity",1,1,0.09,"0.07683"
"203","GO:0008481","sphinganine kinase activity",1,1,0.09,"0.07683"
"204","GO:0004379","glycylpeptide N-tetradecanoyltransferase activity",1,1,0.09,"0.07683"
"205","GO:0016420","malonyltransferase activity",1,1,0.09,"0.07683"
"206","GO:0004314","[acyl-carrier-protein] S-malonyltransferase activity",1,1,0.09,"0.07683"
"207","GO:0008412","4-hydroxybenzoate octaprenyltransferase activity",1,1,0.09,"0.07683"
"208","GO:0009029","tetraacyldisaccharide 4'-kinase activity",1,1,0.09,"0.07683"
"209","GO:0016419","S-malonyltransferase activity",1,1,0.09,"0.07683"
"210","GO:0005522","profilin binding",1,1,0.09,"0.07683"
"211","GO:0004665","prephenate dehydrogenase (NADP+) activity",1,1,0.09,"0.07683"
"212","GO:0015039","NADPH-adrenodoxin reductase activity",1,1,0.09,"0.07683"
"213","GO:0045127","N-acetylglucosamine kinase activity",1,1,0.09,"0.07683"
"214","GO:0106245","L-serine-phosphatidylethanolamine phosphatidyltransferase activity",1,1,0.09,"0.07683"
"215","GO:0004793","threonine aldolase activity",1,1,0.09,"0.07683"
"216","GO:0036313","phosphatidylinositol 3-kinase catalytic subunit binding",1,1,0.09,"0.07683"
"217","GO:0004307","ethanolaminephosphotransferase activity",1,1,0.09,"0.07683"
"218","GO:0047345","ribose-5-phosphate adenylyltransferase activity",1,1,0.09,"0.07683"
"219","GO:0000257","nitrilase activity",1,1,0.09,"0.07683"
"220","GO:0004038","allantoinase activity",1,1,0.09,"0.07683"
"221","GO:0008859","exoribonuclease II activity",1,1,0.09,"0.07683"
"222","GO:0050502","cis-zeatin O-beta-D-glucosyltransferase activity",1,1,0.09,"0.07683"
"223","GO:0050505","hydroquinone glucosyltransferase activity",1,1,0.09,"0.07683"
"224","GO:0045550","geranylgeranyl reductase activity",1,1,0.09,"0.07683"
"225","GO:0010488","UDP-galactose:N-glycan beta-1,3-galactosyltransferase activity",1,1,0.09,"0.07683"
"226","GO:0016815","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles",1,1,0.09,"0.07683"
"227","GO:0047763","caffeate O-methyltransferase activity",1,1,0.09,"0.07683"
"228","GO:0004452","isopentenyl-diphosphate delta-isomerase activity",1,1,0.09,"0.07683"
"229","GO:0050377","UDP-glucose 4,6-dehydratase activity",1,1,0.09,"0.07683"
"230","GO:0019133","choline monooxygenase activity",1,1,0.09,"0.07683"
"231","GO:0004459","L-lactate dehydrogenase activity",1,1,0.09,"0.07683"
"232","GO:0043548","phosphatidylinositol 3-kinase binding",1,1,0.09,"0.07683"
"233","GO:0033946","xyloglucan-specific endo-beta-1,4-glucanase activity",1,1,0.09,"0.07683"
"234","GO:0050342","tocopherol O-methyltransferase activity",1,1,0.09,"0.07683"
"235","GO:0033799","myricetin 3'-O-methyltransferase activity",1,1,0.09,"0.07683"
"236","GO:0004420","hydroxymethylglutaryl-CoA reductase (NADPH) activity",1,1,0.09,"0.07683"
"237","GO:0019107","myristoyltransferase activity",1,1,0.09,"0.07683"
"238","GO:0046316","gluconokinase activity",1,1,0.09,"0.07683"
"239","GO:0038187","pattern recognition receptor activity",1,1,0.09,"0.07683"
"240","GO:0004416","hydroxyacylglutathione hydrolase activity",1,1,0.09,"0.07683"
"241","GO:0071885","N-terminal protein N-methyltransferase activity",1,1,0.09,"0.07683"
"242","GO:0035798","2-alkenal reductase (NADP+) activity",1,1,0.09,"0.07683"
"243","GO:0052668","CTP:farnesol kinase activity",1,1,0.09,"0.07683"
"244","GO:0102243","ATP:geranylgeraniol phosphotransferase activity",1,1,0.09,"0.07683"
"245","GO:0051990","(R)-2-hydroxyglutarate dehydrogenase activity",1,1,0.09,"0.07683"
"246","GO:0052670","geraniol kinase activity",1,1,0.09,"0.07683"
"247","GO:0052671","geranylgeraniol kinase activity",1,1,0.09,"0.07683"
"248","GO:0052672","CTP:geranylgeraniol kinase activity",1,1,0.09,"0.07683"
"249","GO:0052673","prenol kinase activity",1,1,0.09,"0.07683"
"250","GO:0002083","4-hydroxybenzoate decaprenyltransferase activity",1,1,0.09,"0.07683"
"251","GO:0031544","peptidyl-proline 3-dioxygenase activity",1,1,0.09,"0.07683"
"252","GO:0047427","cyanoalanine nitrilase activity",1,1,0.09,"0.07683"
"253","GO:0033721","aldehyde dehydrogenase (NADP+) activity",1,1,0.09,"0.07683"
"254","GO:0008108","UDP-glucose:hexose-1-phosphate uridylyltransferase activity",1,1,0.09,"0.07683"
"255","GO:0080123","jasmonate-amino synthetase activity",1,1,0.09,"0.07683"
"256","GO:0015180","L-alanine transmembrane transporter activity",1,1,0.09,"0.07683"
"257","GO:0102067","geranylgeranyl diphosphate reductase activity",1,1,0.09,"0.07683"
"258","GO:0042281","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity",1,1,0.09,"0.07683"
"259","GO:0070524","11-beta-hydroxysteroid dehydrogenase (NADP+) activity",1,1,0.09,"0.07683"
"260","GO:0102057","jasmonoyl-valine synthetase activity",1,1,0.09,"0.07683"
"261","GO:0102058","jasmonoyl-leucine synthetase activity",1,1,0.09,"0.07683"
"262","GO:0033730","arogenate dehydrogenase (NADP+) activity",1,1,0.09,"0.07683"
"263","GO:0033731","arogenate dehydrogenase [NAD(P)+] activity",1,1,0.09,"0.07683"
"264","GO:0052631","sphingolipid delta-8 desaturase activity",1,1,0.09,"0.07683"
"265","GO:0005456","CMP-N-acetylneuraminate transmembrane transporter activity",1,1,0.09,"0.07683"
"266","GO:0061522","1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity",1,1,0.09,"0.07683"
"267","GO:0030755","quercetin 3-O-methyltransferase activity",1,1,0.09,"0.07683"
"268","GO:0017096","acetylserotonin O-methyltransferase activity",1,1,0.09,"0.07683"
"269","GO:0015117","thiosulfate transmembrane transporter activity",1,1,0.09,"0.07683"
"270","GO:0015148","D-xylose transmembrane transporter activity",1,1,0.09,"0.07683"
"271","GO:0004817","cysteine-tRNA ligase activity",1,1,0.09,"0.07683"
"272","GO:0015591","D-ribose transmembrane transporter activity",1,1,0.09,"0.07683"
"273","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors",49,7,4.18,"0.07903"
"274","GO:0008422","beta-glucosidase activity",40,6,3.42,"0.08296"
"275","GO:0015020","glucuronosyltransferase activity",22,4,1.88,"0.08363"
"276","GO:0000030","mannosyltransferase activity",22,4,1.88,"0.08363"
"277","GO:0001653","peptide receptor activity",14,3,1.2,"0.08707"
"278","GO:0008375","acetylglucosaminyltransferase activity",14,3,1.2,"0.08707"
"279","GO:0034593","phosphatidylinositol bisphosphate phosphatase activity",14,3,1.2,"0.08707"
"280","GO:0016168","chlorophyll binding",14,3,1.2,"0.08707"
"281","GO:0070001","aspartic-type peptidase activity",23,4,1.96,"0.09537"
"282","GO:0004190","aspartic-type endopeptidase activity",23,4,1.96,"0.09537"
"283","GO:0140326","ATPase-coupled intramembrane lipid transporter activity",7,2,0.6,"0.09561"
"284","GO:0140303","intramembrane lipid transporter activity",7,2,0.6,"0.09561"
"285","GO:0008066","glutamate receptor activity",7,2,0.6,"0.09561"
"286","GO:0016899","oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",7,2,0.6,"0.09561"
"287","GO:0034485","phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",7,2,0.6,"0.09561"
"288","GO:0004445","inositol-polyphosphate 5-phosphatase activity",7,2,0.6,"0.09561"
"289","GO:0005459","UDP-galactose transmembrane transporter activity",7,2,0.6,"0.09561"
"290","GO:0052742","phosphatidylinositol kinase activity",7,2,0.6,"0.09561"
"291","GO:0033218","amide binding",62,8,5.3,"0.10087"
"292","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",104,12,8.88,"0.10172"
"293","GO:0015144","carbohydrate transmembrane transporter activity",43,6,3.67,"0.10893"
"294","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",95,11,8.11,"0.11163"
"295","GO:0004497","monooxygenase activity",74,9,6.32,"0.11286"
"296","GO:0071949","FAD binding",34,5,2.9,"0.11598"
"297","GO:0016780","phosphotransferase activity, for other substituted phosphate groups",16,3,1.37,"0.11972"
"298","GO:0004312","fatty acid synthase activity",16,3,1.37,"0.11972"
"299","GO:0005262","calcium channel activity",16,3,1.37,"0.11972"
"300","GO:0005338","nucleotide-sugar transmembrane transporter activity",16,3,1.37,"0.11972"
"301","GO:0102483","scopolin beta-glucosidase activity",8,2,0.68,"0.12119"
"302","GO:0043878","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity",8,2,0.68,"0.12119"
"303","GO:0016778","diphosphotransferase activity",8,2,0.68,"0.12119"
"304","GO:0060590","ATPase regulator activity",8,2,0.68,"0.12119"
"305","GO:0004033","aldo-keto reductase (NADP) activity",8,2,0.68,"0.12119"
"306","GO:0016849","phosphorus-oxygen lyase activity",8,2,0.68,"0.12119"
"307","GO:0004707","MAP kinase activity",8,2,0.68,"0.12119"
"308","GO:0046030","inositol trisphosphate phosphatase activity",8,2,0.68,"0.12119"
"309","GO:0000774","adenyl-nucleotide exchange factor activity",8,2,0.68,"0.12119"
"310","GO:0015926","glucosidase activity",45,6,3.84,"0.12829"
"311","GO:0042973","glucan endo-1,3-beta-D-glucosidase activity",26,4,2.22,"0.13480"
"312","GO:0031490","chromatin DNA binding",26,4,2.22,"0.13480"
"313","GO:0044390","ubiquitin-like protein conjugating enzyme binding",17,3,1.45,"0.13748"
"314","GO:0008171","O-methyltransferase activity",17,3,1.45,"0.13748"
"315","GO:0001664","G protein-coupled receptor binding",2,1,0.17,"0.14776"
"316","GO:0004807","triose-phosphate isomerase activity",2,1,0.17,"0.14776"
"317","GO:0031683","G-protein beta/gamma-subunit complex binding",2,1,0.17,"0.14776"
"318","GO:0004142","diacylglycerol cholinephosphotransferase activity",2,1,0.17,"0.14776"
"319","GO:0015292","uniporter activity",2,1,0.17,"0.14776"
"320","GO:0051721","protein phosphatase 2A binding",2,1,0.17,"0.14776"
"321","GO:0043425","bHLH transcription factor binding",2,1,0.17,"0.14776"
"322","GO:0004560","alpha-L-fucosidase activity",2,1,0.17,"0.14776"
"323","GO:0042781","3'-tRNA processing endoribonuclease activity",2,1,0.17,"0.14776"
"324","GO:0033819","lipoyl(octanoyl) transferase activity",2,1,0.17,"0.14776"
"325","GO:0061799","cyclic pyranopterin monophosphate synthase activity",2,1,0.17,"0.14776"
"326","GO:0046870","cadmium ion binding",2,1,0.17,"0.14776"
"327","GO:0019003","GDP binding",2,1,0.17,"0.14776"
"328","GO:0048531","beta-1,3-galactosyltransferase activity",2,1,0.17,"0.14776"
"329","GO:0016629","12-oxophytodienoate reductase activity",2,1,0.17,"0.14776"
"330","GO:0010276","phytol kinase activity",2,1,0.17,"0.14776"
"331","GO:0010279","indole-3-acetic acid amido synthetase activity",2,1,0.17,"0.14776"
"332","GO:0016756","glutathione gamma-glutamylcysteinyltransferase activity",2,1,0.17,"0.14776"
"333","GO:0015927","trehalase activity",2,1,0.17,"0.14776"
"334","GO:0015928","fucosidase activity",2,1,0.17,"0.14776"
"335","GO:0015207","adenine transmembrane transporter activity",2,1,0.17,"0.14776"
"336","GO:0015208","guanine transmembrane transporter activity",2,1,0.17,"0.14776"
"337","GO:0016004","phospholipase activator activity",2,1,0.17,"0.14776"
"338","GO:0015665","alcohol transmembrane transporter activity",2,1,0.17,"0.14776"
"339","GO:0008460","dTDP-glucose 4,6-dehydratase activity",2,1,0.17,"0.14776"
"340","GO:0047517","1,4-beta-D-xylan synthase activity",2,1,0.17,"0.14776"
"341","GO:1990136","linoleate 9S-lipoxygenase activity",2,1,0.17,"0.14776"
"342","GO:0016454","C-palmitoyltransferase activity",2,1,0.17,"0.14776"
