"","target_id","ATgene_ID","TopBLASTHit_Name","tissue","module"
"110","Dm_00019773","AT1G56190.1",NA,NA,2
"111","Dm_00020976","AT5G24870.3",NA,NA,2
"112","Dm_00020333","AT3G62860.1",NA,NA,2
"113","Dm_00002603","AT3G48050.2","'shuttle' in chinese",NA,2
"114","Dm_00008561","AT4G24220.1","""&#916;4,5-steroid-5[beta]-reductase"", VEIN PATTERNING 1",NA,2
"115","Dm_00017824","AT5G36120.1","""cofactor assembly, complex C (B6F)""",NA,2
"116","Dm_00018530","AT2G45510.1","""cytochrome P450, family 704, subfamily A, polypeptide 2""",NA,2
"117","Dm_00001701","AT3G48270.1","""cytochrome P450, family 71, subfamily A, polypeptide 26""",NA,2
"118","Dm_00001605","AT2G45550.1","""cytochrome P450, family 76, subfamily C, polypeptide 4""",NA,2
"119","Dm_00011621","AT4G31940.1","""cytochrome P450, family 82, subfamily C, polypeptide 4""","Pe",2
"120","Dm_00007466","AT5G02770.1","""modifier of snc1, 11""",NA,2
"121","Dm_00020410","AT1G33520.1","""modifier of snc1, 2""",NA,2
"122","Dm_00013106","AT5G15400.1","""Mutant, snc1 -enhancing 3"", r Ubiquitin Fusion Degradation Protein2",NA,2
"123","Dm_00013499","AT5G05970.2","""NEURAL PRECURSOR CELL EXPRESSED, DEVELOPMENTALLY DOWN-REGULATED GENE 1""",NA,2
"124","Dm_00006091","AT5G60970.1","""TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 5""",NA,2
"125","Dm_00015772","AT1G62640.2","3-ketoacyl-acyl carrier protein synthase III",NA,2
"126","Dm_00007098","AT1G19440.1","3-ketoacyl-CoA synthase 4",NA,2
"127","Dm_00007716","AT1G75660.1","5'-3' EXORIBONUCLEASE 3, 5'-3' exoribonuclease 3",NA,2
"128","Dm_00015577","AT4G35740.1","A. THALIANA RECQ HELICASE 3",NA,2
"129","Dm_00016070","AT2G44880.2","ABA hypersensitive germination 11",NA,2
"130","Dm_00004992","AT5G01520.1","ABA Insensitive RING Protein 2",NA,2
"131","Dm_00015480","AT5G04895.1","ABA overly sensitive 6",NA,2
"132","Dm_00009231","AT5G13630.1","ABA-BINDING PROTEIN, H SUBUNIT OF MG-CHELATASE, GENOMES UNCOUPLED 5, CONDITIONAL CHLORINA",NA,2
"133","Dm_00010884","AT1G69850.1","ABA-importing transporter 1, NRT1/ PTR family 4.6, nitrate transporter 1:2",NA,2
"134","Dm_00002019","AT3G04460.2","ABERRANT PEROXISOME MORPHOLOGY 4, PEROXIN-12, peroxin-12",NA,2
"135","Dm_00007286","AT2G20300.1","Abnormal Leaf Shape 2",NA,2
"136","Dm_00003716","AT5G51290.1","ACCELERATED CELL DEATH 5",NA,2
"137","Dm_00017567","AT5G42480.1","ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6",NA,2
"138","Dm_00013392","AT3G21740.1","ACCUMULATION OF PHOTOSYSTEM ONE 4",NA,2
"139","Dm_00018408","AT1G36160.2","acetyl-CoA carboxylase 1, PASTICCINO 3, GLOSSYHEAD 1, SENSITIVE TO FREEZING 3, GURKE, EMBRYO DEFECTIVE 22",NA,2
"140","Dm_00014632","AT4G39680.2","ACINUS",NA,2
"141","Dm_00010101","AT1G18450.1","actin-related protein 4",NA,2
"142","Dm_00005877","AT5G16370.1","acyl activating enzyme 5",NA,2
"143","Dm_00016629","AT1G60780.1","adaptor protein-1 mu-adaptin 2, HAPLESS 13",NA,2
"144","Dm_00001302","AT5G23150.2","AERIAL ROSETTE 1, ENHANCER OF AG-4 2",NA,2
"145","Dm_00010504","AT5G23150.2","AERIAL ROSETTE 1, ENHANCER OF AG-4 2",NA,2
"146","Dm_00006912","AT5G60440.1","AGAMOUS-like 62",NA,2
"147","Dm_00000410","AT3G18110.1","Albino Cotyledon Mutant1, embryo defective 1270",NA,2
"148","Dm_00014455","AT2G14170.1","aldehyde dehydrogenase  6B2",NA,2
"149","Dm_00010574","AT2G27150.2","Aldehyde oxidase delta, Arabidopsis thaliana aldehyde oxidase 3, abscisic aldehyde oxidase 3",NA,2
"150","Dm_00002813","AT1G15130.1","ALG-2 INTERACTING PROTEIN-X",NA,2
"151","Dm_00007003","AT1G69830.1","ALPHA-AMYLASE-LIKE 3, alpha-amylase-like 3",NA,2
"152","Dm_00019013","AT3G54720.1","ALTERED MERISTEM PROGRAM 1, CONSTITUTIVE MORPHOGENESIS 2, PRIMORDIA TIMING, Multifolia, HAUPTLING",NA,2
"153","Dm_00013685","AT1G68370.1","ALTERED RESPONSE TO GRAVITY 1",NA,2
"154","Dm_00004619","AT1G13560.1","aminoalcoholphosphotransferase 1",NA,2
"155","Dm_00001569","AT5G04930.1","aminophospholipid ATPase 1",NA,2
"156","Dm_00013202","AT5G04930.1","aminophospholipid ATPase 1",NA,2
"157","Dm_00003755","AT5G44240.2","aminophospholipid ATPase 2",NA,2
"158","Dm_00013524","AT3G25610.1","Aminophospholipid ATPase10",NA,2
"159","Dm_00002289","AT1G28530.2","ANGULATA 10",NA,2
"160","Dm_00010281","AT4G35450.3","ankyrin repeat-containing protein 2",NA,2
"161","Dm_00013940","AT4G36050.2","APURINIC/APYRIMIDINIC ENDONUCLEASE2",NA,2
"162","Dm_00018681","AT2G02970.1","apyrase 6",NA,2
"163","Dm_00012084","AT1G79000.2","ARABIDOPSIS HISTONE ACETYLTRANSFERASE OF THE CBP FAMILY 1, P300/CBP ACETYLTRANSFERASE-RELATED PROTEIN 2, ARABIDOPSIS THALIANA P300/CBP ACETYLTRANSFERASE-RELATED PROTEIN 2, histone acetyltransferase of the CBP family 1",NA,2
"164","Dm_00020387","AT4G38130.1","ARABIDOPSIS HISTONE DEACETYLASE 19, histone deacetylase 19, HISTONE DEACETYLASE 19, histone deacetylase 1, ARABIDOPSIS HISTONE DEACETYLASE 1",NA,2
"165","Dm_00008318","AT1G79090.3","Arabidopsis homolog of yeast PAT1",NA,2
"166","Dm_00014757","AT1G18870.1","ARABIDOPSIS ISOCHORISMATE SYNTHASE 2, isochorismate synthase 2",NA,2
"167","Dm_00002783","AT3G04740.1","ARABIDOPSIS MEDIATOR COMPONENTS 14, MEDIATOR COMPONENTS 14, STRUWWELPETER",NA,2
"168","Dm_00005547","AT5G05660.1","Arabidopsis NF-X like 2, EARLY BIRD, NFX1-like 2",NA,2
"169","Dm_00016548","AT1G77360.2","Arabidopsis pentatricopeptide repeat 6",NA,2
"170","Dm_00004499","AT2G01980.1","ARABIDOPSIS SALT OVERLY SENSITIVE 1, SALT OVERLY SENSITIVE 1, ARABIDOPSIS NA+/H+ ANTIPORTER 7",NA,2
"171","Dm_00008119","AT5G51300.3","Arabidopsis SF1 homolog, SPLICING FACTOR 1",NA,2
"172","Dm_00020126","AT5G51300.3","Arabidopsis SF1 homolog, SPLICING FACTOR 1",NA,2
"173","Dm_00003061","AT1G20823.1","Arabidopsis T####xicos en Levadura 80",NA,2
"174","Dm_00009506","AT1G79650.1","Arabidopsis thaliana aldehyde oxidase 1, RADIATION SENSITIVE23B",NA,2
"175","Dm_00003284","AT3G48190.3","ARABIDOPSIS THALIANA ATAXIA-TELANGIECTASIA MUTATED, ataxia-telangiectasia mutated, pcd in male gametogenesis 1","GlIn",2
"176","Dm_00003286","AT3G48190.3","ARABIDOPSIS THALIANA ATAXIA-TELANGIECTASIA MUTATED, ataxia-telangiectasia mutated, pcd in male gametogenesis 1",NA,2
"177","Dm_00003288","AT3G48190.3","ARABIDOPSIS THALIANA ATAXIA-TELANGIECTASIA MUTATED, ataxia-telangiectasia mutated, pcd in male gametogenesis 1",NA,2
"178","Dm_00019855","AT1G44446.1","ARABIDOPSIS THALIANA CHLOROPHYLL A OXYGENASE, CHLORINA 1, CHLOROPHYLL A OXYGENASE",NA,2
"179","Dm_00002422","AT4G37270.1","ARABIDOPSIS THALIANA HEAVY METAL ATPASE 1, heavy metal atpase 1",NA,2
"180","Dm_00008729","AT5G54730.1","ARABIDOPSIS THALIANA HOMOLOG OF YEAST AUTOPHAGY 18 (ATG18) F, homolog of yeast autophagy 18 (ATG18) F",NA,2
"181","Dm_00003833","AT1G48050.1","ARABIDOPSIS THALIANA KU80 HOMOLOG",NA,2
"182","Dm_00008956","AT5G54280.2","ARABIDOPSIS THALIANA MYOSIN 1, myosin 2, ARABIDOPSIS THALIANA MYOSIN 4",NA,2
"183","Dm_00001417","AT4G24690.1","Arabidopsis thaliana next to BRCA1 gene 1, next to BRCA1 gene 1",NA,2
"184","Dm_00001418","AT4G24690.1","Arabidopsis thaliana next to BRCA1 gene 1, next to BRCA1 gene 1",NA,2
"185","Dm_00002881","AT4G24690.1","Arabidopsis thaliana next to BRCA1 gene 1, next to BRCA1 gene 1",NA,2
"186","Dm_00019957","AT4G38770.1","ARABIDOPSIS THALIANA PROLINE-RICH PROTEIN 4, proline-rich protein 4",NA,2
"187","Dm_00000811","AT5G06140.1","ARABIDOPSIS THALIANA SORTING NEXIN 1, sorting nexin 1",NA,2
"188","Dm_00008933","AT3G59770.1","ARABIDOPSIS THALIANA SUPPRESSOR OF ACTIN 9, SUPPRESSOR OF ACTIN 9, MURUS 11",NA,2
"189","Dm_00008935","AT3G59770.2","ARABIDOPSIS THALIANA SUPPRESSOR OF ACTIN 9, SUPPRESSOR OF ACTIN 9, MURUS 11","GlIn",2
"190","Dm_00011227","AT1G06950.1","ARABIDOPSIS THALIANA TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 110, translocon at the inner envelope membrane of chloroplasts 110",NA,2
"191","Dm_00009310","AT5G09420.1","ARABIDOPSIS THALIANA TRANSLOCON AT THE OUTER MEMBRANE OF CHLOROPLASTS 64-V, outer membrane 64, translocon at the outer membrane of chloroplasts 64-V",NA,2
"192","Dm_00011655","AT1G12840.1","ARABIDOPSIS THALIANA VACUOLAR ATP SYNTHASE SUBUNIT C, DE-ETIOLATED 3",NA,2
"193","Dm_00005529","AT3G19770.1","ARABIDOPSIS THALIANA VACUOLAR PROTEIN SORTING 9A",NA,2
"194","Dm_00005830","AT1G50500.4","ARABIDOPSIS THALIANA VPS53 HOMOLOG, HEAT-INTOLERANT 1",NA,2
"195","Dm_00000459","AT5G53430.1","Arabidopsis TRITHORAX 5, SET domain group 29",NA,2
"196","Dm_00015447","AT1G08680.5","ARF-GAP domain 14, ARF GAP-like zinc finger-containing protein ZIGA4",NA,2
"197","Dm_00011756","AT4G17890.1","ARF-GAP domain 8",NA,2
"198","Dm_00013219","AT4G17890.2","ARF-GAP domain 8",NA,2
"199","Dm_00007301","AT2G26430.1","arginine-rich cyclin 1, modifier of snc1 12, ARGININE-RICH CYCLIN 1",NA,2
"200","Dm_00019025","AT1G48410.1","ARGONAUTE 1",NA,2
"201","Dm_00017502","AT2G31510.1","ARIADNE 7, ARABIDOPSIS ARIADNE 7",NA,2
"202","Dm_00017366","AT5G19330.1","ARM repeat protein interacting with  ABF2",NA,2
"203","Dm_00002872","AT3G26600.1","armadillo repeat only 4",NA,2
"204","Dm_00019832","AT5G13300.1","ASCULAR NETWORK DEFECTIVE 3, SCARFACE, FORKED 2, ARF-GAP DOMAIN3",NA,2
"205","Dm_00019815","AT1G48790.1","associated molecule with the SH3 domain of STAM 1",NA,2
"206","Dm_00011482","AT2G36910.1","ATP-binding cassette B1, ARABIDOPSIS THALIANA P GLYCOPROTEIN1, P-GLYCOPROTEIN 1",NA,2
"207","Dm_00007721","AT2G34660.3","ATP-binding cassette C2, multidrug resistance-associated protein 2, Arabidopsis thaliana ATP-binding cassette C2",NA,2
"208","Dm_00007794","AT2G01320.4","ATP-binding cassette G7",NA,2
"209","Dm_00014618","AT1G19800.6","ATP-binding cassette I14, trigalactosyldiacylglycerol 1",NA,2
"210","Dm_00008034","AT5G02270.1","ATP-binding cassette I20, non-intrinsic ABC protein 9, ARABIDOPSIS THALIANA NON-INTRINSIC ABC PROTEIN 9",NA,2
"211","Dm_00018083","AT1G32500.1","ATP-binding cassette I7, non-intrinsic ABC protein 6",NA,2
"212","Dm_00011331","AT1G07910.2","AtRLG1, ZYGOTE-ARREST 3, RNAligase, ARABIDOPSIS THALIANA RNA LIGASE",NA,2
"213","Dm_00008180","AT5G06160.1","ATROPOS",NA,2
"214","Dm_00008525","AT1G08570.2","atypical CYS  HIS rich thioredoxin 4",NA,2
"215","Dm_00011931","AT5G40740.1","augmin subunit 6, GEMINI POLLEN 3",NA,2
"216","Dm_00005472","AT3G21180.1","autoinhibited Ca(2+)-ATPase 9",NA,2
"217","Dm_00016476","AT3G18770.1","autophagy 13B",NA,2
"218","Dm_00000681","AT5G45900.1","AUTOPHAGY 7, PEROXISOME UNUSUAL POSITIONING 4, AUTOPHAGY-RELATED 7",NA,2
"219","Dm_00010624","AT2G31260.1","autophagy 9",NA,2
"220","Dm_00001005","AT4G30790.1","AUTOPHAGY-RELATED 11",NA,2
"221","Dm_00014621","AT4G30790.1","AUTOPHAGY-RELATED 11",NA,2
"222","Dm_00009077","AT1G59750.4","auxin response factor 1",NA,2
"223","Dm_00016394","AT1G59750.4","auxin response factor 1",NA,2
"224","Dm_00002844","AT5G37020.2","auxin response factor 8",NA,2
"225","Dm_00001025","AT1G19220.1","AUXIN RESPONSE FACTOR11, auxin response factor 19, indole-3-acetic acid inducible 22",NA,2
"226","Dm_00007549","AT1G19220.1","AUXIN RESPONSE FACTOR11, auxin response factor 19, indole-3-acetic acid inducible 22",NA,2
"227","Dm_00011306","AT4G24390.2","auxin signaling F-box 4",NA,2
"228","Dm_00001708","AT1G25440.1","B-box domain protein 15","Pe",2
"229","Dm_00013483","AT1G06040.1","B-box domain protein 24, SALT TOLERANCE",NA,2
"230","Dm_00003668","AT5G57660.1","B-box domain protein 6, CONSTANS-like 5",NA,2
"231","Dm_00011475","AT4G11560.2","BAH domain-containing transcriptional regulator 1, ASI1-Immunoprecipitated Protein 3, REPRESSOR OF VERNALIZATION1",NA,2
"232","Dm_00000823","AT5G54680.1","basic Helix-Loop-Helix 105, iaa-leucine resistant3",NA,2
"233","Dm_00008152","AT1G27850.1","BASIC PROLINE-RICH PROTEIN5",NA,2
"234","Dm_00009813","AT2G45540.6","Beach-Domain Homolog C2",NA,2
"235","Dm_00009814","AT2G45540.6","Beach-Domain Homolog C2",NA,2
"236","Dm_00008700","AT4G08540.1","Beclin 1-associated autophagy-related key regulator 14b",NA,2
"237","Dm_00003292","AT2G35940.3","BEL1-like homeodomain 1, embryo sac development arrest 29",NA,2
"238","Dm_00003351","AT4G36870.4","BEL1-like homeodomain 2, SAWTOOTH 1",NA,2
"239","Dm_00005949","AT2G16400.1","BEL1-like homeodomain 7",NA,2
"240","Dm_00019999","AT2G16400.1","BEL1-like homeodomain 7",NA,2
"241","Dm_00004577","AT2G45880.1","BETA-AMYLASE 4, beta-amylase 7",NA,2
"242","Dm_00007272","AT2G32290.1","BETA-AMYLASE 5, beta-amylase 6",NA,2
"243","Dm_00008575","AT5G39990.1","beta-glucuronosyltransferase 14A",NA,2
"244","Dm_00014052","AT3G02260.2","BIG, LOW PHOSPHATE-RESISTANT ROOT 1, DARK OVER-EXPRESSION OF CAB 1, TRANSPORT INHIBITOR RESPONSE 3, UMBRELLA 1, CORYMBOSA1, ATTENUATED SHADE AVOIDANCE 1",NA,2
"245","Dm_00019937","AT3G23980.1","BLISTER, KOLD SENSITIV 1",NA,2
"246","Dm_00006427","AT3G49680.1","branched-chain aminotransferase 3",NA,2
"247","Dm_00012604","AT5G02820.1","BRASSINOSTEROID INSENSITIVE 5, ROOT HAIRLESS 2",NA,2
"248","Dm_00015456","AT1G63500.1","brassinosteroid-signaling kinase 7",NA,2
"249","Dm_00002128","AT5G55040.2","bromodomain-containing protein 13",NA,2
"250","Dm_00004741","AT5G55040.2","bromodomain-containing protein 13",NA,2
"251","Dm_00010734","AT3G18290.1","BRUTUS, embryo defective 2454",NA,2
"252","Dm_00014001","AT2G42080.1","Brz-insensitive-long hypocotyls 2",NA,2
"253","Dm_00018671","AT3G48250.1","Buthionine sulfoximine-insensitive roots 6",NA,2
"254","Dm_00005055","AT2G46080.1","BYPASS 2",NA,2
"255","Dm_00011340","AT2G33540.1","C-terminal domain phosphatase-like 3",NA,2
"256","Dm_00004676","AT5G58003.1","C-terminal domain phosphatase-like 4",NA,2
"257","Dm_00002682","AT5G55630.2","CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 1, TWO PORE K CHANNEL, TWO PORE K CHANNEL 1, TANDEM PORE K+ CHANNEL 1",NA,2
"258","Dm_00008016","AT4G32820.1","Calcineurin Binding protein 1",NA,2
"259","Dm_00020174","AT4G23650.1","Calcium dependent protein kinase 3, calcium-dependent protein kinase 6",NA,2
"260","Dm_00016460","AT4G22120.6","Calcium permeable Stress-gated cation Channel 1",NA,2
"261","Dm_00016605","AT5G19450.2","calcium-dependent protein kinase 19",NA,2
"262","Dm_00009333","AT5G18520.1","candidate G-protein Coupled Receptor 7",NA,2
"263","Dm_00014911","AT1G29900.1","carbamoyl phosphate synthetase B, VENOSA 3",NA,2
"264","Dm_00004274","AT5G01270.1","carboxyl-terminal domain (ctd) phosphatase-like 2, ECERIFERUM11",NA,2
"265","Dm_00003653","AT1G80000.4","CASC3/Barentsz elF4AIII-binding protein",NA,2
"266","Dm_00003857","AT4G26100.1","casein kinase 1",NA,2
"267","Dm_00006934","AT2G23070.1","casein kinase 2, CK2 alpha cp",NA,2
"268","Dm_00005776","AT4G28860.2","casein kinase I-like 4",NA,2
"269","Dm_00007742","AT2G44680.3","casein kinase II  beta subunit 4",NA,2
"270","Dm_00009101","AT5G15450.1","casein lytic proteinase B3, CASEIN LYTIC PROTEINASE B-P, ALBINO AND PALE GREEN 6",NA,2
"271","Dm_00004913","AT2G36330.1","CASP-like protein 4A3",NA,2
"272","Dm_00001267","AT4G35090.1","catalase 2",NA,2
"273","Dm_00014594","AT2G13620.1","cation/hydrogen exchanger 15, CATION/H+ EXCHANGER 15",NA,2
"274","Dm_00012307","AT3G18480.1","CCAAT-displacement protein alternatively spliced product",NA,2
"275","Dm_00012308","AT3G18480.1","CCAAT-displacement protein alternatively spliced product",NA,2
"276","Dm_00001271","AT2G41140.1","CDPK-related kinase 1",NA,2
"277","Dm_00019175","AT1G50180.1","CEL-Activated Resistance 1",NA,2
"278","Dm_00002382","AT3G01610.1","cell division cycle 48C, embryo defective 1354",NA,2
"279","Dm_00002384","AT3G01610.2","cell division cycle 48C, embryo defective 1354",NA,2
"280","Dm_00015433","AT4G32410.1","cellulose synthase 1, anisotropy1, CELLULOSE SYNTHASE 1, RADIALLY SWOLLEN 1",NA,2
"281","Dm_00007641","AT2G02955.1","CENTRAL CELL GUIDANCE, maternal effect embryo arrest 12",NA,2
"282","Dm_00016609","AT2G02955.1","CENTRAL CELL GUIDANCE, maternal effect embryo arrest 12",NA,2
"283","Dm_00014790","AT2G47450.1","CHAOS, CHLOROPLAST SIGNAL RECOGNITION PARTICLE 43",NA,2
"284","Dm_00008776","AT3G03960.1","Chaperonin containing T-complex polypeptide-1 subunit 8",NA,2
"285","Dm_00010015","AT3G13470.1","chaperonin-60beta2",NA,2
"286","Dm_00004110","AT3G60680.1","CHIQUITA1-LIKE 9",NA,2
"287","Dm_00004363","AT5G26240.2","chloride channel D",NA,2
"288","Dm_00015048","AT2G47390.1","chloroplast glutamyl peptidase",NA,2
"289","Dm_00010837","AT4G24280.1","chloroplast heat shock protein 70-1",NA,2
"290","Dm_00020567","AT5G49910.1","chloroplast heat shock protein 70-2, HEAT SHOCK PROTEIN 70-7",NA,2
"291","Dm_00006711","AT5G57180.4","chloroplast import apparatus 2",NA,2
"292","Dm_00017278","AT5G66520.1","Chloroplast RNA Editing Factor 7",NA,2
"293","Dm_00003879","AT3G25690.6","CHLOROPLAST UNUSUAL POSITIONING 1, Arabidopsis thaliana CHLOROPLAST UNUSUAL POSITIONING 1",NA,2
"294","Dm_00001667","AT2G36850.1","CHORUS, ENLARGED TETRAD 2, glucan synthase-like 8, MASSUE, GLUCAN SYNTHASE-LIKE 8",NA,2
"295","Dm_00001668","AT2G36850.1","CHORUS, ENLARGED TETRAD 2, glucan synthase-like 8, MASSUE, GLUCAN SYNTHASE-LIKE 8",NA,2
"296","Dm_00001671","AT2G36850.1","CHORUS, ENLARGED TETRAD 2, glucan synthase-like 8, MASSUE, GLUCAN SYNTHASE-LIKE 8",NA,2
"297","Dm_00001672","AT2G36850.1","CHORUS, ENLARGED TETRAD 2, glucan synthase-like 8, MASSUE, GLUCAN SYNTHASE-LIKE 8",NA,2
"298","Dm_00009831","AT5G44800.1","chromatin remodeling 4, PICKLE RELATED 1",NA,2
"299","Dm_00005432","AT2G13370.3","chromatin remodeling 5",NA,2
"300","Dm_00008314","AT1G03750.1","CHROMATIN REMODELING 9",NA,2
"301","Dm_00000171","AT1G72680.1","CINNAMYL ALCOHOL DEHYDROGENASE 1, cinnamyl-alcohol dehydrogenase",NA,2
"302","Dm_00006379","AT3G11130.1","clathrin heavy chain 1, hot ABA deficiency suppressor 1",NA,2
"303","Dm_00003162","AT2G20760.1","CLATHRIN LIGHT 62 CHAIN1",NA,2
"304","Dm_00011218","AT2G20760.1","CLATHRIN LIGHT 62 CHAIN1",NA,2
"305","Dm_00008715","AT5G51660.3","cleavage and polyadenylation specificity factor 160",NA,2
"306","Dm_00001940","AT2G01730.1","cleavage and polyadenylation specificity factor 73 kDa subunit-II, embryo sac development arrest 26",NA,2
"307","Dm_00010570","AT2G20190.1","CLIP-associated protein, CLIP-ASSOCIATED PROTEIN",NA,2
"308","Dm_00000453","AT5G53350.1","CLP protease regulatory subunit X",NA,2
