"gene_ID","AT_gene_id","annotation"
"Dm_00015545-RA","AT3G55220.1","| Symbols: SAP130b, AtSAP130b | spliceosome-associated protein 130 b, Arabidopsis thaliana spliceosome-associated protein 130 b | chr3:20467116-20470944 REVERSE LENGTH=1214"
"Dm_00014373-RA","AT5G47010.1","| Symbols: UPF1, LBA1, ATUPF1 | UP-FRAMESHIFT1, LOW-LEVEL BETA-AMYLASE 1 | chr5:19072009-19078856 FORWARD LENGTH=1254"
"Dm_00011652-RA","AT5G38660.1","| Symbols: APE1 | ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT | chr5:15473285-15475497 REVERSE LENGTH=286"
"Dm_00014052-RA","AT3G02260.2","| Symbols: CRM1, ASA1, BIG, DOC1, TIR3, UMB1, LPR1 | BIG, LOW PHOSPHATE-RESISTANT ROOT 1, DARK OVER-EXPRESSION OF CAB 1, TRANSPORT INHIBITOR RESPONSE 3, UMBRELLA 1, CORYMBOSA1, ATTENUATED SHADE AVOIDANCE 1 | chr3:431152-448489 REVERSE LENGTH=5077"
"Dm_00015465-RA","AT2G43945.1","| Symbols: no symbol available | no full name available | chr2:18197995-18199988 REVERSE LENGTH=289"
"Dm_00014646-RA","AT5G14080.1","| Symbols: no symbol available | no full name available | chr5:4543265-4545256 REVERSE LENGTH=634"
"Dm_00015676-RA","AT1G03670.1","| Symbols: no symbol available | no full name available | chr1:914222-916222 REVERSE LENGTH=616"
"Dm_00014587-RA","AT5G07920.3","| Symbols: ATDGK1, DGK1 | diacylglycerol kinase1, DIACYLGLYCEROL KINASE 1 | chr5:2525197-2528396 REVERSE LENGTH=728"
"Dm_00015431-RA","AT4G10760.1","| Symbols: EMB1706, MTA | EMBRYO DEFECTIVE 1706, mRNAadenosine methylase | chr4:6619947-6623312 REVERSE LENGTH=685"
"Dm_00013402-RA","AT2G35500.1","| Symbols: SKL2 | shikimate kinase-like 2 | chr2:14914038-14915909 FORWARD LENGTH=387"
"Dm_00014129-RA","AT1G51080.1","| Symbols: no symbol available | no full name available | chr1:18929883-18930740 REVERSE LENGTH=285"
"Dm_00014455-RA","AT2G14170.1","| Symbols: ALDH6B2, MMSD | aldehyde dehydrogenase  6B2 | chr2:5977727-5981899 REVERSE LENGTH=607"
"Dm_00015583-RA","AT1G19660.2","| Symbols: BBD2, AtBBD2 | bifunctional nuclease in basal defense response 2 | chr1:6800361-6802240 REVERSE LENGTH=329"
"Dm_00015456-RA","AT1G63500.1","| Symbols: BSK7 | brassinosteroid-signaling kinase 7 | chr1:23556015-23558403 FORWARD LENGTH=487"
"Dm_00013576-RA","AT4G31850.1","| Symbols: PGR3 | proton gradient regulation 3 | chr4:15403020-15406358 FORWARD LENGTH=1112"
"Dm_00014621-RA","AT4G30790.1","| Symbols: ATG11 | AUTOPHAGY-RELATED 11 | chr4:14993383-14997785 REVERSE LENGTH=1148"
"Dm_00015455-RA","AT2G39190.2","| Symbols: ATATH8 |  | chr2:16350140-16355745 FORWARD LENGTH=814"
"Dm_00015466-RA","AT3G62360.2","| Symbols: no symbol available | no full name available | chr3:23073020-23080455 REVERSE LENGTH=1197"
"Dm_00005944-RA","AT2G23390.2","| Symbols: no symbol available | no full name available | chr2:9961333-9963476 REVERSE LENGTH=328"
"Dm_00005377-RA","AT2G03070.1","| Symbols: MED8 | mediator subunit 8 | chr2:905978-908792 FORWARD LENGTH=524"
"Dm_00005190-RA","AT1G05060.1","| Symbols: no symbol available | no full name available | chr1:1451255-1452858 REVERSE LENGTH=253"
"Dm_00004847-RA","AT1G78140.1","| Symbols: no symbol available | no full name available | chr1:29401937-29403878 REVERSE LENGTH=355"
"Dm_00005304-RA","AT5G56340.1","| Symbols: ATCRT1, BTL04 | BCA2####zinc finger ATL 4 | chr5:22818254-22819444 FORWARD LENGTH=396"
"Dm_00005272-RA","AT5G48730.1","| Symbols: no symbol available | no full name available | chr5:19763152-19765136 FORWARD LENGTH=508"
"Dm_00005103-RA","AT5G12840.4","| Symbols: NF-YA1, EMB2220, HAP2A, NFYA1, AtNFYA1, ATHAP2A | ""nuclear factor Y, subunit A1"", nuclear factor Y subunit A1, EMBRYO DEFECTIVE 2220 | chr5:4051147-4052961 REVERSE LENGTH=271"
"Dm_00005101-RA","AT5G12480.1","| Symbols: CPK7 | calmodulin-domain protein kinase 7 | chr5:4047817-4050035 REVERSE LENGTH=535"
"Dm_00005003-RA","AT1G15710.1","| Symbols: TyrA2 | TyrA arogenate dehydrogenase 2 | chr1:5404505-5405581 FORWARD LENGTH=358"
"Dm_00004999-RA","AT5G20300.5","| Symbols: Toc90 | translocon at the outer envelope membrane of chloroplasts 90 | chr5:6853544-6856332 REVERSE LENGTH=793"
"Dm_00005006-RA","AT5G20350.1","| Symbols: TIP1 | TIP GROWTH DEFECTIVE 1 | chr5:6876772-6881102 FORWARD LENGTH=620"
"Dm_00005523-RA","AT2G29560.1","| Symbols: ENOC, ENO3 | cytosolic enolase, enolase 3 | chr2:12646635-12649694 FORWARD LENGTH=475"
"Dm_00005072-RA","AT4G31160.1","| Symbols: DCAF1 | DDB1-CUL4 associated factor 1 | chr4:15145936-15152939 FORWARD LENGTH=1883"
"Dm_00004987-RA","AT4G21710.1","| Symbols: EMB1989, NRPB2, RPB2 | EMBRYO DEFECTIVE 1989 | chr4:11535684-11542200 REVERSE LENGTH=1188"
"Dm_00004986-RA","AT4G04970.1","| Symbols: GSL01, ATGSL01, ATGSL1, GSL1 | GLUCAN SYNTHASE LIKE 1, GLUCAN SYNTHASE LIKE-1, glucan synthase-like 1 | chr4:2537039-2542434 FORWARD LENGTH=1768"
"Dm_00004890-RA","AT2G04842.2","| Symbols: EMB2761 | EMBRYO DEFECTIVE 2761 | chr2:1698466-1701271 REVERSE LENGTH=650"
"Dm_00004885-RA","AT3G07890.5","| Symbols: no symbol available | no full name available | chr3:2516639-2518784 REVERSE LENGTH=400"
"Dm_00004884-RA","AT1G04970.1","| Symbols: LBR-1 |  | chr1:1411216-1413431 FORWARD LENGTH=488"
"Dm_00004887-RA","AT5G55390.3","| Symbols: EDM2 | ENHANCED DOWNY MILDEW 2 | chr5:22448152-22454414 REVERSE LENGTH=1297"
"Dm_00006041-RA","AT5G54880.1","| Symbols: DTWD2B |  | chr5:22291920-22293104 FORWARD LENGTH=394"
"Dm_00006044-RA","AT3G20500.1","| Symbols: ATPAP18, PAP18 | purple acid phosphatase 18, PURPLE ACID PHOSPHATASE 18 | chr3:7157926-7160244 FORWARD LENGTH=437"
"Dm_00005239-RA","AT4G33280.2","| Symbols: no symbol available | no full name available | chr4:16048193-16049310 REVERSE LENGTH=285"
"Dm_00005073-RA","AT3G30390.3","| Symbols: no symbol available | no full name available | chr3:11977112-11978827 REVERSE LENGTH=460"
"Dm_00005448-RA","AT5G17690.2","| Symbols: TFL2, LHP1, AtLHP1 | LIKE HETEROCHROMATIN PROTEIN 1, TERMINAL FLOWER 2 | chr5:5827622-5829537 REVERSE LENGTH=435"
"Dm_00005445-RA","AT1G52920.1","| Symbols: GPCR, GCR2 | G protein coupled receptor, G-PROTEIN COUPLED RECEPTOR 2 | chr1:19709360-19711048 REVERSE LENGTH=410"
"Dm_00005447-RA","AT3G15410.1","| Symbols: no symbol available | no full name available | chr3:5203380-5207279 FORWARD LENGTH=584"
"Dm_00005680-RA","AT1G08600.4","| Symbols: ATRX, CHR20 |  | chr1:2724562-2733431 FORWARD LENGTH=1479"
"Dm_00005677-RA","AT5G47180.2","| Symbols: no symbol available | no full name available | chr5:19161384-19163265 REVERSE LENGTH=220"
"Dm_00005679-RA","AT1G08600.4","| Symbols: ATRX, CHR20 |  | chr1:2724562-2733431 FORWARD LENGTH=1479"
"Dm_00003963-RA","AT1G12450.1","| Symbols: no symbol available | no full name available | chr1:4244496-4245808 FORWARD LENGTH=303"
"Dm_00008771-RA","AT3G01720.1","| Symbols: AtSERGT1 |  | chr3:262412-265608 REVERSE LENGTH=802"
"Dm_00009020-RA","AT1G78995.1","| Symbols: no symbol available | no full name available | chr1:29715433-29716079 REVERSE LENGTH=159"
"Dm_00007859-RA","AT5G20490.2","| Symbols: XIK, XI-17, ATXIK, XI-K | MYOSIN XI K, MYOSIN XI-17 | chr5:6927064-6937380 REVERSE LENGTH=1531"
"Dm_00009367-RA","AT1G60170.1","| Symbols: emb1220, PRP31 | embryo defective 1220 | chr1:22193008-22195177 FORWARD LENGTH=485"
"Dm_00009717-RA","AT2G14835.2","| Symbols: no symbol available | no full name available | chr2:6367238-6370610 FORWARD LENGTH=343"
"Dm_00009493-RA","AT1G13870.1","| Symbols: AtKTI12, DRL1 | DEFORMED ROOTS AND LEAVES 1 | chr1:4747437-4748345 REVERSE LENGTH=302"
"Dm_00009254-RA","AT2G02500.2","| Symbols: ISPD, ATMEPCT, MCT | 2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLTRANSFERASE | chr2:671054-673124 REVERSE LENGTH=302"
"Dm_00009813-RA","AT2G45540.6","| Symbols: BCHC2 | Beach-Domain Homolog C2 | chr2:18757881-18772229 REVERSE LENGTH=2946"
"Dm_00009814-RA","AT2G45540.6","| Symbols: BCHC2 | Beach-Domain Homolog C2 | chr2:18757881-18772229 REVERSE LENGTH=2946"
"Dm_00009694-RA","AT5G13980.2","| Symbols: no symbol available | no full name available | chr5:4508626-4514334 FORWARD LENGTH=1024"
"Dm_00005773-RA","AT3G45780.2","| Symbols: RPT1, PHOT1, JK224, NPH1 | NONPHOTOTROPIC HYPOCOTYL 1, phototropin 1, ROOT PHOTOTROPISM 1 | chr3:16818557-16823960 FORWARD LENGTH=996"
"Dm_00005772-RA","AT5G60050.1","| Symbols: no symbol available | no full name available | chr5:24183680-24185264 REVERSE LENGTH=499"
"Dm_00005368-RA","AT2G44420.3","| Symbols: NTAN1 | residue-specific N-terminal amidase 1 | chr2:18330822-18332696 FORWARD LENGTH=332"
"Dm_00005082-RA","AT5G64840.1","| Symbols: ABCF5 | ATP-binding cassette F5 | chr5:25916956-25919693 REVERSE LENGTH=692"
"Dm_00005529-RA","AT3G19770.1","| Symbols: VPS9, ATVPS9A, VPS9A | ARABIDOPSIS THALIANA VACUOLAR PROTEIN SORTING 9A | chr3:6866916-6869114 FORWARD LENGTH=520"
"Dm_00005537-RA","AT1G77760.1","| Symbols: NR1, GNR1, NIA1 | nitrate reductase 1, NITRATE REDUCTASE 1 | chr1:29236005-29239367 REVERSE LENGTH=917"
"Dm_00005530-RA","AT5G64610.1","| Symbols: HAM1 | histone acetyltransferase of the MYST family 1 | chr5:25828333-25830503 REVERSE LENGTH=445"
"Dm_00005533-RA","AT1G77800.5","| Symbols: PRE2 |  | chr1:29253800-29259889 FORWARD LENGTH=1364"
"Dm_00005532-RA","AT1G77800.4","| Symbols: PRE2 |  | chr1:29253800-29260190 FORWARD LENGTH=1424"
"Dm_00020286-RA","AT2G19580.1","| Symbols: TET2 | tetraspanin2 | chr2:8472393-8475021 REVERSE LENGTH=270"
"Dm_00020139-RA","AT4G26620.1","| Symbols: no symbol available | no full name available | chr4:13427599-13429877 REVERSE LENGTH=443"
"Dm_00020307-RA","AT2G39080.1","| Symbols: EMB2799 | EMBRYO DEFECTIVE 2799 | chr2:16309981-16312475 REVERSE LENGTH=351"
"Dm_00020105-RA","AT5G59020.1","| Symbols: no symbol available | no full name available | chr5:23827160-23829603 REVERSE LENGTH=780"
"Dm_00020126-RA","AT5G51300.3","| Symbols: AtSF1, SOT4, SF1 | Arabidopsis SF1 homolog, SPLICING FACTOR 1 | chr5:20849881-20852295 REVERSE LENGTH=804"
"Dm_00020313-RA","AT5G45400.1","| Symbols: RPA70C, RPA1C, ATRPA70C | Replication Protein A 1C | chr5:18398990-18401644 FORWARD LENGTH=853"
"Dm_00020319-RA","AT5G50670.2","| Symbols: SPL13B, SPL13 | SQUAMOSA PROMOTER-BINDING PROTEIN LIKE 13, SQUAMOSA PROMOTER-BINDING PROTEIN LIKE 13B | chr5:20615897-20617133 REVERSE LENGTH=359"
"Dm_00020334-RA","AT5G50420.1","| Symbols: DSA1 | DEFECTIVE IN SYSTEMIC DEFENSE INDUCED BY ABIETANE DITERPENOID 1 | chr5:20530453-20532635 REVERSE LENGTH=566"
"Dm_00020247-RA","AT3G09010.1","| Symbols: no symbol available | no full name available | chr3:2750285-2752086 FORWARD LENGTH=393"
"Dm_00020315-RA","AT3G12740.1","| Symbols: ALIS1 | ALA-interacting subunit 1 | chr3:4049739-4051561 FORWARD LENGTH=350"
"Dm_00020244-RA","AT1G29700.2","| Symbols: no symbol available | no full name available | chr1:10385196-10386906 REVERSE LENGTH=350"
"Dm_00020342-RA","AT2G44730.1","| Symbols: no symbol available | no full name available | chr2:18437447-18438565 REVERSE LENGTH=372"
"Dm_00019946-RA","AT4G38180.1","| Symbols: FRS5 | FAR1-related sequence 5 | chr4:17906702-17909404 REVERSE LENGTH=788"
"Dm_00001778-RA","AT2G36480.2","| Symbols: no symbol available | no full name available | chr2:15303114-15307535 REVERSE LENGTH=963"
"Dm_00001782-RA","AT2G36430.1","| Symbols: no symbol available | no full name available | chr2:15290211-15291557 FORWARD LENGTH=448"
"Dm_00001787-RA","AT3G52890.4","| Symbols: KIPK | KCBP-interacting protein kinase | chr3:19609150-19612032 FORWARD LENGTH=934"
"Dm_00001884-RA","AT3G07660.1","| Symbols: no symbol available | no full name available | chr3:2445275-2450372 REVERSE LENGTH=841"
"Dm_00001881-RA","AT5G47750.1","| Symbols: D6PKL2, PK5 | D6 protein kinase like 2 | chr5:19339947-19341864 REVERSE LENGTH=586"
"Dm_00001900-RA","AT3G13300.1","| Symbols: VCS | VARICOSE | chr3:4304085-4309949 FORWARD LENGTH=1344"
"Dm_00001302-RA","AT5G23150.2","| Symbols: ART1, HUA2 | AERIAL ROSETTE 1, ENHANCER OF AG-4 2 | chr5:7786173-7791648 FORWARD LENGTH=1339"
"Dm_00001306-RA","AT3G13530.1","| Symbols: MAP3KE1, MAPKKK7 | mitogen-activated protein kinase kinase kinase 7, MAP3K EPSILON PROTEIN KINASE | chr3:4411934-4419320 REVERSE LENGTH=1368"
"Dm_00001310-RA","AT3G19870.2","| Symbols: no symbol available | no full name available | chr3:6907481-6911115 FORWARD LENGTH=1117"
"Dm_00001323-RA","AT3G59040.1","| Symbols: PPR287 | pentatricopeptide repeat protein 287 | chr3:21821495-21824233 REVERSE LENGTH=583"
"Dm_00001208-RA","AT1G65260.1","| Symbols: VIPP1, PTAC4, IM30 | VESICLE-INDUCING PROTEIN IN PLASTIDS 1, plastid transcriptionally active 4 | chr1:24236329-24240428 FORWARD LENGTH=330"
"Dm_00001215-RA","AT4G26640.6","| Symbols: AtWRKY20, WRKY20 |  | chr4:13437298-13438881 REVERSE LENGTH=381"
"Dm_00001217-RA","AT4G12800.2","| Symbols: PSAL | photosystem I subunit l | chr4:7521283-7522493 FORWARD LENGTH=281"
"Dm_00001214-RA","AT5G16460.1","| Symbols: SEIPIN1 | SEIPIN1 | chr5:5377085-5378533 REVERSE LENGTH=368"
"Dm_00001219-RA","AT3G02830.1","| Symbols: ZFN1, PNT1 | zinc finger protein 1, PENTA 1 | chr3:614075-615916 FORWARD LENGTH=397"
"Dm_00001210-RA","AT3G02750.2","| Symbols: no symbol available | no full name available | chr3:593601-595457 REVERSE LENGTH=492"
"Dm_00001228-RA","AT2G39060.1","| Symbols: SWEET9, AtSWEET9 |  | chr2:16306818-16308206 REVERSE LENGTH=258"
"Dm_00001230-RA","AT3G04160.3","| Symbols: no symbol available | no full name available | chr3:1091647-1094296 REVERSE LENGTH=712"
"Dm_00001930-RA","AT2G01910.1","| Symbols: ATMAP65-6, MAP65-6 |  | chr2:417191-420182 FORWARD LENGTH=608"
"Dm_00001933-RA","AT2G01830.6","| Symbols: ATCRE1, CRE1, WOL1, AHK4, WOL | WOODEN LEG 1, ARABIDOPSIS HISTIDINE KINASE 4, WOODEN LEG, CYTOKININ RESPONSE 1 | chr2:363332-367429 REVERSE LENGTH=1057"
"Dm_00001950-RA","AT1G23230.3","| Symbols: MED23 | MEDIATOR 23 | chr1:8244481-8251741 FORWARD LENGTH=1596"
"Dm_00001952-RA","AT5G25060.1","| Symbols: RRC1 | reduced red-light responses in cry1cry2 background 1 | chr5:8634219-8639984 REVERSE LENGTH=946"
"Dm_00001939-RA","AT1G67960.1","| Symbols: POD1 | POLLEN DEFECTIVE IN GUIDANCE 1 | chr1:25480808-25484176 REVERSE LENGTH=624"
"Dm_00002318-RA","AT1G15880.1","| Symbols: atgos11, GOS11 | golgi snare 11 | chr1:5458718-5460089 REVERSE LENGTH=223"
"Dm_00002327-RA","AT5G64270.1","| Symbols: no symbol available | no full name available | chr5:25706909-25710718 FORWARD LENGTH=1269"
"Dm_00002328-RA","AT1G80530.1","| Symbols: no symbol available | no full name available | chr1:30278224-30280247 REVERSE LENGTH=561"
"Dm_00002338-RA","AT1G48900.1","| Symbols: no symbol available | no full name available | chr1:18084972-18087743 REVERSE LENGTH=495"
"Dm_00002336-RA","AT4G32160.1","| Symbols: no symbol available | no full name available | chr4:15529056-15532892 FORWARD LENGTH=723"
"Dm_00002342-RA","AT1G03160.1","| Symbols: FZL | FZO-like | chr1:761321-766053 FORWARD LENGTH=912"
"Dm_00001329-RA","AT1G06390.2","| Symbols: ATGSK1, ATSK22, BIL2, ATSK2-3, SK22, GSK1 | A. THALIANA SHAGGY-LIKE KINASE GROUP 2 3, GSK3/SHAGGY-like protein kinase 1, BIN2-LIKE 2, SHAGGY-LIKE PROTEIN KINASE 22 | chr1:1946860-1950417 FORWARD LENGTH=407"
"Dm_00001337-RA","AT5G51340.1","| Symbols: SCC4 |  | chr5:20863594-20867171 FORWARD LENGTH=726"
"Dm_00001336-RA","AT2G42770.1","| Symbols: no symbol available | no full name available | chr2:17798635-17799927 REVERSE LENGTH=232"
"Dm_00002212-RA","AT2G01390.1","| Symbols: EMB3111 | EMBRYO DEFECTIVE 3111 | chr2:172256-174137 FORWARD LENGTH=577"
"Dm_00001991-RA","AT2G03050.1","| Symbols: EMB93, SOLDAT10 | EMBRYO DEFECTIVE 93, SINGLET OXYGEN-LINKED DEATH ACTIVATOR 10 | chr2:900094-900945 REVERSE LENGTH=283"
